trial_n,gen1,gen2,choice,order,condition,task,ITI,ISI,block
15,5,6,1,0,2,9,709,859,2
16,4,5,1,0,2,9,728,366,2
1,6,7,1,0,3,9,640,583,2
2,4,5,0,0,3,9,546,429,2
3,3,4,1,0,3,9,958,325,2
4,7,8,0,1,3,9,502,567,2
5,7,8,1,1,3,9,264,938,2
6,2,3,0,1,3,9,262,984,2
7,0,1,1,1,3,9,795,508,2
8,1,2,1,1,3,9,531,315,2
9,0,1,0,1,3,9,394,373,2
10,3,4,0,1,3,9,922,852,2
11,6,7,0,0,3,9,294,734,2
12,1,2,0,0,3,9,367,402,2
13,5,6,0,0,3,9,858,437,2
14,2,3,1,1,3,9,512,251,2
15,5,6,1,0,3,9,416,341,2
16,4,5,1,0,3,9,342,483,2
1,6,7,1,0,4,9,893,550,2
2,4,5,0,0,4,9,661,599,2
3,3,4,1,0,4,9,613,363,2
4,7,8,0,1,4,9,779,764,2
5,7,8,1,1,4,9,485,288,2
6,2,3,0,1,4,9,827,442,2
7,0,1,1,1,4,9,296,402,2
8,1,2,1,1,4,9,362,776,2
9,0,1,0,1,4,9,769,565,2
10,3,4,0,1,4,9,379,360,2
11,6,7,0,0,4,9,346,442,2
12,1,2,0,0,4,9,384,601,2
13,5,6,0,0,4,9,422,613,2
14,2,3,1,1,4,9,390,352,2
15,5,6,1,0,4,9,350,515,2
16,4,5,1,0,4,9,595,541,2
1,6,7,1,0,5,9,284,657,2
2,4,5,0,0,5,9,415,511,2
3,3,4,1,0,5,9,847,280,2
4,7,8,0,1,5,9,321,926,2
5,7,8,1,1,5,9,481,518,2
6,2,3,0,1,5,9,417,300,2
7,0,1,1,1,5,9,308,351,2
8,1,2,1,1,5,9,268,603,2
9,0,1,0,1,5,9,262,354,2
10,3,4,0,1,5,9,719,745,2
11,6,7,0,0,5,9,331,511,2
12,1,2,0,0,5,9,623,407,2
13,5,6,0,0,5,9,607,384,2
14,2,3,1,1,5,9,982,543,2
15,5,6,1,0,5,9,496,338,2
16,4,5,1,0,5,9,781,361,2
