trial_n,rho,choice,condition,task,ITI,ISI,block,first
18,112,0,5,2,489,524,1,0
19,150,1,5,2,912,514,1,0
20,82,0,5,2,385,325,1,0
1,127,1,0,2,335,433,2,0
2,66,1,0,2,374,365,2,0
3,50,0,0,2,359,313,2,0
4,40,1,0,2,847,740,2,0
5,51,0,0,2,671,346,2,0
6,51,0,0,2,824,740,2,0
7,122,1,0,2,713,468,2,0
8,137,0,0,2,305,607,2,0
9,68,0,0,2,756,774,2,0
10,154,1,0,2,255,321,2,0
11,69,0,0,2,359,303,2,0
12,107,1,0,2,878,313,2,0
13,108,1,0,2,593,342,2,0
14,117,0,0,2,988,342,2,0
15,144,1,0,2,255,433,2,0
16,101,0,0,2,305,768,2,0
17,150,1,0,2,878,994,2,0
18,160,0,0,2,756,421,2,0
19,86,1,0,2,620,342,2,0
20,170,0,0,2,305,735,2,0
1,169,0,1,2,312,569,2,0
2,166,1,1,2,577,747,2,0
3,151,0,1,2,720,256,2,0
4,164,1,1,2,297,256,2,0
5,86,0,1,2,424,404,2,0
6,163,0,1,2,706,812,2,0
7,80,1,1,2,603,380,2,0
8,47,1,1,2,885,256,2,0
9,148,0,1,2,484,859,2,0
10,25,1,1,2,720,312,2,0
11,99,1,1,2,754,391,2,0
12,130,0,1,2,709,391,2,0
13,146,1,1,2,474,292,2,0
14,58,1,1,2,709,404,2,0
15,126,0,1,2,756,292,2,0
16,98,1,1,2,709,649,2,0
17,106,0,1,2,474,432,2,0
18,62,0,1,2,756,432,2,0
19,48,1,1,2,424,432,2,0
20,164,0,1,2,834,859,2,0
1,36,0,2,2,552,405,2,0
2,79,1,2,2,779,921,2,0
3,109,0,2,2,363,924,2,0
4,104,1,2,2,304,290,2,0
5,155,0,2,2,817,666,2,0
6,110,0,2,2,440,284,2,0
7,36,1,2,2,413,527,2,0
8,150,1,2,2,294,363,2,0
9,166,0,2,2,355,284,2,0
10,120,1,2,2,294,655,2,0
11,82,0,2,2,598,450,2,0
12,47,1,2,2,339,267,2,0
13,30,0,2,2,713,556,2,0
14,43,1,2,2,552,290,2,0
15,145,0,2,2,566,254,2,0
16,26,1,2,2,522,495,2,0
17,47,0,2,2,425,519,2,0
18,27,0,2,2,413,899,2,0
19,28,1,2,2,252,666,2,0
20,77,1,2,2,779,971,2,0
1,100,1,3,2,388,536,2,0
2,169,0,3,2,349,873,2,0
3,167,1,3,2,273,775,2,0
4,119,0,3,2,609,489,2,0
5,141,1,3,2,467,775,2,0
6,43,0,3,2,414,439,2,0
7,70,1,3,2,682,594,2,0
8,161,1,3,2,264,487,2,0
9,122,0,3,2,528,328,2,0
10,161,0,3,2,682,339,2,0
11,54,1,3,2,297,361,2,0
12,162,1,3,2,528,594,2,0
13,101,0,3,2,311,454,2,0
14,72,0,3,2,887,272,2,0
15,89,1,3,2,291,489,2,0
16,83,0,3,2,414,477,2,0
17,95,0,3,2,258,393,2,0
18,126,1,3,2,887,310,2,0
19,61,0,3,2,424,606,2,0
20,169,1,3,2,528,476,2,0
1,26,1,4,2,345,319,2,0
2,126,0,4,2,719,645,2,0
3,91,1,4,2,409,362,2,0
4,153,1,4,2,331,677,2,0
5,169,0,4,2,281,410,2,0
6,63,0,4,2,719,639,2,0
7,68,1,4,2,587,258,2,0
8,97,0,4,2,587,543,2,0
9,58,1,4,2,342,616,2,0
10,53,1,4,2,593,639,2,0
11,73,0,4,2,494,275,2,0
12,93,0,4,2,375,347,2,0
13,76,1,4,2,494,887,2,0
14,107,1,4,2,851,319,2,0
15,150,0,4,2,309,319,2,0
16,165,0,4,2,427,639,2,0
17,164,1,4,2,324,543,2,0
18,119,1,4,2,427,543,2,0
19,43,0,4,2,309,487,2,0
20,50,0,4,2,851,347,2,0
1,41,0,5,2,647,419,2,0
2,80,1,5,2,262,835,2,0
3,83,0,5,2,622,565,2,0
4,105,0,5,2,829,671,2,0
5,66,1,5,2,622,613,2,0
6,51,1,5,2,555,499,2,0
7,118,0,5,2,324,860,2,0
8,167,1,5,2,396,293,2,0
9,117,1,5,2,543,860,2,0
10,113,0,5,2,508,835,2,0
11,36,1,5,2,257,278,2,0
12,146,1,5,2,307,419,2,0
13,35,0,5,2,647,565,2,0
14,157,0,5,2,647,278,2,0
15,100,1,5,2,331,835,2,0
16,88,0,5,2,622,671,2,0
17,82,1,5,2,627,278,2,0
18,34,0,5,2,257,253,2,0
19,77,1,5,2,347,371,2,0
20,83,0,5,2,324,419,2,0
