trial_n,gen,condition,task,ITI,ISI,block
10,7,4,4,377,597,1
11,4,4,4,394,468,1
12,6,4,4,452,338,1
13,1,4,4,463,281,1
14,8,4,4,450,794,1
15,0,4,4,642,632,1
16,0,4,4,489,649,1
17,2,4,4,472,881,1
18,5,4,4,424,898,1
1,5,5,4,533,866,1
2,0,5,4,386,900,1
3,3,5,4,993,800,1
4,1,5,4,431,355,1
5,3,5,4,325,303,1
6,8,5,4,433,276,1
7,1,5,4,359,833,1
8,8,5,4,343,739,1
9,6,5,4,841,346,1
10,7,5,4,292,722,1
11,2,5,4,515,390,1
12,4,5,4,398,894,1
13,6,5,4,618,260,1
14,7,5,4,258,698,1
15,4,5,4,354,617,1
16,0,5,4,778,383,1
17,2,5,4,459,812,1
18,5,5,4,326,982,1
1,3,0,4,303,852,2
2,1,0,4,382,379,2
3,1,0,4,761,539,2
4,0,0,4,669,360,2
5,6,0,4,833,286,2
6,5,0,4,596,254,2
7,7,0,4,845,580,2
8,6,0,4,695,812,2
9,8,0,4,641,443,2
10,4,0,4,409,566,2
11,7,0,4,266,894,2
12,5,0,4,511,519,2
13,4,0,4,507,410,2
14,2,0,4,870,804,2
15,0,0,4,370,271,2
16,3,0,4,606,690,2
17,8,0,4,865,357,2
18,2,0,4,251,948,2
1,4,1,4,736,541,2
2,2,1,4,954,439,2
3,3,1,4,322,459,2
4,5,1,4,287,366,2
5,6,1,4,286,316,2
6,7,1,4,926,585,2
7,8,1,4,788,650,2
8,8,1,4,305,932,2
9,6,1,4,741,324,2
10,0,1,4,325,379,2
11,7,1,4,286,510,2
12,5,1,4,794,321,2
13,2,1,4,773,330,2
14,3,1,4,463,459,2
15,1,1,4,286,477,2
16,4,1,4,443,960,2
17,1,1,4,459,494,2
18,0,1,4,393,374,2
1,0,2,4,467,507,2
2,8,2,4,298,367,2
3,3,2,4,296,569,2
4,3,2,4,355,324,2
5,1,2,4,453,346,2
6,7,2,4,276,406,2
7,1,2,4,446,340,2
8,6,2,4,476,374,2
9,5,2,4,825,619,2
10,5,2,4,640,331,2
11,2,2,4,732,447,2
12,4,2,4,375,818,2
13,8,2,4,624,363,2
14,4,2,4,265,841,2
15,6,2,4,960,646,2
16,2,2,4,375,879,2
17,0,2,4,383,252,2
18,7,2,4,399,383,2
1,7,3,4,420,966,2
2,1,3,4,759,623,2
3,2,3,4,816,829,2
4,5,3,4,624,298,2
5,4,3,4,792,961,2
6,6,3,4,274,446,2
7,6,3,4,470,284,2
8,4,3,4,276,420,2
9,8,3,4,880,436,2
10,3,3,4,342,675,2
11,5,3,4,790,749,2
12,1,3,4,595,810,2
13,7,3,4,790,733,2
14,3,3,4,946,542,2
15,8,3,4,822,380,2
16,0,3,4,751,713,2
17,0,3,4,313,786,2
18,2,3,4,306,336,2
1,7,4,4,370,456,2
2,8,4,4,287,486,2
3,6,4,4,404,719,2
4,3,4,4,703,697,2
5,7,4,4,326,254,2
6,0,4,4,350,689,2
7,1,4,4,302,339,2
8,2,4,4,494,360,2
9,6,4,4,564,578,2
10,3,4,4,446,600,2
11,4,4,4,586,755,2
12,1,4,4,811,414,2
13,8,4,4,818,418,2
14,5,4,4,702,436,2
15,2,4,4,417,752,2
16,0,4,4,376,463,2
17,4,4,4,354,551,2
18,5,4,4,532,471,2
1,7,5,4,625,432,2
2,8,5,4,318,887,2
3,5,5,4,628,886,2
4,5,5,4,432,601,2
5,2,5,4,580,355,2
6,0,5,4,347,949,2
7,7,5,4,308,255,2
8,3,5,4,646,467,2
9,4,5,4,344,261,2
10,2,5,4,651,583,2
11,8,5,4,854,402,2
12,3,5,4,740,525,2
13,4,5,4,450,537,2
14,6,5,4,530,305,2
15,1,5,4,255,939,2
16,0,5,4,315,576,2
17,1,5,4,457,420,2
18,6,5,4,529,425,2
