trial_n,rho,condition,task,ITI,ISI,block,ouA,ouB,ouC
11,100,0,3,870,1132,2,0,1,1
12,100,0,3,1231,1037,2,0,0,1
1,100,1,3,1175,1143,2,0,1,1
2,100,1,3,1115,1224,2,0,1,1
3,100,1,3,1170,810,2,1,0,1
4,100,1,3,801,1026,2,0,1,0
5,100,1,3,754,982,2,1,0,1
6,100,1,3,852,1010,2,0,1,1
7,100,1,3,754,1210,2,0,0,1
8,100,1,3,1362,881,2,0,0,0
9,100,1,3,1391,1009,2,1,1,0
10,100,1,3,1061,767,2,0,0,1
11,100,1,3,1173,1390,2,0,0,1
12,100,1,3,756,1021,2,0,1,1
1,100,2,3,934,827,2,0,0,1
2,100,2,3,815,1300,2,0,1,0
3,100,2,3,1258,875,2,0,1,1
4,100,2,3,914,819,2,1,0,1
5,100,2,3,1231,877,2,0,1,1
6,100,2,3,783,1489,2,0,1,0
7,100,2,3,1145,974,2,1,0,1
8,100,2,3,1004,991,2,0,1,1
9,100,2,3,1081,1162,2,0,0,0
10,100,2,3,1330,1256,2,1,0,1
11,100,2,3,1078,767,2,0,1,1
12,100,2,3,1313,1412,2,0,0,1
1,100,3,3,761,962,2,0,1,1
2,100,3,3,990,933,2,0,0,1
3,100,3,3,1309,851,2,1,1,1
4,100,3,3,1013,900,2,0,0,0
5,100,3,3,1279,954,2,0,1,1
6,100,3,3,1241,804,2,0,0,0
7,100,3,3,858,1203,2,1,1,1
8,100,3,3,1013,1306,2,0,0,1
9,100,3,3,791,995,2,0,1,0
10,100,3,3,1113,985,2,0,0,1
11,100,3,3,942,1094,2,1,0,1
12,100,3,3,923,862,2,0,1,1
1,100,4,3,1008,1198,2,0,1,1
2,100,4,3,1119,829,2,0,0,1
3,100,4,3,874,1056,2,0,1,0
4,100,4,3,869,1200,2,1,0,1
5,100,4,3,990,782,2,0,1,1
6,100,4,3,1143,982,2,0,0,0
7,100,4,3,1146,798,2,0,1,1
8,100,4,3,1160,1010,2,1,0,1
9,100,4,3,794,1248,2,0,0,0
10,100,4,3,967,883,2,1,1,1
11,100,4,3,914,826,2,0,0,1
12,100,4,3,1270,1074,2,0,1,1
1,100,5,3,791,941,2,0,1,1
2,100,5,3,1218,1130,2,0,0,1
3,100,5,3,977,1116,2,0,0,1
4,100,5,3,894,1382,2,1,1,0
5,100,5,3,766,873,2,0,1,1
6,100,5,3,1288,1115,2,0,0,1
7,100,5,3,763,775,2,0,1,1
8,100,5,3,1228,752,2,1,1,0
9,100,5,3,1184,848,2,0,0,0
10,100,5,3,944,791,2,1,1,1
11,100,5,3,996,1233,2,0,0,1
12,100,5,3,860,993,2,0,0,1
