trial_n,rho,choice,condition,task,ITI,ISI,block,first
9,41,0,0,2,801,272,2,0
10,157,1,0,2,309,402,2,0
11,95,0,0,2,492,272,2,0
12,79,1,0,2,572,599,2,0
13,155,0,0,2,261,741,2,0
14,68,1,0,2,258,295,2,0
15,36,0,0,2,484,353,2,0
16,55,0,0,2,644,272,2,0
17,58,1,0,2,577,882,2,0
18,36,1,0,2,484,741,2,0
19,164,0,0,2,484,286,2,0
20,36,1,0,2,667,693,2,0
1,142,0,1,2,936,828,2,0
2,59,1,1,2,937,828,2,0
3,113,0,1,2,893,351,2,0
4,33,0,1,2,736,298,2,0
5,116,1,1,2,559,417,2,0
6,44,0,1,2,935,652,2,0
7,118,1,1,2,276,472,2,0
8,57,1,1,2,736,836,2,0
9,154,0,1,2,510,836,2,0
10,155,1,1,2,736,431,2,0
11,127,0,1,2,433,393,2,0
12,62,0,1,2,736,627,2,0
13,76,1,1,2,376,576,2,0
14,86,0,1,2,736,417,2,0
15,137,1,1,2,306,435,2,0
16,147,0,1,2,510,364,2,0
17,140,1,1,2,893,955,2,0
18,48,0,1,2,789,440,2,0
19,27,1,1,2,936,549,2,0
20,172,1,1,2,366,440,2,0
1,123,1,2,2,352,272,2,0
2,52,0,2,2,284,311,2,0
3,126,1,2,2,276,469,2,0
4,134,1,2,2,900,623,2,0
5,160,0,2,2,311,287,2,0
6,50,0,2,2,515,535,2,0
7,155,1,2,2,256,288,2,0
8,142,1,2,2,430,793,2,0
9,47,0,2,2,706,311,2,0
10,161,0,2,2,413,808,2,0
11,169,1,2,2,320,535,2,0
12,35,0,2,2,317,694,2,0
13,89,1,2,2,515,311,2,0
14,70,0,2,2,418,793,2,0
15,131,0,2,2,568,469,2,0
16,86,1,2,2,286,311,2,0
17,132,0,2,2,317,469,2,0
18,90,1,2,2,734,278,2,0
19,68,1,2,2,430,893,2,0
20,113,0,2,2,461,846,2,0
1,101,0,3,2,269,423,2,0
2,29,1,3,2,631,643,2,0
3,168,1,3,2,623,308,2,0
4,109,0,3,2,484,573,2,0
5,59,0,3,2,269,942,2,0
6,58,1,3,2,269,606,2,0
7,75,1,3,2,823,664,2,0
8,155,0,3,2,507,880,2,0
9,123,0,3,2,385,425,2,0
10,83,1,3,2,590,469,2,0
11,41,0,3,2,275,773,2,0
12,54,1,3,2,269,686,2,0
13,89,1,3,2,623,338,2,0
14,148,0,3,2,823,643,2,0
15,61,0,3,2,573,451,2,0
16,78,1,3,2,329,255,2,0
17,115,0,3,2,463,880,2,0
18,44,0,3,2,721,423,2,0
19,108,1,3,2,261,373,2,0
20,169,1,3,2,573,251,2,0
1,131,1,4,2,508,447,2,0
2,173,1,4,2,464,363,2,0
3,164,0,4,2,430,370,2,0
4,53,1,4,2,430,326,2,0
5,123,0,4,2,332,363,2,0
6,101,1,4,2,805,311,2,0
7,41,0,4,2,872,370,2,0
8,34,0,4,2,658,361,2,0
9,118,1,4,2,258,257,2,0
10,145,1,4,2,864,522,2,0
11,97,0,4,2,341,840,2,0
12,43,0,4,2,805,581,2,0
13,40,1,4,2,658,606,2,0
14,135,0,4,2,864,621,2,0
15,108,1,4,2,341,311,2,0
16,152,1,4,2,905,621,2,0
17,27,0,4,2,810,950,2,0
18,82,1,4,2,464,621,2,0
19,174,0,4,2,909,950,2,0
20,139,0,4,2,464,447,2,0
1,76,1,5,2,634,325,2,0
2,145,0,5,2,363,634,2,0
3,99,1,5,2,443,912,2,0
4,127,1,5,2,767,641,2,0
5,41,0,5,2,619,641,2,0
6,141,1,5,2,625,784,2,0
7,55,0,5,2,634,987,2,0
8,102,1,5,2,335,485,2,0
9,85,0,5,2,389,987,2,0
10,140,1,5,2,453,638,2,0
11,145,0,5,2,350,393,2,0
12,102,1,5,2,415,290,2,0
13,28,0,5,2,764,278,2,0
14,32,1,5,2,810,325,2,0
15,149,0,5,2,453,495,2,0
16,142,0,5,2,619,784,2,0
17,88,1,5,2,415,440,2,0
18,147,1,5,2,798,255,2,0
19,35,0,5,2,475,392,2,0
20,130,0,5,2,363,762,2,0
