trial_n,gen1,gen2,choice,order,condition,task,ITI,ISI,block
10,3,4,0,1,5,9,306,512,1
11,6,7,0,0,5,9,291,914,1
12,1,2,0,0,5,9,406,381,1
13,5,6,0,0,5,9,613,250,1
14,2,3,1,1,5,9,308,640,1
15,5,6,1,0,5,9,729,302,1
16,4,5,1,0,5,9,433,747,1
1,6,7,1,0,0,9,823,783,2
2,4,5,0,0,0,9,511,719,2
3,3,4,1,0,0,9,668,381,2
4,7,8,0,1,0,9,698,412,2
5,7,8,1,1,0,9,891,808,2
6,2,3,0,1,0,9,747,950,2
7,0,1,1,1,0,9,325,460,2
8,1,2,1,1,0,9,333,622,2
9,0,1,0,1,0,9,316,684,2
10,3,4,0,1,0,9,663,604,2
11,6,7,0,0,0,9,509,665,2
12,1,2,0,0,0,9,541,827,2
13,5,6,0,0,0,9,591,499,2
14,2,3,1,1,0,9,498,324,2
15,5,6,1,0,0,9,969,378,2
16,4,5,1,0,0,9,587,471,2
1,6,7,1,0,1,9,261,462,2
2,4,5,0,0,1,9,741,825,2
3,3,4,1,0,1,9,473,538,2
4,7,8,0,1,1,9,376,271,2
5,7,8,1,1,1,9,711,331,2
6,2,3,0,1,1,9,625,929,2
7,0,1,1,1,1,9,285,742,2
8,1,2,1,1,1,9,500,680,2
9,0,1,0,1,1,9,351,544,2
10,3,4,0,1,1,9,362,352,2
11,6,7,0,0,1,9,408,634,2
12,1,2,0,0,1,9,257,650,2
13,5,6,0,0,1,9,308,306,2
14,2,3,1,1,1,9,886,751,2
15,5,6,1,0,1,9,833,290,2
16,4,5,1,0,1,9,255,730,2
1,6,7,1,0,2,9,257,707,2
2,4,5,0,0,2,9,350,291,2
3,3,4,1,0,2,9,478,666,2
4,7,8,0,1,2,9,252,737,2
5,7,8,1,1,2,9,778,528,2
6,2,3,0,1,2,9,318,281,2
7,0,1,1,1,2,9,699,624,2
8,1,2,1,1,2,9,990,535,2
9,0,1,0,1,2,9,914,801,2
10,3,4,0,1,2,9,286,379,2
11,6,7,0,0,2,9,574,705,2
12,1,2,0,0,2,9,379,419,2
13,5,6,0,0,2,9,299,824,2
14,2,3,1,1,2,9,507,252,2
15,5,6,1,0,2,9,415,664,2
16,4,5,1,0,2,9,312,379,2
1,6,7,1,0,3,9,304,326,2
2,4,5,0,0,3,9,305,483,2
3,3,4,1,0,3,9,637,511,2
4,7,8,0,1,3,9,289,701,2
5,7,8,1,1,3,9,347,266,2
6,2,3,0,1,3,9,414,342,2
7,0,1,1,1,3,9,811,636,2
8,1,2,1,1,3,9,275,666,2
9,0,1,0,1,3,9,388,907,2
10,3,4,0,1,3,9,255,298,2
11,6,7,0,0,3,9,264,328,2
12,1,2,0,0,3,9,378,419,2
13,5,6,0,0,3,9,613,418,2
14,2,3,1,1,3,9,615,278,2
15,5,6,1,0,3,9,273,907,2
16,4,5,1,0,3,9,711,528,2
1,6,7,1,0,4,9,455,278,2
2,4,5,0,0,4,9,600,860,2
3,3,4,1,0,4,9,504,307,2
4,7,8,0,1,4,9,514,367,2
5,7,8,1,1,4,9,293,460,2
6,2,3,0,1,4,9,616,415,2
7,0,1,1,1,4,9,945,488,2
8,1,2,1,1,4,9,302,600,2
9,0,1,0,1,4,9,287,266,2
10,3,4,0,1,4,9,735,251,2
11,6,7,0,0,4,9,398,283,2
12,1,2,0,0,4,9,408,373,2
13,5,6,0,0,4,9,955,954,2
14,2,3,1,1,4,9,376,768,2
15,5,6,1,0,4,9,427,391,2
16,4,5,1,0,4,9,780,250,2
1,6,7,1,0,5,9,388,905,2
2,4,5,0,0,5,9,428,512,2
3,3,4,1,0,5,9,474,315,2
4,7,8,0,1,5,9,804,423,2
5,7,8,1,1,5,9,431,384,2
6,2,3,0,1,5,9,558,349,2
7,0,1,1,1,5,9,685,679,2
8,1,2,1,1,5,9,560,253,2
9,0,1,0,1,5,9,886,750,2
10,3,4,0,1,5,9,348,742,2
11,6,7,0,0,5,9,648,292,2
12,1,2,0,0,5,9,660,374,2
13,5,6,0,0,5,9,445,346,2
14,2,3,1,1,5,9,820,566,2
15,5,6,1,0,5,9,302,526,2
16,4,5,1,0,5,9,423,855,2
