trial_n,rho,condition,task,ITI,ISI,block,ouA,ouB,ouC
3,100,5,3,1039,1283,1,0,0,1
4,100,5,3,917,820,1,1,1,0
5,100,5,3,1464,1288,1,0,0,1
6,100,5,3,786,917,1,1,1,0
7,100,5,3,902,1104,1,0,0,1
8,100,5,3,1459,934,1,0,1,1
9,100,5,3,834,933,1,0,1,1
10,100,5,3,1156,917,1,1,0,0
11,100,5,3,753,767,1,0,0,1
12,100,5,3,1094,1037,1,0,1,1
1,100,0,3,1085,1218,2,0,0,0
2,100,0,3,1017,1123,2,0,0,1
3,100,0,3,956,1093,2,0,1,1
4,100,0,3,784,1333,2,1,1,1
5,100,0,3,936,752,2,0,1,0
6,100,0,3,911,906,2,0,0,1
7,100,0,3,1217,794,2,0,1,1
8,100,0,3,1095,889,2,1,0,1
9,100,0,3,987,813,2,1,0,0
10,100,0,3,1264,1012,2,0,1,1
11,100,0,3,1285,762,2,0,0,1
12,100,0,3,948,984,2,0,1,1
1,100,1,3,897,1076,2,0,0,1
2,100,1,3,1374,974,2,0,1,1
3,100,1,3,819,1223,2,1,1,1
4,100,1,3,1026,831,2,0,1,0
5,100,1,3,1016,1399,2,0,0,1
6,100,1,3,771,1415,2,1,0,1
7,100,1,3,820,931,2,0,1,1
8,100,1,3,1483,825,2,0,1,0
9,100,1,3,1117,780,2,1,1,1
10,100,1,3,1084,1128,2,0,0,1
11,100,1,3,1366,910,2,0,0,1
12,100,1,3,1048,945,2,0,0,0
1,100,2,3,849,1172,2,0,0,1
2,100,2,3,1462,1457,2,0,1,1
3,100,2,3,1043,849,2,0,1,1
4,100,2,3,939,770,2,1,1,0
5,100,2,3,1478,972,2,0,0,1
6,100,2,3,994,802,2,0,0,1
7,100,2,3,1050,1088,2,0,0,0
8,100,2,3,1136,916,2,1,1,1
9,100,2,3,1254,1377,2,0,0,1
10,100,2,3,753,1032,2,0,1,0
11,100,2,3,1235,945,2,0,0,1
12,100,2,3,1181,1223,2,1,1,1
1,100,3,3,1290,1006,2,0,1,1
2,100,3,3,1084,957,2,0,0,1
3,100,3,3,826,896,2,0,1,0
4,100,3,3,947,798,2,1,0,1
5,100,3,3,849,803,2,0,1,0
6,100,3,3,1413,1211,2,0,1,1
7,100,3,3,1025,1100,2,1,0,1
8,100,3,3,1274,1187,2,0,1,1
9,100,3,3,1084,786,2,0,1,0
10,100,3,3,776,845,2,0,0,1
11,100,3,3,1121,1267,2,1,0,1
12,100,3,3,825,866,2,0,0,1
1,100,4,3,1448,823,2,0,0,1
2,100,4,3,1254,807,2,0,1,1
3,100,4,3,1374,791,2,1,0,1
4,100,4,3,897,1297,2,0,0,0
5,100,4,3,776,1392,2,0,0,1
6,100,4,3,1420,900,2,1,1,1
7,100,4,3,1284,1086,2,0,0,1
8,100,4,3,975,1169,2,0,1,0
9,100,4,3,951,1186,2,1,0,0
10,100,4,3,1374,986,2,0,1,1
11,100,4,3,861,1173,2,0,1,1
12,100,4,3,970,912,2,0,1,1
1,100,5,3,836,1381,2,0,0,1
2,100,5,3,944,766,2,0,0,1
3,100,5,3,1023,1021,2,0,1,0
4,100,5,3,1050,788,2,1,0,1
5,100,5,3,997,891,2,0,1,0
6,100,5,3,767,978,2,0,1,1
7,100,5,3,1290,770,2,1,0,1
8,100,5,3,1237,1122,2,0,1,1
9,100,5,3,839,862,2,1,1,0
10,100,5,3,1241,860,2,0,1,1
11,100,5,3,769,1429,2,0,0,1
12,100,5,3,752,1174,2,0,0,1
