trial_n,gen,condition,task,ITI,ISI,block
1,2,1,4,745,333,2
2,0,1,4,390,533,2
3,6,1,4,930,445,2
4,8,1,4,580,761,2
5,8,1,4,790,608,2
6,5,1,4,327,610,2
7,3,1,4,564,254,2
8,1,1,4,656,653,2
9,5,1,4,802,956,2
10,4,1,4,430,268,2
11,2,1,4,353,395,2
12,7,1,4,360,474,2
13,4,1,4,598,332,2
14,1,1,4,250,369,2
15,0,1,4,263,752,2
16,7,1,4,853,963,2
17,6,1,4,875,369,2
18,3,1,4,718,721,2
1,7,2,4,405,418,2
2,0,2,4,309,349,2
3,8,2,4,298,266,2
4,5,2,4,851,286,2
5,4,2,4,308,517,2
6,6,2,4,439,880,2
7,2,2,4,455,621,2
8,3,2,4,300,382,2
9,7,2,4,467,533,2
10,6,2,4,321,815,2
11,0,2,4,332,864,2
12,8,2,4,714,942,2
13,4,2,4,831,577,2
14,5,2,4,599,531,2
15,3,2,4,558,293,2
16,2,2,4,400,434,2
17,1,2,4,504,594,2
18,1,2,4,810,418,2
1,5,3,4,939,649,2
2,8,3,4,379,257,2
3,1,3,4,540,430,2
4,0,3,4,372,398,2
5,4,3,4,735,273,2
6,5,3,4,770,376,2
7,4,3,4,740,938,2
8,0,3,4,291,669,2
9,2,3,4,583,541,2
10,7,3,4,294,315,2
11,6,3,4,978,530,2
12,2,3,4,353,516,2
13,3,3,4,440,614,2
14,7,3,4,462,589,2
15,8,3,4,348,537,2
16,6,3,4,287,965,2
17,1,3,4,670,875,2
18,3,3,4,600,639,2
1,5,4,4,529,474,2
2,4,4,4,832,269,2
3,7,4,4,472,581,2
4,2,4,4,526,461,2
5,5,4,4,359,410,2
6,1,4,4,659,260,2
7,3,4,4,776,344,2
8,8,4,4,328,509,2
9,0,4,4,702,457,2
10,2,4,4,334,984,2
11,4,4,4,997,571,2
12,1,4,4,552,949,2
13,6,4,4,464,321,2
14,6,4,4,763,643,2
15,3,4,4,785,666,2
16,8,4,4,281,299,2
17,0,4,4,837,803,2
18,7,4,4,709,611,2
1,2,5,4,921,712,2
2,4,5,4,531,875,2
3,3,5,4,305,759,2
4,0,5,4,314,323,2
5,2,5,4,607,458,2
6,8,5,4,288,355,2
7,8,5,4,414,420,2
8,6,5,4,1000,454,2
9,5,5,4,341,768,2
10,1,5,4,421,995,2
11,5,5,4,373,446,2
12,0,5,4,432,653,2
13,1,5,4,826,548,2
14,4,5,4,499,711,2
15,6,5,4,758,664,2
16,3,5,4,621,800,2
17,7,5,4,417,902,2
18,7,5,4,793,399,2
