trial_n,gen1,gen2,choice,order,condition,task,ITI,ISI,block
3,3,4,1,0,5,9,901,550,1
4,7,8,0,1,5,9,506,488,1
5,7,8,1,1,5,9,440,259,1
6,2,3,0,1,5,9,703,637,1
7,0,1,1,1,5,9,561,399,1
8,1,2,1,1,5,9,765,621,1
9,0,1,0,1,5,9,656,972,1
10,3,4,0,1,5,9,446,704,1
11,6,7,0,0,5,9,251,558,1
12,1,2,0,0,5,9,976,347,1
13,5,6,0,0,5,9,450,526,1
14,2,3,1,1,5,9,512,724,1
15,5,6,1,0,5,9,459,491,1
16,4,5,1,0,5,9,295,624,1
1,6,7,1,0,0,9,254,321,2
2,4,5,0,0,0,9,659,701,2
3,3,4,1,0,0,9,974,702,2
4,7,8,0,1,0,9,703,658,2
5,7,8,1,1,0,9,326,476,2
6,2,3,0,1,0,9,442,321,2
7,0,1,1,1,0,9,794,592,2
8,1,2,1,1,0,9,547,727,2
9,0,1,0,1,0,9,503,312,2
10,3,4,0,1,0,9,447,940,2
11,6,7,0,0,0,9,265,344,2
12,1,2,0,0,0,9,476,686,2
13,5,6,0,0,0,9,413,685,2
14,2,3,1,1,0,9,803,338,2
15,5,6,1,0,0,9,608,344,2
16,4,5,1,0,0,9,368,283,2
1,6,7,1,0,1,9,542,518,2
2,4,5,0,0,1,9,499,687,2
3,3,4,1,0,1,9,585,683,2
4,7,8,0,1,1,9,303,551,2
5,7,8,1,1,1,9,285,541,2
6,2,3,0,1,1,9,417,341,2
7,0,1,1,1,1,9,395,544,2
8,1,2,1,1,1,9,521,758,2
9,0,1,0,1,1,9,598,285,2
10,3,4,0,1,1,9,433,629,2
11,6,7,0,0,1,9,259,733,2
12,1,2,0,0,1,9,809,449,2
13,5,6,0,0,1,9,285,668,2
14,2,3,1,1,1,9,959,574,2
15,5,6,1,0,1,9,523,570,2
16,4,5,1,0,1,9,930,445,2
1,6,7,1,0,2,9,553,324,2
2,4,5,0,0,2,9,577,280,2
3,3,4,1,0,2,9,559,636,2
4,7,8,0,1,2,9,256,596,2
5,7,8,1,1,2,9,269,730,2
6,2,3,0,1,2,9,311,284,2
7,0,1,1,1,2,9,904,511,2
8,1,2,1,1,2,9,482,529,2
9,0,1,0,1,2,9,633,704,2
10,3,4,0,1,2,9,673,427,2
11,6,7,0,0,2,9,349,592,2
12,1,2,0,0,2,9,362,899,2
13,5,6,0,0,2,9,285,280,2
14,2,3,1,1,2,9,285,477,2
15,5,6,1,0,2,9,340,315,2
16,4,5,1,0,2,9,602,363,2
1,6,7,1,0,3,9,309,317,2
2,4,5,0,0,3,9,604,526,2
3,3,4,1,0,3,9,564,264,2
4,7,8,0,1,3,9,483,251,2
5,7,8,1,1,3,9,710,725,2
6,2,3,0,1,3,9,427,548,2
7,0,1,1,1,3,9,471,628,2
8,1,2,1,1,3,9,255,406,2
9,0,1,0,1,3,9,872,730,2
10,3,4,0,1,3,9,283,295,2
11,6,7,0,0,3,9,447,293,2
12,1,2,0,0,3,9,262,601,2
13,5,6,0,0,3,9,644,408,2
14,2,3,1,1,3,9,379,387,2
15,5,6,1,0,3,9,504,833,2
16,4,5,1,0,3,9,803,438,2
1,6,7,1,0,4,9,569,810,2
2,4,5,0,0,4,9,305,333,2
3,3,4,1,0,4,9,635,332,2
4,7,8,0,1,4,9,696,838,2
5,7,8,1,1,4,9,259,599,2
6,2,3,0,1,4,9,892,957,2
7,0,1,1,1,4,9,347,729,2
8,1,2,1,1,4,9,794,686,2
9,0,1,0,1,4,9,957,656,2
10,3,4,0,1,4,9,877,386,2
11,6,7,0,0,4,9,437,491,2
12,1,2,0,0,4,9,654,742,2
13,5,6,0,0,4,9,397,665,2
14,2,3,1,1,4,9,494,542,2
15,5,6,1,0,4,9,588,735,2
16,4,5,1,0,4,9,930,771,2
1,6,7,1,0,5,9,923,270,2
2,4,5,0,0,5,9,721,833,2
3,3,4,1,0,5,9,685,782,2
4,7,8,0,1,5,9,488,720,2
5,7,8,1,1,5,9,709,299,2
6,2,3,0,1,5,9,391,694,2
7,0,1,1,1,5,9,300,436,2
8,1,2,1,1,5,9,775,375,2
9,0,1,0,1,5,9,698,669,2
10,3,4,0,1,5,9,292,368,2
11,6,7,0,0,5,9,808,766,2
12,1,2,0,0,5,9,993,935,2
13,5,6,0,0,5,9,677,893,2
14,2,3,1,1,5,9,665,303,2
15,5,6,1,0,5,9,524,253,2
16,4,5,1,0,5,9,450,253,2
