trial_n,gen1,gen2,choice,order,condition,task,ITI,ISI,block
14,2,3,1,1,0,9,373,742,2
15,5,6,1,0,0,9,527,677,2
16,4,5,1,0,0,9,418,279,2
1,6,7,1,0,1,9,322,486,2
2,4,5,0,0,1,9,508,557,2
3,3,4,1,0,1,9,504,378,2
4,7,8,0,1,1,9,760,300,2
5,7,8,1,1,1,9,772,586,2
6,2,3,0,1,1,9,558,330,2
7,0,1,1,1,1,9,698,926,2
8,1,2,1,1,1,9,477,322,2
9,0,1,0,1,1,9,413,314,2
10,3,4,0,1,1,9,526,410,2
11,6,7,0,0,1,9,591,902,2
12,1,2,0,0,1,9,418,492,2
13,5,6,0,0,1,9,591,816,2
14,2,3,1,1,1,9,598,295,2
15,5,6,1,0,1,9,643,297,2
16,4,5,1,0,1,9,926,654,2
1,6,7,1,0,2,9,837,462,2
2,4,5,0,0,2,9,315,924,2
3,3,4,1,0,2,9,584,847,2
4,7,8,0,1,2,9,889,419,2
5,7,8,1,1,2,9,756,258,2
6,2,3,0,1,2,9,253,545,2
7,0,1,1,1,2,9,792,270,2
8,1,2,1,1,2,9,475,274,2
9,0,1,0,1,2,9,875,481,2
10,3,4,0,1,2,9,663,375,2
11,6,7,0,0,2,9,514,295,2
12,1,2,0,0,2,9,847,618,2
13,5,6,0,0,2,9,268,822,2
14,2,3,1,1,2,9,326,389,2
15,5,6,1,0,2,9,309,649,2
16,4,5,1,0,2,9,589,783,2
1,6,7,1,0,3,9,441,856,2
2,4,5,0,0,3,9,969,660,2
3,3,4,1,0,3,9,522,828,2
4,7,8,0,1,3,9,584,433,2
5,7,8,1,1,3,9,933,713,2
6,2,3,0,1,3,9,491,912,2
7,0,1,1,1,3,9,517,263,2
8,1,2,1,1,3,9,569,913,2
9,0,1,0,1,3,9,785,357,2
10,3,4,0,1,3,9,829,597,2
11,6,7,0,0,3,9,878,607,2
12,1,2,0,0,3,9,896,319,2
13,5,6,0,0,3,9,531,265,2
14,2,3,1,1,3,9,549,968,2
15,5,6,1,0,3,9,915,337,2
16,4,5,1,0,3,9,725,832,2
1,6,7,1,0,4,9,291,619,2
2,4,5,0,0,4,9,488,384,2
3,3,4,1,0,4,9,935,252,2
4,7,8,0,1,4,9,694,528,2
5,7,8,1,1,4,9,493,693,2
6,2,3,0,1,4,9,581,629,2
7,0,1,1,1,4,9,563,649,2
8,1,2,1,1,4,9,289,476,2
9,0,1,0,1,4,9,657,990,2
10,3,4,0,1,4,9,543,514,2
11,6,7,0,0,4,9,658,897,2
12,1,2,0,0,4,9,335,925,2
13,5,6,0,0,4,9,290,497,2
14,2,3,1,1,4,9,526,671,2
15,5,6,1,0,4,9,326,742,2
16,4,5,1,0,4,9,283,641,2
1,6,7,1,0,5,9,384,794,2
2,4,5,0,0,5,9,310,375,2
3,3,4,1,0,5,9,310,466,2
4,7,8,0,1,5,9,940,563,2
5,7,8,1,1,5,9,442,806,2
6,2,3,0,1,5,9,802,797,2
7,0,1,1,1,5,9,264,803,2
8,1,2,1,1,5,9,726,656,2
9,0,1,0,1,5,9,872,484,2
10,3,4,0,1,5,9,252,686,2
11,6,7,0,0,5,9,264,491,2
12,1,2,0,0,5,9,488,817,2
13,5,6,0,0,5,9,586,536,2
14,2,3,1,1,5,9,596,772,2
15,5,6,1,0,5,9,595,670,2
16,4,5,1,0,5,9,337,648,2
