trial_n,rho,condition,task,ITI,ISI,block,ouA,ouB,ouC
4,100,3,3,1235,980,2,0,0,0
5,100,3,3,1061,1320,2,1,0,1
6,100,3,3,838,1008,2,0,1,1
7,100,3,3,750,857,2,0,0,0
8,100,3,3,1095,855,2,0,0,1
9,100,3,3,948,834,2,1,1,0
10,100,3,3,1088,819,2,0,1,1
11,100,3,3,1451,755,2,0,1,1
12,100,3,3,867,1352,2,0,0,1
1,100,4,3,797,1210,2,0,0,1
2,100,4,3,933,1096,2,0,0,1
3,100,4,3,938,796,2,1,1,1
4,100,4,3,1236,769,2,0,1,0
5,100,4,3,1056,1092,2,0,0,1
6,100,4,3,1040,805,2,1,0,1
7,100,4,3,807,1273,2,0,1,1
8,100,4,3,1188,1196,2,0,1,0
9,100,4,3,1390,899,2,1,0,1
10,100,4,3,921,1108,2,0,1,0
11,100,4,3,762,954,2,0,1,1
12,100,4,3,832,899,2,0,0,1
1,100,5,3,1443,1029,2,1,1,1
2,100,5,3,1007,821,2,0,0,1
3,100,5,3,1336,1044,2,0,1,0
4,100,5,3,884,901,2,0,0,1
5,100,5,3,880,937,2,1,0,1
6,100,5,3,759,1159,2,0,1,0
7,100,5,3,753,1183,2,0,0,1
8,100,5,3,1045,1208,2,0,1,1
9,100,5,3,911,1030,2,1,0,0
10,100,5,3,1321,1186,2,0,0,1
11,100,5,3,1044,1334,2,0,1,1
12,100,5,3,1043,778,2,0,1,1
