trial_n,rho,choice,condition,task,ITI,ISI,block,first
13,156,1,4,2,256,751,2,0
14,168,0,4,2,256,677,2,0
15,53,1,4,2,282,277,2,0
16,96,0,4,2,293,760,2,0
17,56,1,4,2,286,677,2,0
18,149,0,4,2,469,959,2,0
19,85,1,4,2,254,323,2,0
20,45,0,4,2,740,572,2,0
1,108,1,5,2,424,465,2,0
2,64,0,5,2,531,540,2,0
3,92,0,5,2,330,258,2,0
4,86,1,5,2,457,744,2,0
5,161,1,5,2,470,265,2,0
6,68,0,5,2,692,864,2,0
7,94,0,5,2,488,622,2,0
8,139,1,5,2,330,470,2,0
9,142,0,5,2,676,642,2,0
10,36,1,5,2,258,541,2,0
11,76,0,5,2,531,470,2,0
12,85,1,5,2,316,879,2,0
13,166,1,5,2,429,532,2,0
14,140,0,5,2,563,532,2,0
15,132,1,5,2,967,985,2,0
16,84,1,5,2,410,328,2,0
17,95,0,5,2,415,744,2,0
18,153,1,5,2,462,482,2,0
19,170,0,5,2,676,540,2,0
20,84,0,5,2,563,642,2,0
