trial_n,rho,choice,condition,task,ITI,ISI,block,first
18,108,1,3,2,634,639,2,0
19,26,0,3,2,409,339,2,0
20,25,1,3,2,542,312,2,0
1,32,0,4,2,598,473,2,0
2,143,0,4,2,276,385,2,0
3,130,1,4,2,312,371,2,0
4,84,1,4,2,762,900,2,0
5,37,0,4,2,373,475,2,0
6,40,1,4,2,690,473,2,0
7,45,1,4,2,373,750,2,0
8,86,0,4,2,443,473,2,0
9,47,1,4,2,341,557,2,0
10,27,1,4,2,683,617,2,0
11,79,0,4,2,425,753,2,0
12,98,1,4,2,516,479,2,0
13,122,0,4,2,590,328,2,0
14,160,0,4,2,443,571,2,0
15,38,1,4,2,598,473,2,0
16,149,0,4,2,516,254,2,0
17,88,0,4,2,782,836,2,0
18,127,1,4,2,281,753,2,0
19,166,1,4,2,417,571,2,0
20,99,0,4,2,762,397,2,0
1,123,0,5,2,762,262,2,0
2,28,1,5,2,724,440,2,0
3,142,0,5,2,724,971,2,0
4,110,1,5,2,255,863,2,0
5,168,1,5,2,341,429,2,0
6,166,0,5,2,632,262,2,0
7,37,1,5,2,331,486,2,0
8,66,0,5,2,352,474,2,0
9,156,1,5,2,762,556,2,0
10,66,1,5,2,371,429,2,0
11,69,0,5,2,352,440,2,0
12,65,1,5,2,349,437,2,0
13,63,0,5,2,543,424,2,0
14,32,0,5,2,377,757,2,0
15,116,1,5,2,895,971,2,0
16,25,0,5,2,423,302,2,0
17,152,1,5,2,632,429,2,0
18,168,0,5,2,724,429,2,0
19,167,0,5,2,423,474,2,0
20,55,1,5,2,330,276,2,0
