trial_n,gen1,gen2,choice,order,condition,task,ITI,ISI,block
11,6,7,0,0,0,9,542,320,2
12,1,2,0,0,0,9,618,473,2
13,5,6,0,0,0,9,509,627,2
14,2,3,1,1,0,9,584,715,2
15,5,6,1,0,0,9,904,276,2
16,4,5,1,0,0,9,281,749,2
1,6,7,1,0,1,9,286,712,2
2,4,5,0,0,1,9,669,328,2
3,3,4,1,0,1,9,687,561,2
4,7,8,0,1,1,9,543,370,2
5,7,8,1,1,1,9,960,974,2
6,2,3,0,1,1,9,342,318,2
7,0,1,1,1,1,9,855,651,2
8,1,2,1,1,1,9,808,847,2
9,0,1,0,1,1,9,336,624,2
10,3,4,0,1,1,9,364,306,2
11,6,7,0,0,1,9,896,443,2
12,1,2,0,0,1,9,719,341,2
13,5,6,0,0,1,9,607,381,2
14,2,3,1,1,1,9,931,432,2
15,5,6,1,0,1,9,328,402,2
16,4,5,1,0,1,9,289,710,2
1,6,7,1,0,2,9,600,608,2
2,4,5,0,0,2,9,463,500,2
3,3,4,1,0,2,9,500,392,2
4,7,8,0,1,2,9,324,855,2
5,7,8,1,1,2,9,407,848,2
6,2,3,0,1,2,9,682,623,2
7,0,1,1,1,2,9,537,711,2
8,1,2,1,1,2,9,981,442,2
9,0,1,0,1,2,9,412,402,2
10,3,4,0,1,2,9,620,461,2
11,6,7,0,0,2,9,286,637,2
12,1,2,0,0,2,9,931,995,2
13,5,6,0,0,2,9,563,642,2
14,2,3,1,1,2,9,250,348,2
15,5,6,1,0,2,9,437,752,2
16,4,5,1,0,2,9,496,736,2
1,6,7,1,0,3,9,364,591,2
2,4,5,0,0,3,9,411,439,2
3,3,4,1,0,3,9,470,431,2
4,7,8,0,1,3,9,444,684,2
5,7,8,1,1,3,9,305,265,2
6,2,3,0,1,3,9,497,385,2
7,0,1,1,1,3,9,561,456,2
8,1,2,1,1,3,9,790,741,2
9,0,1,0,1,3,9,625,387,2
10,3,4,0,1,3,9,440,331,2
11,6,7,0,0,3,9,808,306,2
12,1,2,0,0,3,9,358,815,2
13,5,6,0,0,3,9,537,576,2
14,2,3,1,1,3,9,844,510,2
15,5,6,1,0,3,9,356,769,2
16,4,5,1,0,3,9,583,595,2
1,6,7,1,0,4,9,816,470,2
2,4,5,0,0,4,9,365,844,2
3,3,4,1,0,4,9,550,345,2
4,7,8,0,1,4,9,827,674,2
5,7,8,1,1,4,9,349,728,2
6,2,3,0,1,4,9,478,781,2
7,0,1,1,1,4,9,276,701,2
8,1,2,1,1,4,9,800,495,2
9,0,1,0,1,4,9,623,605,2
10,3,4,0,1,4,9,598,558,2
11,6,7,0,0,4,9,260,475,2
12,1,2,0,0,4,9,496,481,2
13,5,6,0,0,4,9,567,374,2
14,2,3,1,1,4,9,697,394,2
15,5,6,1,0,4,9,555,984,2
16,4,5,1,0,4,9,994,521,2
1,6,7,1,0,5,9,609,800,2
2,4,5,0,0,5,9,706,972,2
3,3,4,1,0,5,9,864,852,2
4,7,8,0,1,5,9,641,494,2
5,7,8,1,1,5,9,269,448,2
6,2,3,0,1,5,9,746,765,2
7,0,1,1,1,5,9,258,744,2
8,1,2,1,1,5,9,625,765,2
9,0,1,0,1,5,9,330,290,2
10,3,4,0,1,5,9,322,521,2
11,6,7,0,0,5,9,652,720,2
12,1,2,0,0,5,9,692,659,2
13,5,6,0,0,5,9,427,344,2
14,2,3,1,1,5,9,740,531,2
15,5,6,1,0,5,9,947,295,2
16,4,5,1,0,5,9,425,334,2
