trial_n,gen1,gen2,choice,order,condition,task,ITI,ISI,block
8,1,2,1,1,5,9,270,915,1
9,0,1,0,1,5,9,372,880,1
10,3,4,0,1,5,9,561,492,1
11,6,7,0,0,5,9,542,328,1
12,1,2,0,0,5,9,963,424,1
13,5,6,0,0,5,9,397,594,1
14,2,3,1,1,5,9,620,432,1
15,5,6,1,0,5,9,667,699,1
16,4,5,1,0,5,9,798,355,1
1,6,7,1,0,0,9,457,388,2
2,4,5,0,0,0,9,407,693,2
3,3,4,1,0,0,9,701,448,2
4,7,8,0,1,0,9,670,720,2
5,7,8,1,1,0,9,612,335,2
6,2,3,0,1,0,9,561,729,2
7,0,1,1,1,0,9,271,439,2
8,1,2,1,1,0,9,921,358,2
9,0,1,0,1,0,9,719,274,2
10,3,4,0,1,0,9,501,852,2
11,6,7,0,0,0,9,897,691,2
12,1,2,0,0,0,9,530,817,2
13,5,6,0,0,0,9,284,754,2
14,2,3,1,1,0,9,340,330,2
15,5,6,1,0,0,9,255,424,2
16,4,5,1,0,0,9,346,359,2
1,6,7,1,0,1,9,628,915,2
2,4,5,0,0,1,9,373,604,2
3,3,4,1,0,1,9,778,277,2
4,7,8,0,1,1,9,340,408,2
5,7,8,1,1,1,9,420,311,2
6,2,3,0,1,1,9,527,416,2
7,0,1,1,1,1,9,453,733,2
8,1,2,1,1,1,9,888,719,2
9,0,1,0,1,1,9,598,342,2
10,3,4,0,1,1,9,817,787,2
11,6,7,0,0,1,9,331,748,2
12,1,2,0,0,1,9,521,670,2
13,5,6,0,0,1,9,613,357,2
14,2,3,1,1,1,9,662,355,2
15,5,6,1,0,1,9,318,389,2
16,4,5,1,0,1,9,443,505,2
1,6,7,1,0,2,9,399,252,2
2,4,5,0,0,2,9,273,701,2
3,3,4,1,0,2,9,458,521,2
4,7,8,0,1,2,9,953,766,2
5,7,8,1,1,2,9,662,864,2
6,2,3,0,1,2,9,656,486,2
7,0,1,1,1,2,9,668,394,2
8,1,2,1,1,2,9,296,452,2
9,0,1,0,1,2,9,261,457,2
10,3,4,0,1,2,9,262,350,2
11,6,7,0,0,2,9,510,864,2
12,1,2,0,0,2,9,868,909,2
13,5,6,0,0,2,9,608,356,2
14,2,3,1,1,2,9,465,275,2
15,5,6,1,0,2,9,545,362,2
16,4,5,1,0,2,9,880,395,2
1,6,7,1,0,3,9,646,792,2
2,4,5,0,0,3,9,799,446,2
3,3,4,1,0,3,9,493,428,2
4,7,8,0,1,3,9,579,365,2
5,7,8,1,1,3,9,298,593,2
6,2,3,0,1,3,9,394,618,2
7,0,1,1,1,3,9,696,362,2
8,1,2,1,1,3,9,681,352,2
9,0,1,0,1,3,9,319,457,2
10,3,4,0,1,3,9,697,427,2
11,6,7,0,0,3,9,261,845,2
12,1,2,0,0,3,9,281,642,2
13,5,6,0,0,3,9,830,778,2
14,2,3,1,1,3,9,319,339,2
15,5,6,1,0,3,9,399,402,2
16,4,5,1,0,3,9,505,987,2
1,6,7,1,0,4,9,654,298,2
2,4,5,0,0,4,9,901,445,2
3,3,4,1,0,4,9,956,690,2
4,7,8,0,1,4,9,384,429,2
5,7,8,1,1,4,9,281,257,2
6,2,3,0,1,4,9,482,694,2
7,0,1,1,1,4,9,647,367,2
8,1,2,1,1,4,9,354,295,2
9,0,1,0,1,4,9,612,409,2
10,3,4,0,1,4,9,356,441,2
11,6,7,0,0,4,9,345,378,2
12,1,2,0,0,4,9,276,716,2
13,5,6,0,0,4,9,801,907,2
14,2,3,1,1,4,9,726,668,2
15,5,6,1,0,4,9,301,885,2
16,4,5,1,0,4,9,358,312,2
1,6,7,1,0,5,9,648,675,2
2,4,5,0,0,5,9,676,760,2
3,3,4,1,0,5,9,393,826,2
4,7,8,0,1,5,9,486,535,2
5,7,8,1,1,5,9,950,537,2
6,2,3,0,1,5,9,909,293,2
7,0,1,1,1,5,9,675,882,2
8,1,2,1,1,5,9,389,774,2
9,0,1,0,1,5,9,298,513,2
10,3,4,0,1,5,9,542,404,2
11,6,7,0,0,5,9,307,811,2
12,1,2,0,0,5,9,582,543,2
13,5,6,0,0,5,9,482,454,2
14,2,3,1,1,5,9,503,881,2
15,5,6,1,0,5,9,409,404,2
16,4,5,1,0,5,9,389,736,2
