trial_n,gen1,gen2,choice,order,condition,task,ITI,ISI,block
8,1,2,1,1,1,9,302,297,2
9,0,1,0,1,1,9,533,353,2
10,3,4,0,1,1,9,274,549,2
11,6,7,0,0,1,9,441,782,2
12,1,2,0,0,1,9,397,294,2
13,5,6,0,0,1,9,356,317,2
14,2,3,1,1,1,9,870,427,2
15,5,6,1,0,1,9,336,841,2
16,4,5,1,0,1,9,831,346,2
1,6,7,1,0,2,9,698,508,2
2,4,5,0,0,2,9,465,763,2
3,3,4,1,0,2,9,848,669,2
4,7,8,0,1,2,9,275,999,2
5,7,8,1,1,2,9,512,506,2
6,2,3,0,1,2,9,643,313,2
7,0,1,1,1,2,9,458,297,2
8,1,2,1,1,2,9,317,379,2
9,0,1,0,1,2,9,972,573,2
10,3,4,0,1,2,9,588,398,2
11,6,7,0,0,2,9,672,504,2
12,1,2,0,0,2,9,463,652,2
13,5,6,0,0,2,9,632,647,2
14,2,3,1,1,2,9,463,579,2
15,5,6,1,0,2,9,396,796,2
16,4,5,1,0,2,9,305,559,2
1,6,7,1,0,3,9,332,391,2
2,4,5,0,0,3,9,427,379,2
3,3,4,1,0,3,9,355,419,2
4,7,8,0,1,3,9,256,406,2
5,7,8,1,1,3,9,829,494,2
6,2,3,0,1,3,9,471,650,2
7,0,1,1,1,3,9,325,835,2
8,1,2,1,1,3,9,635,313,2
9,0,1,0,1,3,9,437,273,2
10,3,4,0,1,3,9,683,432,2
11,6,7,0,0,3,9,825,824,2
12,1,2,0,0,3,9,454,367,2
13,5,6,0,0,3,9,453,601,2
14,2,3,1,1,3,9,319,293,2
15,5,6,1,0,3,9,659,911,2
16,4,5,1,0,3,9,297,447,2
1,6,7,1,0,4,9,722,272,2
2,4,5,0,0,4,9,532,359,2
3,3,4,1,0,4,9,653,250,2
4,7,8,0,1,4,9,899,831,2
5,7,8,1,1,4,9,714,289,2
6,2,3,0,1,4,9,634,886,2
7,0,1,1,1,4,9,590,297,2
8,1,2,1,1,4,9,479,505,2
9,0,1,0,1,4,9,900,269,2
10,3,4,0,1,4,9,542,639,2
11,6,7,0,0,4,9,631,253,2
12,1,2,0,0,4,9,447,485,2
13,5,6,0,0,4,9,436,708,2
14,2,3,1,1,4,9,472,263,2
15,5,6,1,0,4,9,958,607,2
16,4,5,1,0,4,9,492,503,2
1,6,7,1,0,5,9,286,551,2
2,4,5,0,0,5,9,258,319,2
3,3,4,1,0,5,9,890,601,2
4,7,8,0,1,5,9,464,712,2
5,7,8,1,1,5,9,258,609,2
6,2,3,0,1,5,9,891,517,2
7,0,1,1,1,5,9,635,986,2
8,1,2,1,1,5,9,869,421,2
9,0,1,0,1,5,9,752,334,2
10,3,4,0,1,5,9,575,974,2
11,6,7,0,0,5,9,293,251,2
12,1,2,0,0,5,9,568,338,2
13,5,6,0,0,5,9,475,729,2
14,2,3,1,1,5,9,344,354,2
15,5,6,1,0,5,9,417,941,2
16,4,5,1,0,5,9,570,545,2
