trial_n,gen1,gen2,choice,order,condition,task,ITI,ISI,block
15,5,6,1,0,4,9,672,482,1
16,4,5,1,0,4,9,255,890,1
1,6,7,1,0,5,9,468,378,1
2,4,5,0,0,5,9,346,271,1
3,3,4,1,0,5,9,251,516,1
4,7,8,0,1,5,9,975,437,1
5,7,8,1,1,5,9,981,305,1
6,2,3,0,1,5,9,278,493,1
7,0,1,1,1,5,9,307,918,1
8,1,2,1,1,5,9,304,545,1
9,0,1,0,1,5,9,331,284,1
10,3,4,0,1,5,9,625,363,1
11,6,7,0,0,5,9,302,853,1
12,1,2,0,0,5,9,660,465,1
13,5,6,0,0,5,9,645,268,1
14,2,3,1,1,5,9,280,263,1
15,5,6,1,0,5,9,262,837,1
16,4,5,1,0,5,9,840,555,1
1,6,7,1,0,0,9,749,913,2
2,4,5,0,0,0,9,530,443,2
3,3,4,1,0,0,9,301,462,2
4,7,8,0,1,0,9,494,317,2
5,7,8,1,1,0,9,310,857,2
6,2,3,0,1,0,9,458,511,2
7,0,1,1,1,0,9,439,467,2
8,1,2,1,1,0,9,709,273,2
9,0,1,0,1,0,9,261,556,2
10,3,4,0,1,0,9,416,388,2
11,6,7,0,0,0,9,513,451,2
12,1,2,0,0,0,9,629,326,2
13,5,6,0,0,0,9,488,769,2
14,2,3,1,1,0,9,868,550,2
15,5,6,1,0,0,9,296,531,2
16,4,5,1,0,0,9,646,488,2
1,6,7,1,0,1,9,646,968,2
2,4,5,0,0,1,9,903,726,2
3,3,4,1,0,1,9,445,507,2
4,7,8,0,1,1,9,311,369,2
5,7,8,1,1,1,9,282,453,2
6,2,3,0,1,1,9,273,683,2
7,0,1,1,1,1,9,339,514,2
8,1,2,1,1,1,9,878,695,2
9,0,1,0,1,1,9,343,784,2
10,3,4,0,1,1,9,954,597,2
11,6,7,0,0,1,9,707,546,2
12,1,2,0,0,1,9,411,939,2
13,5,6,0,0,1,9,864,257,2
14,2,3,1,1,1,9,307,439,2
15,5,6,1,0,1,9,551,301,2
16,4,5,1,0,1,9,250,529,2
1,6,7,1,0,2,9,596,441,2
2,4,5,0,0,2,9,848,933,2
3,3,4,1,0,2,9,754,695,2
4,7,8,0,1,2,9,605,432,2
5,7,8,1,1,2,9,447,631,2
6,2,3,0,1,2,9,710,396,2
7,0,1,1,1,2,9,321,845,2
8,1,2,1,1,2,9,807,336,2
9,0,1,0,1,2,9,669,875,2
10,3,4,0,1,2,9,316,369,2
11,6,7,0,0,2,9,669,955,2
12,1,2,0,0,2,9,410,623,2
13,5,6,0,0,2,9,355,841,2
14,2,3,1,1,2,9,658,901,2
15,5,6,1,0,2,9,633,562,2
16,4,5,1,0,2,9,346,503,2
1,6,7,1,0,3,9,747,290,2
2,4,5,0,0,3,9,648,462,2
3,3,4,1,0,3,9,563,637,2
4,7,8,0,1,3,9,306,521,2
5,7,8,1,1,3,9,286,995,2
6,2,3,0,1,3,9,562,275,2
7,0,1,1,1,3,9,276,345,2
8,1,2,1,1,3,9,347,332,2
9,0,1,0,1,3,9,800,924,2
10,3,4,0,1,3,9,358,317,2
11,6,7,0,0,3,9,529,772,2
12,1,2,0,0,3,9,890,339,2
13,5,6,0,0,3,9,448,270,2
14,2,3,1,1,3,9,721,402,2
15,5,6,1,0,3,9,391,351,2
16,4,5,1,0,3,9,921,342,2
1,6,7,1,0,4,9,315,915,2
2,4,5,0,0,4,9,912,365,2
3,3,4,1,0,4,9,626,975,2
4,7,8,0,1,4,9,475,367,2
5,7,8,1,1,4,9,268,811,2
6,2,3,0,1,4,9,348,313,2
7,0,1,1,1,4,9,303,319,2
8,1,2,1,1,4,9,710,505,2
9,0,1,0,1,4,9,821,750,2
10,3,4,0,1,4,9,901,695,2
11,6,7,0,0,4,9,475,430,2
12,1,2,0,0,4,9,778,311,2
13,5,6,0,0,4,9,582,551,2
14,2,3,1,1,4,9,824,732,2
15,5,6,1,0,4,9,436,548,2
16,4,5,1,0,4,9,254,325,2
1,6,7,1,0,5,9,580,710,2
2,4,5,0,0,5,9,354,269,2
3,3,4,1,0,5,9,747,732,2
4,7,8,0,1,5,9,638,457,2
5,7,8,1,1,5,9,455,521,2
6,2,3,0,1,5,9,676,432,2
7,0,1,1,1,5,9,316,348,2
8,1,2,1,1,5,9,526,512,2
9,0,1,0,1,5,9,304,442,2
10,3,4,0,1,5,9,924,705,2
11,6,7,0,0,5,9,669,264,2
12,1,2,0,0,5,9,798,871,2
13,5,6,0,0,5,9,304,849,2
14,2,3,1,1,5,9,548,299,2
15,5,6,1,0,5,9,391,721,2
16,4,5,1,0,5,9,542,297,2
