trial_n,rho,choice,condition,task,ITI,ISI,block,first
3,132,1,3,2,506,796,1,0
4,156,0,3,2,757,796,1,0
5,48,1,3,2,251,264,1,0
6,83,0,3,2,395,251,1,0
7,125,1,3,2,803,280,1,0
8,26,0,3,2,326,898,1,0
9,61,1,3,2,780,341,1,0
10,72,1,3,2,643,426,1,0
11,124,0,3,2,290,280,1,0
12,86,0,3,2,251,426,1,0
13,49,1,3,2,913,425,1,0
14,154,1,3,2,388,796,1,0
15,68,0,3,2,803,253,1,0
16,44,1,3,2,913,264,1,0
17,170,0,3,2,757,990,1,0
18,30,1,3,2,395,570,1,0
19,124,0,3,2,354,898,1,0
20,161,0,3,2,913,316,1,0
1,108,1,4,2,1000,466,1,2
2,27,0,4,2,510,995,1,0
3,116,1,4,2,352,477,1,0
4,106,0,4,2,293,516,1,0
5,143,1,4,2,352,646,1,0
6,78,1,4,2,293,402,1,0
7,55,0,4,2,461,924,1,0
8,48,0,4,2,609,407,1,0
9,96,1,4,2,555,968,1,0
10,174,0,4,2,282,995,1,0
11,64,1,4,2,390,351,1,0
12,46,0,4,2,293,995,1,0
13,43,0,4,2,282,287,1,0
14,93,1,4,2,571,968,1,0
15,112,1,4,2,342,523,1,0
16,95,0,4,2,352,377,1,0
17,77,1,4,2,848,306,1,0
18,65,0,4,2,392,455,1,0
19,144,1,4,2,342,599,1,0
20,142,0,4,2,447,308,1,0
1,25,1,5,2,385,697,1,2
2,121,0,5,2,402,761,1,0
3,159,1,5,2,790,486,1,0
4,86,1,5,2,357,571,1,0
5,29,0,5,2,447,744,1,0
6,87,0,5,2,508,442,1,0
7,107,1,5,2,709,416,1,0
8,148,0,5,2,819,342,1,0
9,143,0,5,2,385,313,1,0
10,46,1,5,2,531,618,1,0
11,52,0,5,2,790,618,1,0
12,104,0,5,2,872,271,1,0
13,110,1,5,2,358,415,1,0
14,108,0,5,2,380,793,1,0
15,46,1,5,2,508,580,1,0
16,69,1,5,2,285,618,1,0
17,51,0,5,2,385,622,1,0
18,53,1,5,2,508,363,1,0
19,38,1,5,2,321,442,1,0
20,122,0,5,2,883,486,1,0
1,38,0,0,2,717,300,2,0
2,73,1,0,2,967,994,2,0
3,119,0,0,2,755,348,2,0
4,81,0,0,2,482,257,2,0
5,31,1,0,2,982,616,2,0
6,59,0,0,2,853,419,2,0
7,135,1,0,2,734,419,2,0
8,126,0,0,2,563,675,2,0
9,26,0,0,2,821,255,2,0
10,43,1,0,2,463,281,2,0
11,136,1,0,2,967,430,2,0
12,161,0,0,2,405,419,2,0
13,48,1,0,2,266,265,2,0
14,59,0,0,2,388,603,2,0
15,106,1,0,2,868,419,2,0
16,56,1,0,2,482,730,2,0
17,105,0,0,2,982,616,2,0
18,54,1,0,2,625,679,2,0
19,146,0,0,2,266,419,2,0
20,173,1,0,2,775,682,2,0
1,109,1,1,2,640,909,2,0
2,124,1,1,2,734,781,2,0
3,58,0,1,2,396,563,2,0
4,106,1,1,2,306,411,2,0
5,37,0,1,2,811,703,2,0
6,115,1,1,2,448,438,2,0
7,141,0,1,2,370,279,2,0
8,164,0,1,2,713,949,2,0
9,154,1,1,2,757,788,2,0
10,138,0,1,2,675,781,2,0
11,129,1,1,2,444,405,2,0
12,99,0,1,2,670,588,2,0
13,145,1,1,2,366,597,2,0
14,143,1,1,2,306,563,2,0
15,141,0,1,2,953,412,2,0
16,122,1,1,2,953,413,2,0
17,36,0,1,2,493,345,2,0
18,86,0,1,2,502,405,2,0
19,111,1,1,2,475,411,2,0
20,107,0,1,2,929,379,2,0
1,30,1,2,2,497,806,2,0
2,103,0,2,2,532,835,2,0
3,171,1,2,2,793,806,2,0
4,164,0,2,2,588,955,2,0
5,167,1,2,2,311,403,2,0
6,71,0,2,2,827,697,2,0
7,148,0,2,2,378,581,2,0
8,98,1,2,2,588,287,2,0
9,129,0,2,2,743,420,2,0
10,96,0,2,2,311,317,2,0
11,56,1,2,2,447,524,2,0
12,111,0,2,2,971,835,2,0
13,59,1,2,2,388,404,2,0
14,56,1,2,2,332,738,2,0
15,170,0,2,2,339,660,2,0
16,32,1,2,2,588,835,2,0
17,92,0,2,2,378,506,2,0
18,40,0,2,2,749,404,2,0
19,51,1,2,2,804,356,2,0
20,44,1,2,2,332,482,2,0
1,39,1,3,2,326,580,2,0
2,150,0,3,2,497,252,2,0
3,158,1,3,2,800,501,2,0
4,146,1,3,2,645,464,2,0
5,52,0,3,2,639,732,2,0
6,135,1,3,2,602,495,2,0
7,101,0,3,2,263,418,2,0
8,161,0,3,2,263,835,2,0
9,65,1,3,2,311,580,2,0
10,38,0,3,2,759,1000,2,0
11,150,0,3,2,324,760,2,0
12,56,1,3,2,377,475,2,0
13,143,1,3,2,772,464,2,0
14,151,0,3,2,263,461,2,0
15,105,1,3,2,293,580,2,0
16,66,0,3,2,678,640,2,0
17,119,1,3,2,591,378,2,0
18,119,0,3,2,721,546,2,0
19,48,1,3,2,806,332,2,0
20,84,0,3,2,293,495,2,0
1,152,0,4,2,262,709,2,0
2,105,1,4,2,397,968,2,0
3,60,1,4,2,577,423,2,0
4,151,0,4,2,988,499,2,0
5,72,1,4,2,644,423,2,0
6,56,0,4,2,368,590,2,0
7,127,0,4,2,380,267,2,0
8,161,1,4,2,472,267,2,0
9,109,0,4,2,368,397,2,0
10,162,1,4,2,472,314,2,0
11,39,1,4,2,526,715,2,0
12,140,0,4,2,577,397,2,0
13,50,0,4,2,643,744,2,0
14,131,1,4,2,643,851,2,0
15,160,0,4,2,413,423,2,0
16,133,1,4,2,519,499,2,0
17,66,0,4,2,293,579,2,0
18,121,0,4,2,293,292,2,0
19,91,1,4,2,643,968,2,0
20,41,1,4,2,908,267,2,0
1,97,0,5,2,384,314,2,0
2,113,1,5,2,989,314,2,0
3,151,1,5,2,430,250,2,0
4,37,0,5,2,299,563,2,0
5,109,0,5,2,521,253,2,0
6,156,1,5,2,742,264,2,0
7,82,1,5,2,299,442,2,0
8,147,0,5,2,951,443,2,0
9,136,0,5,2,271,271,2,0
10,53,1,5,2,320,883,2,0
11,100,0,5,2,363,340,2,0
12,80,1,5,2,521,571,2,0
13,33,1,5,2,271,361,2,0
14,163,0,5,2,299,380,2,0
15,111,1,5,2,683,264,2,0
16,101,0,5,2,379,250,2,0
17,86,1,5,2,951,442,2,0
18,143,0,5,2,691,571,2,0
19,111,0,5,2,951,571,2,0
20,140,1,5,2,951,314,2,0
