trial_n,gen1,gen2,choice,order,condition,task,ITI,ISI,block
7,0,1,1,1,0,9,686,492,2
8,1,2,1,1,0,9,944,368,2
9,0,1,0,1,0,9,507,412,2
10,3,4,0,1,0,9,432,339,2
11,6,7,0,0,0,9,299,271,2
12,1,2,0,0,0,9,691,591,2
13,5,6,0,0,0,9,376,297,2
14,2,3,1,1,0,9,949,339,2
15,5,6,1,0,0,9,299,636,2
16,4,5,1,0,0,9,928,392,2
1,6,7,1,0,1,9,301,832,2
2,4,5,0,0,1,9,758,493,2
3,3,4,1,0,1,9,442,959,2
4,7,8,0,1,1,9,562,660,2
5,7,8,1,1,1,9,692,603,2
6,2,3,0,1,1,9,450,460,2
7,0,1,1,1,1,9,257,317,2
8,1,2,1,1,1,9,288,991,2
9,0,1,0,1,1,9,842,380,2
10,3,4,0,1,1,9,267,545,2
11,6,7,0,0,1,9,295,523,2
12,1,2,0,0,1,9,528,808,2
13,5,6,0,0,1,9,317,397,2
14,2,3,1,1,1,9,847,696,2
15,5,6,1,0,1,9,503,371,2
16,4,5,1,0,1,9,389,447,2
1,6,7,1,0,2,9,581,509,2
2,4,5,0,0,2,9,312,314,2
3,3,4,1,0,2,9,354,823,2
4,7,8,0,1,2,9,306,343,2
5,7,8,1,1,2,9,541,522,2
6,2,3,0,1,2,9,969,782,2
7,0,1,1,1,2,9,906,328,2
8,1,2,1,1,2,9,878,505,2
9,0,1,0,1,2,9,289,525,2
10,3,4,0,1,2,9,547,622,2
11,6,7,0,0,2,9,405,760,2
12,1,2,0,0,2,9,999,264,2
13,5,6,0,0,2,9,318,651,2
14,2,3,1,1,2,9,541,575,2
15,5,6,1,0,2,9,381,457,2
16,4,5,1,0,2,9,649,419,2
1,6,7,1,0,3,9,648,268,2
2,4,5,0,0,3,9,904,966,2
3,3,4,1,0,3,9,787,535,2
4,7,8,0,1,3,9,541,783,2
5,7,8,1,1,3,9,344,419,2
6,2,3,0,1,3,9,975,416,2
7,0,1,1,1,3,9,439,261,2
8,1,2,1,1,3,9,752,534,2
9,0,1,0,1,3,9,607,577,2
10,3,4,0,1,3,9,257,804,2
11,6,7,0,0,3,9,618,748,2
12,1,2,0,0,3,9,557,571,2
13,5,6,0,0,3,9,342,456,2
14,2,3,1,1,3,9,788,283,2
15,5,6,1,0,3,9,377,401,2
16,4,5,1,0,3,9,722,361,2
1,6,7,1,0,4,9,776,345,2
2,4,5,0,0,4,9,594,539,2
3,3,4,1,0,4,9,854,847,2
4,7,8,0,1,4,9,476,295,2
5,7,8,1,1,4,9,570,565,2
6,2,3,0,1,4,9,268,586,2
7,0,1,1,1,4,9,947,301,2
8,1,2,1,1,4,9,692,575,2
9,0,1,0,1,4,9,609,474,2
10,3,4,0,1,4,9,685,324,2
11,6,7,0,0,4,9,852,546,2
12,1,2,0,0,4,9,921,876,2
13,5,6,0,0,4,9,509,258,2
14,2,3,1,1,4,9,340,557,2
15,5,6,1,0,4,9,582,438,2
16,4,5,1,0,4,9,434,593,2
1,6,7,1,0,5,9,406,926,2
2,4,5,0,0,5,9,348,289,2
3,3,4,1,0,5,9,294,314,2
4,7,8,0,1,5,9,426,291,2
5,7,8,1,1,5,9,347,305,2
6,2,3,0,1,5,9,612,412,2
7,0,1,1,1,5,9,758,449,2
8,1,2,1,1,5,9,526,709,2
9,0,1,0,1,5,9,518,908,2
10,3,4,0,1,5,9,690,661,2
11,6,7,0,0,5,9,945,530,2
12,1,2,0,0,5,9,459,258,2
13,5,6,0,0,5,9,881,301,2
14,2,3,1,1,5,9,356,426,2
15,5,6,1,0,5,9,640,891,2
16,4,5,1,0,5,9,438,693,2
