trial_n,rho,condition,task,ITI,ISI,block,ouA,ouB,ouC
3,100,2,3,948,1164,2,0,1,1
4,100,2,3,836,847,2,1,0,0
5,100,2,3,902,1006,2,0,1,1
6,100,2,3,965,1011,2,0,0,1
7,100,2,3,1404,772,2,0,1,0
8,100,2,3,958,895,2,1,1,1
9,100,2,3,791,1496,2,0,1,0
10,100,2,3,1377,843,2,0,0,1
11,100,2,3,965,1344,2,0,0,1
12,100,2,3,1027,831,2,1,0,1
1,100,3,3,802,813,2,0,0,1
2,100,3,3,934,1152,2,1,1,1
3,100,3,3,1326,1129,2,0,0,1
4,100,3,3,967,971,2,0,1,0
5,100,3,3,884,1323,2,0,0,1
6,100,3,3,775,759,2,1,0,1
7,100,3,3,1104,1032,2,0,1,0
8,100,3,3,893,875,2,0,1,1
9,100,3,3,1166,796,2,1,1,0
10,100,3,3,1158,1042,2,0,0,1
11,100,3,3,919,782,2,0,1,1
12,100,3,3,757,1158,2,0,0,1
1,100,4,3,773,1153,2,0,1,1
2,100,4,3,872,776,2,0,1,0
3,100,4,3,758,1231,2,1,0,1
4,100,4,3,802,1094,2,0,1,1
5,100,4,3,1408,1066,2,1,1,1
6,100,4,3,1094,778,2,0,1,0
7,100,4,3,1344,759,2,0,0,1
8,100,4,3,836,1134,2,0,0,1
9,100,4,3,762,1000,2,1,0,1
10,100,4,3,796,825,2,0,1,0
11,100,4,3,771,1331,2,0,0,1
12,100,4,3,877,763,2,0,0,1
1,100,5,3,1143,1498,2,0,1,1
2,100,5,3,782,1291,2,0,0,1
3,100,5,3,945,905,2,0,1,0
4,100,5,3,787,870,2,1,0,1
5,100,5,3,758,787,2,0,0,1
6,100,5,3,788,1116,2,0,1,0
7,100,5,3,846,1415,2,1,1,1
8,100,5,3,1289,1070,2,0,0,1
9,100,5,3,1298,1069,2,0,1,1
10,100,5,3,911,1002,2,1,0,0
11,100,5,3,822,1091,2,0,0,1
12,100,5,3,1131,967,2,0,1,1
