trial_n,gen,condition,task,ITI,ISI,block
3,1,0,4,740,719,2
4,8,0,4,339,465,2
5,7,0,4,589,406,2
6,1,0,4,451,341,2
7,6,0,4,252,385,2
8,7,0,4,962,252,2
9,2,0,4,488,411,2
10,6,0,4,383,738,2
11,5,0,4,595,282,2
12,3,0,4,898,498,2
13,4,0,4,405,279,2
14,8,0,4,306,575,2
15,5,0,4,417,500,2
16,3,0,4,452,310,2
17,0,0,4,267,972,2
18,2,0,4,498,457,2
1,6,1,4,683,549,2
2,7,1,4,440,913,2
3,8,1,4,798,513,2
4,2,1,4,659,583,2
5,3,1,4,375,513,2
6,8,1,4,324,909,2
7,0,1,4,851,271,2
8,5,1,4,445,355,2
9,1,1,4,724,252,2
10,0,1,4,367,477,2
11,1,1,4,548,680,2
12,7,1,4,535,291,2
13,6,1,4,361,337,2
14,3,1,4,966,351,2
15,5,1,4,391,715,2
16,2,1,4,700,320,2
17,4,1,4,727,462,2
18,4,1,4,343,442,2
1,7,2,4,523,911,2
2,3,2,4,488,579,2
3,4,2,4,583,326,2
4,8,2,4,661,350,2
5,5,2,4,301,328,2
6,2,2,4,819,454,2
7,1,2,4,425,523,2
8,6,2,4,324,449,2
9,7,2,4,754,709,2
10,0,2,4,362,564,2
11,0,2,4,550,387,2
12,6,2,4,278,252,2
13,3,2,4,666,737,2
14,5,2,4,668,818,2
15,2,2,4,500,595,2
16,1,2,4,729,338,2
17,8,2,4,253,506,2
18,4,2,4,809,408,2
1,3,3,4,251,798,2
2,7,3,4,361,461,2
3,1,3,4,256,530,2
4,6,3,4,542,328,2
5,1,3,4,452,375,2
6,7,3,4,795,380,2
7,0,3,4,557,927,2
8,8,3,4,902,762,2
9,5,3,4,278,448,2
10,3,3,4,369,496,2
11,0,3,4,304,719,2
12,4,3,4,374,711,2
13,5,3,4,439,445,2
14,8,3,4,287,366,2
15,2,3,4,307,292,2
16,6,3,4,336,441,2
17,4,3,4,257,694,2
18,2,3,4,742,347,2
1,0,4,4,632,585,2
2,2,4,4,833,346,2
3,4,4,4,329,599,2
4,3,4,4,263,464,2
5,3,4,4,643,475,2
6,0,4,4,358,799,2
7,5,4,4,523,295,2
8,6,4,4,651,677,2
9,5,4,4,894,713,2
10,7,4,4,946,547,2
11,8,4,4,486,293,2
12,2,4,4,713,339,2
13,8,4,4,609,468,2
14,1,4,4,419,590,2
15,7,4,4,496,391,2
16,4,4,4,318,605,2
17,1,4,4,410,357,2
18,6,4,4,757,286,2
1,6,5,4,330,301,2
2,5,5,4,443,491,2
3,4,5,4,312,539,2
4,2,5,4,368,841,2
5,3,5,4,633,382,2
6,4,5,4,478,477,2
7,8,5,4,999,470,2
8,5,5,4,991,776,2
9,1,5,4,845,573,2
10,7,5,4,662,370,2
11,1,5,4,893,339,2
12,7,5,4,982,376,2
13,2,5,4,465,490,2
14,0,5,4,253,333,2
15,3,5,4,349,253,2
16,6,5,4,993,754,2
17,0,5,4,257,269,2
18,8,5,4,729,512,2
