trial_n,rho,choice,condition,task,ITI,ISI,block,first
15,41,0,3,2,396,535,2,0
16,119,1,3,2,387,257,2,0
17,94,0,3,2,705,414,2,0
18,84,1,3,2,387,414,2,0
19,108,1,3,2,966,535,2,0
20,25,0,3,2,396,656,2,0
1,59,1,4,2,550,626,2,0
2,43,0,4,2,413,556,2,0
3,92,0,4,2,557,272,2,0
4,52,1,4,2,557,272,2,0
5,114,1,4,2,757,626,2,0
6,135,0,4,2,889,842,2,0
7,74,1,4,2,640,421,2,0
8,58,0,4,2,557,471,2,0
9,91,1,4,2,443,436,2,0
10,50,1,4,2,538,282,2,0
11,33,0,4,2,487,556,2,0
12,123,0,4,2,526,688,2,0
13,172,1,4,2,295,694,2,0
14,145,0,4,2,295,484,2,0
15,137,0,4,2,478,556,2,0
16,153,1,4,2,557,480,2,0
17,43,0,4,2,454,272,2,0
18,161,1,4,2,567,688,2,0
19,144,1,4,2,443,591,2,0
20,123,0,4,2,522,282,2,0
1,95,1,5,2,359,805,2,0
2,37,1,5,2,354,303,2,0
3,48,0,5,2,444,411,2,0
4,143,1,5,2,305,366,2,0
5,90,0,5,2,252,737,2,0
6,65,1,5,2,452,411,2,0
7,74,1,5,2,382,663,2,0
8,157,0,5,2,469,366,2,0
9,119,1,5,2,389,259,2,0
10,77,0,5,2,613,543,2,0
11,78,1,5,2,263,259,2,0
12,145,0,5,2,325,270,2,0
13,111,0,5,2,324,414,2,0
14,148,1,5,2,548,270,2,0
15,34,0,5,2,251,468,2,0
16,92,0,5,2,805,737,2,0
17,165,1,5,2,305,482,2,0
18,61,0,5,2,469,366,2,0
19,147,1,5,2,613,983,2,0
20,138,0,5,2,354,737,2,0
