trial_n,rho,condition,task,ITI,ISI,block,ouA,ouB,ouC
4,100,5,3,931,1105,1,1,0,0
5,100,5,3,1467,772,1,0,0,1
6,100,5,3,1201,865,1,1,1,1
7,100,5,3,1158,1049,1,0,0,0
8,100,5,3,1175,813,1,0,1,1
9,100,5,3,851,772,1,0,0,0
10,100,5,3,1335,1122,1,1,0,1
11,100,5,3,1395,1197,1,0,1,1
12,100,5,3,1313,833,1,0,1,1
1,100,0,3,1003,1128,2,0,1,1
2,100,0,3,909,1234,2,0,1,1
3,100,0,3,1400,1096,2,0,0,1
4,100,0,3,825,962,2,1,1,0
5,100,0,3,1206,1343,2,0,0,1
6,100,0,3,948,1214,2,0,1,0
7,100,0,3,804,1178,2,1,1,1
8,100,0,3,957,1216,2,0,0,1
9,100,0,3,1095,844,2,0,1,1
10,100,0,3,1147,808,2,1,0,0
11,100,0,3,1390,840,2,0,0,1
12,100,0,3,1420,899,2,0,0,1
1,100,1,3,1349,933,2,0,1,1
2,100,1,3,893,757,2,0,0,0
3,100,1,3,961,831,2,1,1,1
4,100,1,3,1132,1203,2,0,0,1
5,100,1,3,772,918,2,0,0,1
6,100,1,3,822,1168,2,0,0,0
7,100,1,3,925,1242,2,1,1,1
8,100,1,3,778,829,2,0,1,1
9,100,1,3,931,794,2,0,0,1
10,100,1,3,1143,1199,2,1,0,0
11,100,1,3,766,1217,2,0,1,1
12,100,1,3,886,877,2,0,1,1
1,100,2,3,950,1057,2,0,1,1
2,100,2,3,944,1402,2,0,0,1
3,100,2,3,835,769,2,0,1,1
4,100,2,3,1191,782,2,1,1,0
5,100,2,3,909,1132,2,0,0,1
6,100,2,3,1026,1018,2,0,1,1
7,100,2,3,1289,890,2,1,0,0
8,100,2,3,1456,1345,2,0,0,1
9,100,2,3,1145,942,2,0,1,1
10,100,2,3,955,1278,2,1,1,1
11,100,2,3,1105,1022,2,0,0,0
12,100,2,3,770,1286,2,0,0,1
1,100,3,3,765,766,2,0,0,0
2,100,3,3,883,1182,2,1,0,1
3,100,3,3,1000,777,2,0,1,1
4,100,3,3,1074,1482,2,0,0,1
5,100,3,3,799,850,2,0,0,0
6,100,3,3,890,1324,2,1,1,1
7,100,3,3,1091,1073,2,0,1,1
8,100,3,3,1080,856,2,0,1,1
9,100,3,3,1406,970,2,0,0,0
10,100,3,3,1082,1073,2,1,1,1
11,100,3,3,1313,1224,2,0,1,1
12,100,3,3,1471,962,2,0,0,1
1,100,4,3,825,824,2,0,1,1
2,100,4,3,783,760,2,0,0,0
3,100,4,3,1085,791,2,1,0,1
4,100,4,3,757,1140,2,0,1,1
5,100,4,3,1161,1466,2,0,1,1
6,100,4,3,985,1058,2,0,0,0
7,100,4,3,791,1082,2,1,1,1
8,100,4,3,783,1311,2,0,0,1
9,100,4,3,1256,836,2,0,0,0
10,100,4,3,1255,1013,2,0,1,1
11,100,4,3,953,785,2,1,0,1
12,100,4,3,1259,769,2,0,1,1
1,100,5,3,778,808,2,1,0,1
2,100,5,3,819,1500,2,0,1,0
3,100,5,3,776,1128,2,0,1,1
4,100,5,3,1317,1173,2,0,0,1
5,100,5,3,1039,977,2,1,1,1
6,100,5,3,862,1012,2,0,0,0
7,100,5,3,869,929,2,0,1,1
8,100,5,3,1388,1019,2,0,1,1
9,100,5,3,772,910,2,1,1,1
10,100,5,3,1079,790,2,0,0,0
11,100,5,3,1197,1130,2,0,0,1
12,100,5,3,899,964,2,0,0,1
