trial_n,gen,condition,task,ITI,ISI,block
9,0,0,4,428,446,2
10,2,0,4,628,631,2
11,3,0,4,685,966,2
12,0,0,4,846,300,2
13,6,0,4,479,642,2
14,7,0,4,636,265,2
15,4,0,4,305,262,2
16,4,0,4,521,942,2
17,1,0,4,476,407,2
18,2,0,4,778,386,2
1,1,1,4,367,469,2
2,1,1,4,539,515,2
3,7,1,4,261,293,2
4,6,1,4,511,414,2
5,3,1,4,436,280,2
6,0,1,4,735,516,2
7,6,1,4,533,291,2
8,4,1,4,711,520,2
9,7,1,4,769,595,2
10,4,1,4,615,806,2
11,0,1,4,403,447,2
12,2,1,4,843,878,2
13,3,1,4,364,986,2
14,5,1,4,752,306,2
15,5,1,4,845,376,2
16,8,1,4,952,394,2
17,2,1,4,786,389,2
18,8,1,4,387,564,2
1,6,2,4,793,531,2
2,5,2,4,309,352,2
3,3,2,4,267,537,2
4,4,2,4,415,626,2
5,7,2,4,300,297,2
6,0,2,4,959,712,2
7,6,2,4,923,288,2
8,3,2,4,749,772,2
9,4,2,4,319,575,2
10,8,2,4,376,805,2
11,7,2,4,352,553,2
12,1,2,4,302,443,2
13,8,2,4,714,549,2
14,2,2,4,291,344,2
15,5,2,4,267,276,2
16,1,2,4,709,620,2
17,2,2,4,790,475,2
18,0,2,4,366,324,2
1,5,3,4,498,766,2
2,5,3,4,905,570,2
3,0,3,4,360,570,2
4,3,3,4,689,715,2
5,1,3,4,607,300,2
6,1,3,4,305,512,2
7,2,3,4,302,285,2
8,0,3,4,633,549,2
9,4,3,4,844,798,2
10,8,3,4,386,772,2
11,3,3,4,359,421,2
12,8,3,4,472,608,2
13,7,3,4,524,803,2
14,6,3,4,317,281,2
15,4,3,4,325,599,2
16,6,3,4,405,352,2
17,7,3,4,464,304,2
18,2,3,4,550,634,2
1,2,4,4,308,431,2
2,0,4,4,817,386,2
3,3,4,4,288,332,2
4,1,4,4,460,668,2
5,5,4,4,441,673,2
6,4,4,4,275,681,2
7,5,4,4,272,295,2
8,1,4,4,786,713,2
9,8,4,4,454,644,2
10,6,4,4,252,253,2
11,8,4,4,305,433,2
12,0,4,4,592,528,2
13,4,4,4,687,798,2
14,2,4,4,355,270,2
15,6,4,4,699,523,2
16,7,4,4,486,374,2
17,3,4,4,340,395,2
18,7,4,4,699,343,2
1,8,5,4,341,815,2
2,3,5,4,905,436,2
3,5,5,4,260,453,2
4,8,5,4,465,330,2
5,6,5,4,296,365,2
6,4,5,4,445,255,2
7,2,5,4,488,352,2
8,1,5,4,369,609,2
9,1,5,4,899,265,2
10,7,5,4,557,291,2
11,4,5,4,531,279,2
12,0,5,4,310,354,2
13,5,5,4,251,288,2
14,0,5,4,656,408,2
15,3,5,4,549,501,2
16,7,5,4,265,908,2
17,6,5,4,775,890,2
18,2,5,4,423,335,2
