trial_n,rho,condition,task,ITI,ISI,block,ouA,ouB,ouC
2,100,4,3,1008,921,1,0,1,0
3,100,4,3,758,983,1,1,0,1
4,100,4,3,1016,857,1,0,1,1
5,100,4,3,1281,1428,1,0,1,0
6,100,4,3,1140,1214,1,1,0,1
7,100,4,3,880,887,1,0,1,1
8,100,4,3,1229,895,1,0,0,1
9,100,4,3,855,1246,1,0,0,0
10,100,4,3,911,760,1,1,0,1
11,100,4,3,776,1395,1,0,1,1
12,100,4,3,1081,757,1,0,1,1
1,100,5,3,855,966,1,0,0,1
2,100,5,3,1137,768,1,0,0,1
3,100,5,3,1296,829,1,1,0,0
4,100,5,3,971,1463,1,0,1,1
5,100,5,3,788,895,1,0,1,1
6,100,5,3,802,1019,1,1,0,1
7,100,5,3,994,1154,1,0,1,0
8,100,5,3,1021,923,1,0,0,1
9,100,5,3,758,1149,1,0,1,1
10,100,5,3,1125,1438,1,1,0,0
11,100,5,3,949,1367,1,0,1,1
12,100,5,3,1011,1159,1,0,1,1
1,100,0,3,1111,998,2,0,1,1
2,100,0,3,1059,952,2,0,1,1
3,100,0,3,1071,1383,2,0,0,1
4,100,0,3,1056,1315,2,1,1,0
5,100,0,3,1266,831,2,0,0,1
6,100,0,3,759,1064,2,0,0,1
7,100,0,3,1137,769,2,0,1,0
8,100,0,3,1350,1022,2,1,0,1
9,100,0,3,920,1102,2,0,0,1
10,100,0,3,926,1165,2,1,1,0
11,100,0,3,966,1052,2,0,1,1
12,100,0,3,1204,1167,2,0,0,1
1,100,1,3,1063,1263,2,0,0,1
2,100,1,3,895,1026,2,0,1,1
3,100,1,3,953,785,2,0,1,1
4,100,1,3,983,947,2,1,1,0
5,100,1,3,1331,1326,2,0,0,1
6,100,1,3,1096,1143,2,1,1,1
7,100,1,3,809,857,2,0,0,0
8,100,1,3,902,1063,2,0,1,1
9,100,1,3,940,870,2,0,1,0
10,100,1,3,949,1319,2,1,0,1
11,100,1,3,1257,1127,2,0,0,1
12,100,1,3,803,1017,2,0,0,1
1,100,2,3,1088,1433,2,0,1,1
2,100,2,3,1016,934,2,0,0,1
3,100,2,3,933,775,2,0,0,1
4,100,2,3,1135,771,2,1,1,0
5,100,2,3,1477,901,2,0,0,1
6,100,2,3,1212,1091,2,0,1,1
7,100,2,3,993,1398,2,0,0,1
8,100,2,3,1245,755,2,1,0,0
9,100,2,3,838,972,2,0,1,0
10,100,2,3,963,801,2,0,1,1
11,100,2,3,1012,823,2,1,1,1
12,100,2,3,1106,1125,2,0,0,1
1,100,3,3,899,1142,2,0,1,1
2,100,3,3,980,1124,2,0,1,1
3,100,3,3,912,888,2,0,0,1
4,100,3,3,757,1496,2,1,1,0
5,100,3,3,888,848,2,0,0,1
6,100,3,3,822,1252,2,0,0,1
7,100,3,3,914,883,2,0,1,1
8,100,3,3,1287,840,2,1,0,0
9,100,3,3,910,1019,2,0,1,1
10,100,3,3,928,949,2,0,0,0
11,100,3,3,1325,1429,2,1,0,1
12,100,3,3,780,1301,2,0,1,1
1,100,4,3,764,1243,2,0,1,1
2,100,4,3,900,850,2,0,1,1
3,100,4,3,1014,1064,2,0,0,1
4,100,4,3,827,884,2,1,1,0
5,100,4,3,811,1121,2,0,0,1
6,100,4,3,1406,1094,2,1,0,0
7,100,4,3,792,1254,2,0,0,1
8,100,4,3,1085,1287,2,0,1,1
9,100,4,3,913,1220,2,0,0,0
10,100,4,3,861,759,2,1,0,1
11,100,4,3,840,814,2,0,1,1
12,100,4,3,786,843,2,0,1,1
1,100,5,3,1091,777,2,0,0,1
2,100,5,3,879,790,2,0,1,0
3,100,5,3,1297,859,2,1,0,1
4,100,5,3,852,920,2,0,1,1
5,100,5,3,1339,845,2,1,0,0
6,100,5,3,855,1496,2,0,0,1
7,100,5,3,985,811,2,0,0,1
8,100,5,3,953,889,2,0,1,1
9,100,5,3,1302,996,2,1,1,0
10,100,5,3,771,1000,2,0,0,1
11,100,5,3,1150,798,2,0,1,1
12,100,5,3,870,1224,2,0,1,1
