trial_n,rho,choice,condition,task,ITI,ISI,block,first
15,92,1,1,2,665,428,2,0
16,73,0,1,2,396,457,2,0
17,167,1,1,2,729,939,2,0
18,154,1,1,2,475,939,2,0
19,161,0,1,2,589,849,2,0
20,174,0,1,2,266,687,2,0
1,150,1,2,2,602,933,2,0
2,165,0,2,2,747,333,2,0
3,43,1,2,2,472,741,2,0
4,135,0,2,2,284,438,2,0
5,60,0,2,2,429,336,2,0
6,171,1,2,2,429,844,2,0
7,162,1,2,2,546,933,2,0
8,68,0,2,2,498,597,2,0
9,162,0,2,2,381,597,2,0
10,38,1,2,2,429,461,2,0
11,110,1,2,2,510,741,2,0
12,53,0,2,2,298,438,2,0
13,85,0,2,2,578,727,2,0
14,167,1,2,2,291,793,2,0
15,157,1,2,2,950,737,2,0
16,43,0,2,2,905,275,2,0
17,92,0,2,2,622,465,2,0
18,123,1,2,2,315,275,2,0
19,86,0,2,2,391,333,2,0
20,35,1,2,2,622,471,2,0
1,67,1,3,2,962,568,2,0
2,54,0,3,2,461,263,2,0
3,87,0,3,2,545,893,2,0
4,144,1,3,2,850,561,2,0
5,167,0,3,2,545,265,2,0
6,149,1,3,2,823,386,2,0
7,130,0,3,2,850,561,2,0
8,156,0,3,2,834,948,2,0
9,116,1,3,2,364,346,2,0
10,65,0,3,2,962,675,2,0
11,63,1,3,2,627,519,2,0
12,75,0,3,2,800,565,2,0
13,155,1,3,2,351,401,2,0
14,31,0,3,2,962,954,2,0
15,90,0,3,2,834,836,2,0
16,41,1,3,2,303,675,2,0
17,114,1,3,2,542,561,2,0
18,120,0,3,2,387,386,2,0
19,127,1,3,2,372,418,2,0
20,53,1,3,2,289,565,2,0
1,124,0,4,2,367,527,2,0
2,75,0,4,2,367,387,2,0
3,37,1,4,2,882,847,2,0
4,125,0,4,2,538,617,2,0
5,54,1,4,2,262,368,2,0
6,77,0,4,2,310,285,2,0
7,80,1,4,2,269,386,2,0
8,100,0,4,2,471,487,2,0
9,118,0,4,2,707,424,2,0
10,89,1,4,2,262,298,2,0
11,84,0,4,2,461,368,2,0
12,63,1,4,2,269,308,2,0
13,106,1,4,2,317,533,2,0
14,105,0,4,2,275,424,2,0
15,67,1,4,2,501,846,2,0
16,142,1,4,2,317,755,2,0
17,149,0,4,2,275,527,2,0
18,83,0,4,2,992,832,2,0
19,40,1,4,2,837,662,2,0
20,99,1,4,2,538,308,2,0
1,149,0,5,2,481,536,2,0
2,169,0,5,2,411,432,2,0
3,164,1,5,2,423,828,2,0
4,118,1,5,2,486,645,2,0
5,141,0,5,2,563,828,2,0
6,136,1,5,2,411,828,2,0
7,103,0,5,2,423,980,2,0
8,135,1,5,2,720,687,2,0
9,157,0,5,2,691,763,2,0
10,84,0,5,2,599,980,2,0
11,96,1,5,2,361,425,2,0
12,167,0,5,2,891,763,2,0
13,77,1,5,2,430,763,2,0
14,133,1,5,2,713,374,2,0
15,77,0,5,2,705,514,2,0
16,170,1,5,2,891,397,2,0
17,111,1,5,2,296,402,2,0
18,102,0,5,2,705,535,2,0
19,98,1,5,2,294,514,2,0
20,113,0,5,2,563,790,2,0
