trial_n,gen,condition,task,ITI,ISI,block
10,3,4,4,312,281,1
11,2,4,4,699,506,1
12,4,4,4,299,657,1
13,1,4,4,256,500,1
14,0,4,4,452,370,1
15,0,4,4,703,569,1
16,6,4,4,627,284,1
17,3,4,4,866,327,1
18,5,4,4,791,479,1
1,1,5,4,285,541,1
2,8,5,4,571,778,1
3,2,5,4,888,623,1
4,1,5,4,339,637,1
5,3,5,4,309,528,1
6,7,5,4,695,335,1
7,4,5,4,400,419,1
8,2,5,4,547,257,1
9,0,5,4,276,382,1
10,7,5,4,346,320,1
11,6,5,4,994,557,1
12,6,5,4,320,506,1
13,5,5,4,453,505,1
14,8,5,4,495,293,1
15,4,5,4,264,532,1
16,5,5,4,371,557,1
17,0,5,4,321,413,1
18,3,5,4,853,821,1
1,3,0,4,627,359,2
2,3,0,4,560,480,2
3,4,0,4,504,622,2
4,0,0,4,310,278,2
5,2,0,4,393,651,2
6,1,0,4,722,349,2
7,5,0,4,456,277,2
8,8,0,4,512,752,2
9,7,0,4,339,378,2
10,7,0,4,428,349,2
11,6,0,4,387,539,2
12,8,0,4,355,654,2
13,0,0,4,488,636,2
14,6,0,4,414,336,2
15,4,0,4,511,362,2
16,2,0,4,475,351,2
17,1,0,4,406,403,2
18,5,0,4,957,666,2
1,0,1,4,426,516,2
2,1,1,4,954,500,2
3,6,1,4,620,450,2
4,2,1,4,820,366,2
5,8,1,4,905,310,2
6,5,1,4,441,394,2
7,0,1,4,455,957,2
8,4,1,4,504,540,2
9,6,1,4,618,708,2
10,5,1,4,822,392,2
11,8,1,4,512,399,2
12,2,1,4,765,822,2
13,7,1,4,730,630,2
14,3,1,4,657,326,2
15,1,1,4,455,332,2
16,3,1,4,604,480,2
17,4,1,4,560,467,2
18,7,1,4,409,529,2
1,3,2,4,612,661,2
2,6,2,4,414,387,2
3,5,2,4,643,310,2
4,7,2,4,566,456,2
5,1,2,4,312,416,2
6,8,2,4,600,803,2
7,2,2,4,391,254,2
8,1,2,4,737,374,2
9,0,2,4,916,550,2
10,4,2,4,616,934,2
11,8,2,4,776,404,2
12,0,2,4,542,570,2
13,7,2,4,462,281,2
14,2,2,4,292,307,2
15,4,2,4,432,375,2
16,5,2,4,417,794,2
17,3,2,4,276,702,2
18,6,2,4,327,409,2
1,5,3,4,470,295,2
2,8,3,4,562,545,2
3,2,3,4,345,520,2
4,3,3,4,881,819,2
5,5,3,4,753,516,2
6,7,3,4,430,413,2
7,2,3,4,507,391,2
8,3,3,4,429,991,2
9,6,3,4,333,609,2
10,0,3,4,729,378,2
11,0,3,4,349,350,2
12,6,3,4,631,485,2
13,1,3,4,619,522,2
14,4,3,4,591,586,2
15,4,3,4,518,328,2
16,1,3,4,357,581,2
17,8,3,4,789,598,2
18,7,3,4,277,570,2
1,2,4,4,720,804,2
2,7,4,4,428,472,2
3,4,4,4,311,254,2
4,6,4,4,587,733,2
5,8,4,4,779,835,2
6,0,4,4,1000,628,2
7,5,4,4,300,544,2
8,1,4,4,351,327,2
9,7,4,4,298,480,2
10,2,4,4,691,933,2
11,5,4,4,960,715,2
12,6,4,4,417,711,2
13,1,4,4,595,872,2
14,4,4,4,627,376,2
15,0,4,4,908,646,2
16,3,4,4,319,767,2
17,8,4,4,731,794,2
18,3,4,4,732,294,2
1,3,5,4,404,475,2
2,4,5,4,548,622,2
3,0,5,4,279,423,2
4,5,5,4,814,591,2
5,2,5,4,531,293,2
6,7,5,4,572,263,2
7,6,5,4,920,973,2
8,8,5,4,598,615,2
9,4,5,4,724,689,2
10,2,5,4,671,442,2
11,1,5,4,306,746,2
12,0,5,4,564,515,2
13,8,5,4,779,471,2
14,7,5,4,349,595,2
15,6,5,4,570,356,2
16,1,5,4,317,689,2
17,3,5,4,355,438,2
18,5,5,4,530,403,2
