trial_n,rho,choice,condition,task,ITI,ISI,block,first
9,163,1,5,2,644,762,1,0
10,28,0,5,2,256,400,1,0
11,106,1,5,2,314,857,1,0
12,77,1,5,2,665,320,1,0
13,66,0,5,2,256,751,1,0
14,170,1,5,2,347,400,1,0
15,161,0,5,2,591,272,1,0
16,148,1,5,2,253,762,1,0
17,95,0,5,2,709,703,1,0
18,162,1,5,2,782,642,1,0
19,145,0,5,2,665,452,1,0
20,109,1,5,2,477,762,1,0
1,139,0,0,2,702,264,2,0
2,39,0,0,2,317,400,2,0
3,115,1,0,2,702,666,2,0
4,86,1,0,2,466,443,2,0
5,97,0,0,2,369,666,2,0
6,69,1,0,2,283,293,2,0
7,27,0,0,2,853,867,2,0
8,160,0,0,2,369,272,2,0
9,107,1,0,2,320,443,2,0
10,138,1,0,2,616,264,2,0
11,76,0,0,2,702,717,2,0
12,73,1,0,2,320,486,2,0
13,140,0,0,2,527,272,2,0
14,115,0,0,2,616,550,2,0
15,167,1,0,2,393,486,2,0
16,142,1,0,2,252,443,2,0
17,111,0,0,2,455,833,2,0
18,163,1,0,2,527,264,2,0
19,69,1,0,2,527,443,2,0
20,130,0,0,2,252,605,2,0
1,164,1,1,2,464,623,2,0
2,173,0,1,2,536,806,2,0
3,106,1,1,2,371,255,2,0
4,29,0,1,2,266,948,2,0
5,130,1,1,2,705,426,2,0
6,81,0,1,2,778,818,2,0
7,159,0,1,2,410,717,2,0
8,113,1,1,2,396,359,2,0
9,102,0,1,2,518,601,2,0
10,161,1,1,2,824,398,2,0
11,36,0,1,2,266,695,2,0
12,61,0,1,2,266,393,2,0
13,102,1,1,2,630,332,2,0
14,50,1,1,2,705,281,2,0
15,145,0,1,2,704,806,2,0
16,84,0,1,2,704,421,2,0
17,139,1,1,2,396,421,2,0
18,99,0,1,2,309,281,2,0
19,143,1,1,2,705,539,2,0
20,154,1,1,2,396,332,2,0
1,100,1,2,2,775,454,2,0
2,160,0,2,2,362,714,2,0
3,131,1,2,2,542,995,2,0
4,67,0,2,2,769,430,2,0
5,61,1,2,2,729,356,2,0
6,110,0,2,2,407,723,2,0
7,120,1,2,2,632,937,2,0
8,88,0,2,2,559,486,2,0
9,150,0,2,2,362,937,2,0
10,92,1,2,2,561,714,2,0
11,123,0,2,2,632,454,2,0
12,82,0,2,2,512,552,2,0
13,138,1,2,2,639,281,2,0
14,164,0,2,2,769,949,2,0
15,118,1,2,2,817,552,2,0
16,126,0,2,2,474,530,2,0
17,147,1,2,2,252,937,2,0
18,32,0,2,2,256,802,2,0
19,35,1,2,2,563,279,2,0
20,130,1,2,2,611,615,2,0
1,74,1,3,2,626,678,2,0
2,145,1,3,2,379,291,2,0
3,145,0,3,2,626,268,2,0
4,111,0,3,2,259,440,2,0
5,44,1,3,2,447,488,2,0
6,146,0,3,2,636,291,2,0
7,68,1,3,2,320,291,2,0
8,151,0,3,2,337,533,2,0
9,155,0,3,2,720,916,2,0
10,101,1,3,2,508,301,2,0
11,141,0,3,2,320,728,2,0
12,172,1,3,2,332,467,2,0
13,115,1,3,2,312,564,2,0
14,98,0,3,2,490,291,2,0
15,150,0,3,2,398,638,2,0
16,110,1,3,2,511,422,2,0
17,103,1,3,2,720,916,2,0
18,167,0,3,2,409,951,2,0
19,161,1,3,2,881,638,2,0
20,136,0,3,2,432,659,2,0
1,72,1,4,2,521,356,2,0
2,43,0,4,2,399,427,2,0
3,155,0,4,2,791,502,2,0
4,164,1,4,2,772,589,2,0
5,171,0,4,2,521,917,2,0
6,31,0,4,2,521,711,2,0
7,33,1,4,2,549,788,2,0
8,158,1,4,2,791,670,2,0
9,101,0,4,2,498,418,2,0
10,62,0,4,2,507,293,2,0
11,107,1,4,2,412,647,2,0
12,32,1,4,2,599,589,2,0
13,102,0,4,2,549,448,2,0
14,30,0,4,2,451,753,2,0
15,158,1,4,2,370,390,2,0
16,72,0,4,2,521,788,2,0
17,36,1,4,2,549,418,2,0
18,148,0,4,2,451,696,2,0
19,105,1,4,2,507,294,2,0
20,65,1,4,2,894,742,2,0
1,154,0,5,2,750,599,2,0
2,65,1,5,2,822,260,2,0
3,100,1,5,2,893,256,2,0
4,79,0,5,2,310,406,2,0
5,66,1,5,2,822,505,2,0
6,109,0,5,2,453,510,2,0
7,66,1,5,2,644,272,2,0
8,90,1,5,2,564,858,2,0
9,78,0,5,2,388,872,2,0
10,159,1,5,2,388,521,2,0
11,140,1,5,2,262,371,2,0
12,67,0,5,2,582,560,2,0
13,164,1,5,2,388,570,2,0
14,118,0,5,2,564,800,2,0
15,120,0,5,2,863,505,2,0
16,145,1,5,2,564,504,2,0
17,56,0,5,2,810,262,2,0
18,154,0,5,2,533,560,2,0
19,155,1,5,2,395,284,2,0
20,162,0,5,2,377,872,2,0
