trial_n,rho,condition,task,ITI,ISI,block,ouA,ouB,ouC
10,100,4,3,764,937,2,1,0,1
11,100,4,3,759,1251,2,0,1,1
12,100,4,3,1004,993,2,0,1,1
1,100,5,3,1350,1318,2,0,1,1
2,100,5,3,867,1109,2,0,0,1
3,100,5,3,817,874,2,0,1,0
4,100,5,3,1005,876,2,1,1,1
5,100,5,3,772,930,2,0,1,1
6,100,5,3,1372,793,2,0,0,1
7,100,5,3,1095,1340,2,0,0,0
8,100,5,3,885,1392,2,1,0,1
9,100,5,3,1114,993,2,0,1,0
10,100,5,3,825,1500,2,0,0,1
11,100,5,3,838,984,2,1,0,1
12,100,5,3,1312,804,2,0,1,1
