trial_n,gen,condition,task,ITI,ISI,block
7,6,4,4,464,294,2
8,7,4,4,581,277,2
9,2,4,4,867,477,2
10,0,4,4,382,555,2
11,1,4,4,620,680,2
12,5,4,4,487,421,2
13,0,4,4,383,387,2
14,7,4,4,364,656,2
15,5,4,4,474,421,2
16,3,4,4,552,589,2
17,3,4,4,403,783,2
18,8,4,4,366,283,2
1,6,5,4,458,803,2
2,5,5,4,376,295,2
3,7,5,4,460,516,2
4,0,5,4,574,551,2
5,3,5,4,317,536,2
6,0,5,4,476,842,2
7,3,5,4,285,302,2
8,2,5,4,652,345,2
9,4,5,4,498,920,2
10,8,5,4,592,515,2
11,5,5,4,571,729,2
12,7,5,4,810,761,2
13,8,5,4,764,378,2
14,4,5,4,753,441,2
15,6,5,4,615,316,2
16,1,5,4,870,855,2
17,1,5,4,696,544,2
18,2,5,4,304,320,2
