trial_n,gen,condition,task,ITI,ISI,block
10,4,2,4,339,868,2
11,8,2,4,529,593,2
12,3,2,4,496,289,2
13,2,2,4,745,593,2
14,4,2,4,522,278,2
15,7,2,4,555,545,2
16,6,2,4,596,457,2
17,5,2,4,260,782,2
18,6,2,4,790,951,2
1,6,3,4,340,272,2
2,2,3,4,743,275,2
3,0,3,4,677,268,2
4,3,3,4,831,510,2
5,1,3,4,550,493,2
6,5,3,4,818,385,2
7,3,3,4,318,711,2
8,5,3,4,458,475,2
9,7,3,4,661,791,2
10,4,3,4,908,747,2
11,2,3,4,421,593,2
12,1,3,4,509,451,2
13,8,3,4,367,366,2
14,7,3,4,493,577,2
15,0,3,4,356,345,2
16,6,3,4,954,265,2
17,8,3,4,798,457,2
18,4,3,4,615,437,2
1,8,4,4,273,631,2
2,2,4,4,357,421,2
3,2,4,4,254,487,2
4,4,4,4,572,473,2
5,1,4,4,809,615,2
6,0,4,4,909,331,2
7,7,4,4,511,554,2
8,6,4,4,568,749,2
9,0,4,4,300,320,2
10,6,4,4,673,389,2
11,8,4,4,474,926,2
12,7,4,4,339,331,2
13,1,4,4,789,404,2
14,3,4,4,422,421,2
15,3,4,4,429,397,2
16,5,4,4,525,583,2
17,4,4,4,663,335,2
18,5,4,4,252,493,2
1,6,5,4,425,438,2
2,1,5,4,893,273,2
3,5,5,4,896,362,2
4,4,5,4,305,720,2
5,6,5,4,278,620,2
6,8,5,4,297,613,2
7,7,5,4,256,582,2
8,1,5,4,915,274,2
9,0,5,4,260,845,2
10,3,5,4,718,718,2
11,2,5,4,254,451,2
12,0,5,4,411,467,2
13,7,5,4,482,388,2
14,2,5,4,700,889,2
15,8,5,4,669,568,2
16,5,5,4,720,542,2
17,4,5,4,650,587,2
18,3,5,4,283,315,2
