trial_n,gen,condition,task,ITI,ISI,block
13,0,4,4,555,459,1
14,0,4,4,357,313,1
15,6,4,4,287,455,1
16,8,4,4,826,905,1
17,4,4,4,863,270,1
18,5,4,4,503,497,1
1,3,5,4,303,603,1
2,7,5,4,727,893,1
3,6,5,4,867,819,1
4,8,5,4,281,523,1
5,2,5,4,251,381,1
6,5,5,4,295,514,1
7,1,5,4,567,320,1
8,4,5,4,295,529,1
9,6,5,4,585,717,1
10,3,5,4,426,607,1
11,0,5,4,374,719,1
12,1,5,4,984,927,1
13,0,5,4,882,458,1
14,8,5,4,746,416,1
15,2,5,4,660,795,1
16,4,5,4,282,879,1
17,5,5,4,563,283,1
18,7,5,4,978,419,1
1,6,0,4,581,787,2
2,5,0,4,325,631,2
3,1,0,4,575,542,2
4,2,0,4,505,985,2
5,7,0,4,463,268,2
6,3,0,4,369,530,2
7,8,0,4,281,519,2
8,5,0,4,426,501,2
9,8,0,4,847,602,2
10,4,0,4,448,263,2
11,0,0,4,589,267,2
12,6,0,4,292,799,2
13,1,0,4,549,288,2
14,4,0,4,875,368,2
15,3,0,4,539,296,2
16,7,0,4,288,403,2
17,0,0,4,275,963,2
18,2,0,4,519,701,2
1,4,1,4,663,964,2
2,3,1,4,405,827,2
3,5,1,4,293,798,2
4,5,1,4,890,462,2
5,4,1,4,502,959,2
6,8,1,4,543,358,2
7,1,1,4,259,519,2
8,2,1,4,576,300,2
9,7,1,4,338,934,2
10,6,1,4,525,658,2
11,6,1,4,363,321,2
12,2,1,4,340,404,2
13,1,1,4,488,374,2
14,0,1,4,418,546,2
15,0,1,4,666,277,2
16,8,1,4,314,323,2
17,7,1,4,867,451,2
18,3,1,4,417,304,2
1,2,2,4,495,789,2
2,5,2,4,686,844,2
3,1,2,4,402,684,2
4,8,2,4,544,855,2
5,3,2,4,476,377,2
6,7,2,4,370,655,2
7,8,2,4,822,678,2
8,5,2,4,303,855,2
9,3,2,4,628,460,2
10,4,2,4,435,618,2
11,7,2,4,404,263,2
12,4,2,4,267,303,2
13,0,2,4,595,422,2
14,2,2,4,566,719,2
15,1,2,4,690,265,2
16,6,2,4,278,627,2
17,0,2,4,420,334,2
18,6,2,4,501,486,2
1,0,3,4,944,389,2
2,7,3,4,302,534,2
3,5,3,4,513,406,2
4,1,3,4,638,293,2
5,6,3,4,950,605,2
6,2,3,4,285,874,2
7,6,3,4,314,292,2
8,7,3,4,350,786,2
9,8,3,4,303,783,2
10,8,3,4,716,255,2
11,3,3,4,506,422,2
12,5,3,4,370,371,2
13,0,3,4,659,641,2
14,1,3,4,400,497,2
15,2,3,4,894,987,2
16,3,3,4,655,390,2
17,4,3,4,622,574,2
18,4,3,4,651,320,2
1,0,4,4,916,387,2
2,1,4,4,829,276,2
3,8,4,4,504,522,2
4,1,4,4,365,632,2
5,4,4,4,823,433,2
6,7,4,4,510,456,2
7,4,4,4,867,374,2
8,6,4,4,771,922,2
9,5,4,4,438,985,2
10,6,4,4,619,419,2
11,3,4,4,533,446,2
12,2,4,4,303,442,2
13,7,4,4,814,533,2
14,0,4,4,507,425,2
15,3,4,4,435,894,2
16,8,4,4,692,465,2
17,2,4,4,503,501,2
18,5,4,4,743,596,2
1,8,5,4,366,406,2
2,4,5,4,678,709,2
3,0,5,4,660,793,2
4,2,5,4,773,344,2
5,3,5,4,667,394,2
6,7,5,4,545,685,2
7,5,5,4,416,391,2
8,8,5,4,260,316,2
9,2,5,4,317,488,2
10,5,5,4,262,688,2
11,6,5,4,256,601,2
12,1,5,4,417,745,2
13,0,5,4,633,529,2
14,3,5,4,274,270,2
15,7,5,4,337,261,2
16,1,5,4,991,961,2
17,4,5,4,496,290,2
18,6,5,4,539,528,2
