trial_n,rho,condition,task,ITI,ISI,block,ouA,ouB,ouC
9,100,0,3,1178,1055,2,1,1,1
10,100,0,3,754,1128,2,0,1,1
11,100,0,3,1027,1009,2,0,0,0
12,100,0,3,853,1315,2,0,1,1
1,100,1,3,813,1058,2,0,0,1
2,100,1,3,879,878,2,0,1,0
3,100,1,3,1072,1345,2,1,0,1
4,100,1,3,1211,877,2,0,0,1
5,100,1,3,1314,960,2,0,1,1
6,100,1,3,1197,830,2,0,1,0
7,100,1,3,1409,1134,2,1,0,1
8,100,1,3,828,1186,2,0,1,1
9,100,1,3,1303,927,2,0,0,1
10,100,1,3,921,761,2,1,1,0
11,100,1,3,837,1044,2,0,1,1
12,100,1,3,886,957,2,0,0,1
1,100,2,3,819,1282,2,1,0,0
2,100,2,3,769,948,2,0,1,1
3,100,2,3,753,1262,2,0,0,1
4,100,2,3,1345,828,2,0,1,1
5,100,2,3,787,1127,2,1,0,0
6,100,2,3,1323,862,2,0,1,1
7,100,2,3,888,754,2,0,1,1
8,100,2,3,758,1300,2,0,0,1
9,100,2,3,889,798,2,1,0,0
10,100,2,3,844,885,2,0,1,1
11,100,2,3,1147,992,2,0,0,1
12,100,2,3,1238,843,2,0,1,1
1,100,3,3,946,939,2,0,1,1
2,100,3,3,984,1066,2,0,0,1
3,100,3,3,992,791,2,0,1,1
4,100,3,3,1116,1127,2,1,0,0
5,100,3,3,1174,1147,2,0,0,1
6,100,3,3,1214,1091,2,0,1,1
7,100,3,3,1185,784,2,0,1,0
8,100,3,3,831,1222,2,1,0,1
9,100,3,3,1254,827,2,0,1,1
10,100,3,3,1186,1266,2,0,0,1
11,100,3,3,838,898,2,0,1,0
12,100,3,3,1039,766,2,1,0,1
1,100,4,3,1188,1423,2,0,0,1
2,100,4,3,1019,1214,2,0,0,0
3,100,4,3,865,1455,2,0,0,1
4,100,4,3,1066,1104,2,1,1,1
5,100,4,3,956,1084,2,0,0,1
6,100,4,3,1248,1054,2,0,1,0
7,100,4,3,1000,806,2,0,1,1
8,100,4,3,831,1372,2,1,0,1
9,100,4,3,928,1226,2,0,1,1
10,100,4,3,808,937,2,0,1,0
11,100,4,3,1422,949,2,1,0,1
12,100,4,3,888,1455,2,0,1,1
1,100,5,3,1271,853,2,0,0,1
2,100,5,3,1182,757,2,0,1,0
3,100,5,3,997,774,2,0,0,1
4,100,5,3,810,755,2,1,1,1
5,100,5,3,901,799,2,0,0,1
6,100,5,3,779,1014,2,0,1,0
7,100,5,3,1308,784,2,0,0,1
8,100,5,3,843,853,2,1,0,1
9,100,5,3,780,1044,2,1,1,0
10,100,5,3,811,1415,2,0,1,1
11,100,5,3,872,1457,2,0,1,1
12,100,5,3,1162,1021,2,0,0,1
