trial_n,rho,choice,condition,task,ITI,ISI,block,first
2,166,0,5,2,357,427,1,0
3,41,1,5,2,595,259,1,0
4,62,0,5,2,252,791,1,0
5,86,0,5,2,678,620,1,0
6,31,1,5,2,252,306,1,0
7,72,1,5,2,785,571,1,0
8,56,0,5,2,936,517,1,0
9,91,0,5,2,821,781,1,0
10,162,1,5,2,294,517,1,0
11,116,0,5,2,682,416,1,0
12,127,1,5,2,821,560,1,0
13,66,1,5,2,642,564,1,0
14,57,0,5,2,382,259,1,0
15,84,1,5,2,416,453,1,0
16,141,0,5,2,785,808,1,0
17,74,1,5,2,287,372,1,0
18,82,0,5,2,595,306,1,0
19,161,1,5,2,275,269,1,0
20,73,0,5,2,294,906,1,0
1,36,0,0,2,272,449,2,0
2,69,1,0,2,280,895,2,0
3,160,0,0,2,787,558,2,0
4,111,1,0,2,689,565,2,0
5,89,0,0,2,274,356,2,0
6,140,1,0,2,637,465,2,0
7,61,1,0,2,331,496,2,0
8,37,0,0,2,509,320,2,0
9,67,1,0,2,349,465,2,0
10,110,0,0,2,312,515,2,0
11,147,0,0,2,331,565,2,0
12,137,1,0,2,915,694,2,0
13,64,0,0,2,915,356,2,0
14,62,1,0,2,333,497,2,0
15,86,1,0,2,280,723,2,0
16,128,0,0,2,689,701,2,0
17,101,1,0,2,787,585,2,0
18,146,0,0,2,331,593,2,0
19,169,1,0,2,346,506,2,0
20,116,0,0,2,423,419,2,0
1,89,1,1,2,646,657,2,0
2,92,0,1,2,340,657,2,0
3,88,0,1,2,620,620,2,0
4,38,1,1,2,301,620,2,0
5,168,0,1,2,605,448,2,0
6,131,0,1,2,877,951,2,0
7,169,1,1,2,301,388,2,0
8,138,0,1,2,911,667,2,0
9,107,1,1,2,726,914,2,0
10,154,1,1,2,287,800,2,0
11,149,0,1,2,340,492,2,0
12,89,0,1,2,877,252,2,0
13,84,1,1,2,646,492,2,0
14,79,1,1,2,301,806,2,0
15,40,0,1,2,640,800,2,0
16,28,1,1,2,301,388,2,0
17,115,0,1,2,827,642,2,0
18,123,1,1,2,726,405,2,0
19,127,1,1,2,297,545,2,0
20,92,0,1,2,518,422,2,0
1,84,1,2,2,352,576,2,0
2,50,0,2,2,645,903,2,0
3,75,1,2,2,381,903,2,0
4,166,0,2,2,326,715,2,0
5,134,1,2,2,326,481,2,0
6,125,0,2,2,754,310,2,0
7,122,0,2,2,352,586,2,0
8,89,1,2,2,587,576,2,0
9,62,1,2,2,270,903,2,0
10,67,0,2,2,311,903,2,0
11,139,1,2,2,328,595,2,0
12,65,1,2,2,257,349,2,0
13,166,0,2,2,352,541,2,0
14,163,1,2,2,581,333,2,0
15,65,0,2,2,270,288,2,0
16,25,0,2,2,627,580,2,0
17,173,1,2,2,754,903,2,0
18,121,0,2,2,722,705,2,0
19,66,0,2,2,455,333,2,0
20,36,1,2,2,627,349,2,0
1,130,1,3,2,290,465,2,0
2,166,0,3,2,329,508,2,0
3,133,0,3,2,284,312,2,0
4,138,1,3,2,427,669,2,0
5,127,0,3,2,723,508,2,0
6,88,1,3,2,371,341,2,0
7,37,0,3,2,499,505,2,0
8,78,1,3,2,371,267,2,0
9,88,1,3,2,975,441,2,0
10,98,0,3,2,723,441,2,0
11,145,1,3,2,280,661,2,0
12,62,0,3,2,371,262,2,0
13,136,0,3,2,351,276,2,0
14,47,1,3,2,587,505,2,0
15,29,1,3,2,427,267,2,0
16,123,0,3,2,347,477,2,0
17,78,0,3,2,723,869,2,0
18,160,1,3,2,398,266,2,0
19,27,1,3,2,587,505,2,0
20,152,0,3,2,427,267,2,0
1,57,1,4,2,492,937,2,0
2,104,0,4,2,384,511,2,0
3,170,0,4,2,303,479,2,0
4,33,1,4,2,470,656,2,0
5,129,0,4,2,409,411,2,0
6,134,1,4,2,318,408,2,0
7,70,0,4,2,336,911,2,0
8,78,1,4,2,409,511,2,0
9,87,0,4,2,387,352,2,0
10,88,1,4,2,763,256,2,0
11,88,0,4,2,799,810,2,0
12,119,1,4,2,470,456,2,0
13,72,1,4,2,277,935,2,0
14,173,0,4,2,676,674,2,0
15,110,1,4,2,442,804,2,0
16,59,0,4,2,442,369,2,0
17,122,0,4,2,799,911,2,0
18,106,1,4,2,282,786,2,0
19,28,1,4,2,676,674,2,0
20,108,0,4,2,409,251,2,0
1,83,0,5,2,883,467,2,0
2,117,1,5,2,566,758,2,0
3,105,1,5,2,257,380,2,0
4,157,0,5,2,672,962,2,0
5,39,1,5,2,257,390,2,0
6,109,1,5,2,688,267,2,0
7,112,0,5,2,951,558,2,0
8,135,1,5,2,688,758,2,0
9,111,0,5,2,252,479,2,0
10,56,1,5,2,951,588,2,0
11,73,0,5,2,266,479,2,0
12,126,1,5,2,672,400,2,0
13,127,1,5,2,566,401,2,0
14,142,0,5,2,653,421,2,0
15,65,1,5,2,298,673,2,0
16,147,0,5,2,532,413,2,0
17,82,0,5,2,309,870,2,0
18,140,1,5,2,817,390,2,0
19,65,0,5,2,397,825,2,0
20,125,0,5,2,444,342,2,0
