trial_n,gen,condition,task,ITI,ISI,block
2,0,4,4,463,704,2
3,4,4,4,420,495,2
4,2,4,4,468,925,2
5,8,4,4,881,534,2
6,7,4,4,996,383,2
7,1,4,4,434,974,2
8,5,4,4,672,505,2
9,7,4,4,498,644,2
10,0,4,4,367,913,2
11,2,4,4,683,668,2
12,1,4,4,347,628,2
13,3,4,4,506,254,2
14,6,4,4,251,431,2
15,3,4,4,952,863,2
16,5,4,4,251,364,2
17,6,4,4,420,867,2
18,8,4,4,309,920,2
1,5,5,4,431,697,2
2,2,5,4,338,846,2
3,5,5,4,531,340,2
4,8,5,4,691,275,2
5,0,5,4,267,432,2
6,6,5,4,283,421,2
7,6,5,4,656,882,2
8,0,5,4,696,469,2
9,3,5,4,303,585,2
10,8,5,4,829,419,2
11,4,5,4,410,850,2
12,3,5,4,347,414,2
13,1,5,4,448,647,2
14,7,5,4,334,814,2
15,7,5,4,500,770,2
16,1,5,4,314,816,2
17,4,5,4,793,287,2
18,2,5,4,570,650,2
