trial_n,rho,condition,task,ITI,ISI,block,ouA,ouB,ouC
1,100,4,3,1221,752,1,0,1,1
2,100,4,3,823,1313,1,0,0,1
3,100,4,3,1291,887,1,1,0,0
4,100,4,3,840,984,1,0,0,1
5,100,4,3,1149,788,1,0,1,1
6,100,4,3,820,1005,1,0,1,0
7,100,4,3,840,971,1,1,0,1
8,100,4,3,1093,1261,1,0,0,1
9,100,4,3,1021,1012,1,1,1,0
10,100,4,3,1023,811,1,0,1,1
11,100,4,3,771,1425,1,0,1,1
12,100,4,3,1017,994,1,0,0,1
1,100,5,3,893,1355,1,1,1,1
2,100,5,3,793,914,1,0,1,1
3,100,5,3,838,798,1,0,1,0
4,100,5,3,1338,854,1,0,0,1
5,100,5,3,773,938,1,1,0,1
6,100,5,3,1395,920,1,0,0,0
7,100,5,3,786,1471,1,0,1,1
8,100,5,3,766,922,1,0,1,1
9,100,5,3,947,851,1,1,0,0
10,100,5,3,867,1359,1,0,1,1
11,100,5,3,1041,1114,1,0,0,1
12,100,5,3,786,1245,1,0,0,1
1,100,0,3,880,1033,2,0,1,1
2,100,0,3,792,1191,2,0,0,1
3,100,0,3,772,973,2,0,0,0
4,100,0,3,1433,1200,2,1,0,1
5,100,0,3,857,1486,2,0,1,1
6,100,0,3,853,1042,2,0,0,0
7,100,0,3,1174,843,2,1,1,1
8,100,0,3,1257,1219,2,0,1,1
9,100,0,3,1200,782,2,1,1,0
10,100,0,3,853,1290,2,0,0,1
11,100,0,3,932,1145,2,0,1,1
12,100,0,3,1025,1094,2,0,0,1
1,100,1,3,1027,1032,2,0,0,1
2,100,1,3,1258,1359,2,1,1,1
3,100,1,3,869,1167,2,0,1,1
4,100,1,3,1129,901,2,0,0,0
5,100,1,3,809,969,2,1,0,1
6,100,1,3,904,770,2,0,1,1
7,100,1,3,769,834,2,0,1,0
8,100,1,3,1043,819,2,0,0,1
9,100,1,3,1185,941,2,1,0,1
10,100,1,3,1089,1336,2,0,1,1
11,100,1,3,1105,1216,2,0,1,0
12,100,1,3,1364,799,2,0,0,1
1,100,2,3,883,885,2,0,0,1
2,100,2,3,1361,1450,2,0,1,1
3,100,2,3,934,761,2,0,0,1
4,100,2,3,1394,1245,2,1,1,0
5,100,2,3,785,849,2,0,0,1
6,100,2,3,1297,845,2,0,0,1
7,100,2,3,1425,1247,2,1,1,0
8,100,2,3,805,1016,2,0,1,1
9,100,2,3,1296,1285,2,1,1,1
10,100,2,3,759,1020,2,0,0,1
11,100,2,3,1275,1135,2,0,1,0
12,100,2,3,758,1436,2,0,0,1
1,100,3,3,1336,1070,2,0,0,1
2,100,3,3,982,907,2,0,1,1
3,100,3,3,1332,767,2,0,1,0
4,100,3,3,767,776,2,1,0,1
5,100,3,3,1062,1032,2,0,0,1
6,100,3,3,1194,890,2,0,1,0
7,100,3,3,969,1422,2,1,1,1
8,100,3,3,1078,826,2,0,0,1
9,100,3,3,899,1278,2,0,1,1
10,100,3,3,1342,889,2,0,1,0
11,100,3,3,1496,793,2,1,0,1
12,100,3,3,803,1326,2,0,0,1
1,100,4,3,1053,1146,2,0,1,1
2,100,4,3,1410,1464,2,0,0,0
3,100,4,3,1206,1015,2,0,1,1
4,100,4,3,907,833,2,1,0,1
5,100,4,3,1469,806,2,0,0,1
6,100,4,3,823,826,2,0,1,0
7,100,4,3,971,1063,2,0,0,1
8,100,4,3,1475,1034,2,1,1,1
9,100,4,3,1133,796,2,0,1,0
10,100,4,3,1336,913,2,0,0,1
11,100,4,3,1072,1182,2,0,1,1
12,100,4,3,1114,1314,2,1,0,1
1,100,5,3,929,889,2,0,1,1
2,100,5,3,845,996,2,0,0,1
3,100,5,3,835,901,2,1,0,0
4,100,5,3,762,1293,2,0,1,1
5,100,5,3,925,794,2,0,1,1
6,100,5,3,1042,913,2,0,0,0
7,100,5,3,825,1061,2,1,0,1
8,100,5,3,1309,883,2,0,1,1
9,100,5,3,798,1030,2,1,1,0
10,100,5,3,864,1134,2,0,0,1
11,100,5,3,1163,1253,2,0,1,1
12,100,5,3,1199,803,2,0,0,1
