trial_n,gen,condition,task,ITI,ISI,block
3,6,4,4,443,808,1
4,2,4,4,573,954,1
5,1,4,4,967,309,1
6,8,4,4,308,845,1
7,0,4,4,252,810,1
8,5,4,4,286,328,1
9,4,4,4,355,787,1
10,2,4,4,920,433,1
11,0,4,4,963,505,1
12,1,4,4,541,787,1
13,6,4,4,905,592,1
14,8,4,4,329,282,1
15,5,4,4,853,674,1
16,7,4,4,567,501,1
17,7,4,4,434,614,1
18,4,4,4,569,914,1
1,8,5,4,350,412,1
2,3,5,4,398,859,1
3,5,5,4,288,621,1
4,1,5,4,767,608,1
5,5,5,4,253,420,1
6,7,5,4,376,516,1
7,1,5,4,661,398,1
8,7,5,4,569,483,1
9,2,5,4,439,422,1
10,2,5,4,933,387,1
11,8,5,4,613,304,1
12,4,5,4,415,517,1
13,6,5,4,479,653,1
14,4,5,4,891,486,1
15,0,5,4,280,501,1
16,0,5,4,745,449,1
17,6,5,4,398,345,1
18,3,5,4,413,526,1
1,4,0,4,918,997,2
2,2,0,4,397,993,2
3,6,0,4,598,775,2
4,3,0,4,282,542,2
5,7,0,4,925,813,2
6,5,0,4,290,574,2
7,3,0,4,366,498,2
8,2,0,4,785,364,2
9,1,0,4,271,305,2
10,0,0,4,387,301,2
11,5,0,4,701,403,2
12,8,0,4,387,303,2
13,4,0,4,254,576,2
14,8,0,4,572,446,2
15,0,0,4,491,290,2
16,7,0,4,280,853,2
17,6,0,4,277,437,2
18,1,0,4,484,546,2
1,7,1,4,438,392,2
2,8,1,4,300,648,2
3,1,1,4,612,666,2
4,7,1,4,329,801,2
5,3,1,4,264,697,2
6,4,1,4,340,302,2
7,3,1,4,370,547,2
8,2,1,4,277,444,2
9,5,1,4,521,448,2
10,8,1,4,385,994,2
11,5,1,4,304,531,2
12,6,1,4,313,325,2
13,2,1,4,285,302,2
14,4,1,4,600,475,2
15,1,1,4,513,264,2
16,6,1,4,365,371,2
17,0,1,4,495,627,2
18,0,1,4,773,300,2
1,1,2,4,272,724,2
2,4,2,4,575,569,2
3,2,2,4,281,313,2
4,3,2,4,471,505,2
5,1,2,4,500,259,2
6,5,2,4,830,749,2
7,8,2,4,770,685,2
8,3,2,4,324,310,2
9,7,2,4,391,303,2
10,6,2,4,597,970,2
11,0,2,4,834,473,2
12,6,2,4,501,491,2
13,5,2,4,507,308,2
14,7,2,4,712,768,2
15,8,2,4,303,653,2
16,4,2,4,567,282,2
17,0,2,4,502,819,2
18,2,2,4,529,293,2
1,4,3,4,288,321,2
2,5,3,4,810,365,2
3,8,3,4,480,969,2
4,0,3,4,476,786,2
5,3,3,4,354,320,2
6,0,3,4,867,400,2
7,7,3,4,297,382,2
8,6,3,4,265,369,2
9,2,3,4,505,366,2
10,2,3,4,626,571,2
11,1,3,4,453,408,2
12,8,3,4,609,583,2
13,1,3,4,306,462,2
14,3,3,4,579,391,2
15,5,3,4,880,305,2
16,4,3,4,938,586,2
17,6,3,4,772,931,2
18,7,3,4,342,311,2
1,4,4,4,751,867,2
2,1,4,4,778,335,2
3,3,4,4,543,756,2
4,4,4,4,438,501,2
5,7,4,4,992,742,2
6,5,4,4,337,379,2
7,8,4,4,381,384,2
8,6,4,4,501,375,2
9,1,4,4,466,528,2
10,0,4,4,431,386,2
11,8,4,4,366,273,2
12,6,4,4,342,317,2
13,0,4,4,707,782,2
14,3,4,4,273,473,2
15,5,4,4,425,290,2
16,2,4,4,386,424,2
17,2,4,4,293,827,2
18,7,4,4,318,603,2
1,3,5,4,355,542,2
2,4,5,4,815,524,2
3,2,5,4,500,342,2
4,0,5,4,741,801,2
5,3,5,4,759,561,2
6,1,5,4,559,665,2
7,5,5,4,500,262,2
8,6,5,4,583,296,2
9,2,5,4,875,267,2
10,7,5,4,258,773,2
11,7,5,4,332,593,2
12,6,5,4,352,403,2
13,1,5,4,550,546,2
14,8,5,4,516,551,2
15,4,5,4,701,298,2
16,5,5,4,401,528,2
17,8,5,4,905,850,2
18,0,5,4,874,373,2
