trial_n,rho,choice,condition,task,ITI,ISI,block,first
4,158,0,3,2,888,289,1,0
5,27,1,3,2,460,550,1,0
6,46,1,3,2,988,272,1,0
7,65,0,3,2,579,459,1,0
8,68,0,3,2,516,425,1,0
9,52,1,3,2,600,342,1,0
10,38,0,3,2,388,550,1,0
11,94,1,3,2,670,289,1,0
12,173,0,3,2,400,972,1,0
13,33,0,3,2,462,960,1,0
14,83,1,3,2,671,289,1,0
15,121,0,3,2,427,289,1,0
16,26,1,3,2,570,572,1,0
17,165,0,3,2,460,601,1,0
18,96,1,3,2,418,289,1,0
19,154,1,3,2,388,813,1,0
20,130,0,3,2,338,489,1,0
1,32,1,4,2,335,651,1,2
2,160,0,4,2,262,657,1,0
3,152,0,4,2,438,536,1,0
4,144,1,4,2,514,867,1,0
5,158,1,4,2,814,384,1,0
6,99,0,4,2,887,879,1,0
7,148,1,4,2,267,867,1,0
8,76,0,4,2,734,282,1,0
9,25,0,4,2,428,536,1,0
10,45,1,4,2,651,795,1,0
11,152,0,4,2,294,662,1,0
12,68,0,4,2,256,650,1,0
13,26,1,4,2,256,879,1,0
14,44,1,4,2,881,255,1,0
15,101,0,4,2,428,846,1,0
16,72,0,4,2,514,651,1,0
17,126,1,4,2,514,328,1,0
18,60,1,4,2,335,430,1,0
19,117,0,4,2,334,449,1,0
20,153,1,4,2,428,651,1,0
1,56,0,5,2,833,523,1,0
2,85,1,5,2,531,797,1,2
3,40,0,5,2,774,931,1,0
4,173,1,5,2,430,928,1,0
5,32,0,5,2,688,508,1,0
6,147,1,5,2,644,317,1,0
7,39,0,5,2,390,535,1,0
8,59,1,5,2,830,774,1,0
9,125,1,5,2,830,639,1,0
10,57,0,5,2,860,338,1,0
11,61,1,5,2,560,438,1,0
12,140,1,5,2,833,747,1,0
13,50,0,5,2,285,847,1,0
14,46,0,5,2,833,898,1,0
15,68,1,5,2,516,342,1,0
16,123,1,5,2,287,370,1,0
17,172,0,5,2,500,538,1,0
18,117,1,5,2,594,342,1,0
19,38,0,5,2,275,523,1,0
20,42,0,5,2,285,535,1,0
1,117,1,0,2,359,271,2,0
2,82,1,0,2,664,290,2,0
3,38,0,0,2,373,312,2,0
4,120,1,0,2,474,271,2,0
5,94,0,0,2,285,453,2,0
6,85,0,0,2,359,712,2,0
7,96,1,0,2,846,473,2,0
8,35,0,0,2,381,845,2,0
9,165,0,0,2,634,798,2,0
10,135,1,0,2,338,273,2,0
11,65,1,0,2,846,473,2,0
12,91,0,0,2,408,539,2,0
13,41,1,0,2,408,453,2,0
14,70,0,0,2,527,492,2,0
15,53,0,0,2,408,556,2,0
16,56,1,0,2,298,334,2,0
17,82,1,0,2,829,659,2,0
18,62,0,0,2,348,259,2,0
19,45,0,0,2,298,845,2,0
20,40,1,0,2,474,453,2,0
1,37,0,1,2,719,731,2,0
2,160,1,1,2,365,387,2,0
3,146,1,1,2,727,561,2,0
4,55,0,1,2,259,387,2,0
5,81,0,1,2,630,940,2,0
6,69,1,1,2,458,260,2,0
7,108,1,1,2,439,984,2,0
8,41,0,1,2,770,315,2,0
9,73,0,1,2,904,459,2,0
10,43,1,1,2,617,321,2,0
11,110,0,1,2,603,396,2,0
12,96,1,1,2,727,490,2,0
13,137,0,1,2,524,561,2,0
14,63,1,1,2,603,984,2,0
15,39,0,1,2,770,490,2,0
16,34,1,1,2,463,674,2,0
17,51,0,1,2,564,561,2,0
18,57,1,1,2,974,315,2,0
19,40,0,1,2,564,940,2,0
20,154,1,1,2,463,490,2,0
1,133,0,2,2,360,935,2,0
2,139,1,2,2,436,269,2,0
3,143,0,2,2,593,283,2,0
4,156,1,2,2,661,419,2,0
5,129,0,2,2,745,718,2,0
6,63,1,2,2,362,392,2,0
7,147,0,2,2,251,596,2,0
8,144,0,2,2,447,269,2,0
9,108,1,2,2,329,624,2,0
10,60,0,2,2,394,624,2,0
11,35,0,2,2,284,449,2,0
12,94,1,2,2,593,441,2,0
13,153,1,2,2,811,489,2,0
14,92,0,2,2,661,382,2,0
15,173,1,2,2,511,269,2,0
16,27,0,2,2,377,382,2,0
17,47,1,2,2,746,489,2,0
18,139,1,2,2,489,590,2,0
19,143,0,2,2,841,935,2,0
20,54,1,2,2,362,869,2,0
1,59,0,3,2,399,399,2,0
2,131,0,3,2,477,439,2,0
3,164,1,3,2,855,330,2,0
4,28,0,3,2,469,329,2,0
5,105,0,3,2,368,725,2,0
6,79,1,3,2,477,399,2,0
7,114,0,3,2,353,288,2,0
8,80,1,3,2,583,443,2,0
9,152,1,3,2,399,433,2,0
10,109,0,3,2,342,278,2,0
11,67,1,3,2,279,886,2,0
12,75,1,3,2,441,439,2,0
13,167,0,3,2,441,787,2,0
14,66,1,3,2,342,367,2,0
15,80,1,3,2,311,650,2,0
16,36,0,3,2,542,433,2,0
17,145,1,3,2,311,399,2,0
18,163,0,3,2,469,765,2,0
19,27,1,3,2,542,951,2,0
20,54,0,3,2,273,886,2,0
1,158,1,4,2,269,511,2,0
2,114,0,4,2,332,897,2,0
3,152,1,4,2,365,267,2,0
4,162,1,4,2,682,360,2,0
5,32,0,4,2,682,703,2,0
6,63,1,4,2,611,280,2,0
7,124,0,4,2,357,675,2,0
8,43,0,4,2,913,437,2,0
9,134,1,4,2,261,703,2,0
10,131,0,4,2,598,925,2,0
11,159,1,4,2,598,945,2,0
12,108,0,4,2,329,873,2,0
13,136,1,4,2,611,627,2,0
14,32,1,4,2,904,897,2,0
15,73,0,4,2,611,604,2,0
16,148,1,4,2,759,601,2,0
17,36,0,4,2,913,604,2,0
18,72,0,4,2,541,884,2,0
19,132,1,4,2,359,328,2,0
20,51,0,4,2,359,523,2,0
1,143,0,5,2,429,968,2,0
2,39,0,5,2,469,442,2,0
3,173,1,5,2,991,604,2,0
4,171,0,5,2,335,936,2,0
5,40,1,5,2,377,696,2,0
6,171,0,5,2,317,807,2,0
7,87,1,5,2,568,593,2,0
8,42,1,5,2,624,604,2,0
9,97,0,5,2,861,663,2,0
10,105,1,5,2,392,423,2,0
11,44,0,5,2,377,442,2,0
12,34,1,5,2,640,401,2,0
13,120,0,5,2,437,412,2,0
14,87,1,5,2,568,313,2,0
15,161,1,5,2,335,313,2,0
16,154,0,5,2,600,968,2,0
17,55,0,5,2,264,313,2,0
18,171,1,5,2,742,251,2,0
19,71,0,5,2,397,593,2,0
20,81,1,5,2,991,251,2,0
