trial_n,gen,condition,task,ITI,ISI,block
5,0,4,4,334,294,2
6,5,4,4,519,480,2
7,4,4,4,359,514,2
8,4,4,4,546,263,2
9,8,4,4,264,552,2
10,0,4,4,374,267,2
11,3,4,4,443,545,2
12,2,4,4,524,966,2
13,3,4,4,504,796,2
14,1,4,4,276,302,2
15,6,4,4,440,586,2
16,8,4,4,781,587,2
17,1,4,4,974,567,2
18,5,4,4,634,754,2
1,8,5,4,561,990,2
2,8,5,4,250,530,2
3,7,5,4,254,314,2
4,2,5,4,601,499,2
5,5,5,4,469,847,2
6,0,5,4,920,354,2
7,1,5,4,268,514,2
8,4,5,4,339,742,2
9,6,5,4,657,616,2
10,2,5,4,257,930,2
11,6,5,4,514,384,2
12,3,5,4,830,467,2
13,3,5,4,401,335,2
14,5,5,4,654,510,2
15,7,5,4,671,835,2
16,1,5,4,583,312,2
17,4,5,4,351,308,2
18,0,5,4,591,972,2
