trial_n,gen,condition,task,ITI,ISI,block
15,0,4,4,683,471,1
16,2,4,4,620,434,1
17,5,4,4,607,636,1
18,8,4,4,255,695,1
1,0,5,4,732,999,1
2,5,5,4,484,975,1
3,3,5,4,709,527,1
4,5,5,4,411,495,1
5,7,5,4,284,316,1
6,8,5,4,785,410,1
7,2,5,4,480,401,1
8,7,5,4,546,748,1
9,3,5,4,268,828,1
10,0,5,4,823,319,1
11,1,5,4,494,376,1
12,2,5,4,270,253,1
13,1,5,4,559,638,1
14,6,5,4,383,507,1
15,6,5,4,484,875,1
16,4,5,4,727,766,1
17,8,5,4,310,606,1
18,4,5,4,427,275,1
1,4,0,4,327,944,2
2,8,0,4,258,340,2
3,5,0,4,376,302,2
4,4,0,4,260,546,2
5,1,0,4,267,857,2
6,6,0,4,668,849,2
7,7,0,4,437,729,2
8,8,0,4,275,551,2
9,0,0,4,961,383,2
10,1,0,4,909,776,2
11,3,0,4,358,273,2
12,2,0,4,305,502,2
13,5,0,4,274,361,2
14,7,0,4,288,383,2
15,3,0,4,375,535,2
16,6,0,4,647,605,2
17,0,0,4,726,290,2
18,2,0,4,467,284,2
1,6,1,4,361,637,2
2,0,1,4,979,389,2
3,3,1,4,256,402,2
4,5,1,4,647,829,2
5,4,1,4,426,825,2
6,4,1,4,456,641,2
7,6,1,4,347,531,2
8,2,1,4,927,377,2
9,1,1,4,389,478,2
10,8,1,4,499,580,2
11,7,1,4,387,478,2
12,0,1,4,554,285,2
13,2,1,4,608,554,2
14,8,1,4,304,532,2
15,3,1,4,327,717,2
16,7,1,4,810,792,2
17,5,1,4,818,375,2
18,1,1,4,341,731,2
1,5,2,4,821,271,2
2,2,2,4,889,482,2
3,0,2,4,835,887,2
4,4,2,4,909,983,2
5,1,2,4,361,988,2
6,8,2,4,757,257,2
7,3,2,4,435,425,2
8,8,2,4,282,283,2
9,2,2,4,371,794,2
10,7,2,4,789,527,2
11,1,2,4,635,327,2
12,6,2,4,889,262,2
13,3,2,4,687,972,2
14,7,2,4,578,308,2
15,6,2,4,726,494,2
16,4,2,4,270,253,2
17,5,2,4,718,307,2
18,0,2,4,443,880,2
1,0,3,4,949,341,2
2,3,3,4,483,264,2
3,5,3,4,666,957,2
4,2,3,4,833,584,2
5,5,3,4,497,429,2
6,3,3,4,810,270,2
7,2,3,4,436,422,2
8,4,3,4,439,503,2
9,4,3,4,454,295,2
10,1,3,4,594,493,2
11,7,3,4,716,820,2
12,8,3,4,568,445,2
13,7,3,4,387,587,2
14,6,3,4,363,736,2
15,8,3,4,986,280,2
16,6,3,4,428,298,2
17,1,3,4,931,787,2
18,0,3,4,811,262,2
1,3,4,4,681,291,2
2,7,4,4,736,490,2
3,4,4,4,446,429,2
4,0,4,4,385,929,2
5,0,4,4,510,302,2
6,1,4,4,375,743,2
7,1,4,4,748,312,2
8,2,4,4,623,455,2
9,5,4,4,261,868,2
10,6,4,4,572,841,2
11,8,4,4,918,679,2
12,6,4,4,516,527,2
13,8,4,4,441,864,2
14,7,4,4,500,432,2
15,2,4,4,713,352,2
16,3,4,4,259,312,2
17,5,4,4,402,884,2
18,4,4,4,423,558,2
1,6,5,4,848,729,2
2,6,5,4,828,521,2
3,5,5,4,563,372,2
4,0,5,4,275,412,2
5,1,5,4,606,822,2
6,4,5,4,526,567,2
7,2,5,4,932,402,2
8,8,5,4,466,257,2
9,3,5,4,966,908,2
10,1,5,4,407,274,2
11,0,5,4,303,836,2
12,5,5,4,564,381,2
13,4,5,4,398,473,2
14,2,5,4,501,653,2
15,8,5,4,587,340,2
16,7,5,4,422,345,2
17,7,5,4,452,387,2
18,3,5,4,716,850,2
