trial_n,rho,choice,condition,task,ITI,ISI,block,first
7,168,1,0,2,361,669,2,0
8,165,1,0,2,845,365,2,0
9,138,0,0,2,695,339,2,0
10,98,1,0,2,850,653,2,0
11,168,0,0,2,273,592,2,0
12,30,1,0,2,668,475,2,0
13,74,0,0,2,437,834,2,0
14,41,1,0,2,596,254,2,0
15,146,0,0,2,350,988,2,0
16,35,0,0,2,787,573,2,0
17,122,1,0,2,271,427,2,0
18,166,0,0,2,668,744,2,0
19,130,1,0,2,783,424,2,0
20,108,1,0,2,678,279,2,0
1,107,1,1,2,801,352,2,0
2,31,0,1,2,569,930,2,0
3,143,0,1,2,430,366,2,0
4,64,1,1,2,299,629,2,0
5,170,0,1,2,299,353,2,0
6,41,0,1,2,307,888,2,0
7,39,1,1,2,612,643,2,0
8,90,1,1,2,668,484,2,0
9,103,0,1,2,319,458,2,0
10,134,1,1,2,430,555,2,0
11,54,0,1,2,307,859,2,0
12,86,1,1,2,801,930,2,0
13,155,0,1,2,253,505,2,0
14,52,1,1,2,678,418,2,0
15,92,1,1,2,319,494,2,0
16,140,0,1,2,263,800,2,0
17,173,0,1,2,430,297,2,0
18,135,1,1,2,793,458,2,0
19,163,0,1,2,253,436,2,0
20,115,1,1,2,569,484,2,0
1,132,1,2,2,742,530,2,0
2,58,0,2,2,677,828,2,0
3,163,1,2,2,677,658,2,0
4,40,1,2,2,297,508,2,0
5,116,0,2,2,677,258,2,0
6,91,0,2,2,779,438,2,0
7,115,1,2,2,268,542,2,0
8,153,1,2,2,292,670,2,0
9,27,0,2,2,441,465,2,0
10,118,1,2,2,349,670,2,0
11,172,0,2,2,279,396,2,0
12,151,1,2,2,730,354,2,0
13,62,0,2,2,433,258,2,0
14,75,0,2,2,444,436,2,0
15,121,1,2,2,487,828,2,0
16,125,0,2,2,458,321,2,0
17,110,0,2,2,441,548,2,0
18,58,1,2,2,656,901,2,0
19,113,0,2,2,487,258,2,0
20,133,1,2,2,730,591,2,0
1,72,0,3,2,300,297,2,0
2,45,1,3,2,676,444,2,0
3,40,0,3,2,863,772,2,0
4,44,1,3,2,468,485,2,0
5,161,1,3,2,702,599,2,0
6,135,0,3,2,676,349,2,0
7,106,1,3,2,288,751,2,0
8,140,0,3,2,702,444,2,0
9,98,1,3,2,730,296,2,0
10,61,1,3,2,340,772,2,0
11,25,0,3,2,440,547,2,0
12,129,1,3,2,269,349,2,0
13,75,0,3,2,715,689,2,0
14,169,0,3,2,687,296,2,0
15,106,1,3,2,687,296,2,0
16,129,1,3,2,730,887,2,0
17,95,0,3,2,435,395,2,0
18,28,0,3,2,273,254,2,0
19,60,1,3,2,940,547,2,0
20,84,0,3,2,340,502,2,0
1,159,1,4,2,704,397,2,0
2,36,0,4,2,452,477,2,0
3,48,0,4,2,758,736,2,0
4,137,1,4,2,988,736,2,0
5,138,1,4,2,380,850,2,0
6,69,0,4,2,340,477,2,0
7,162,0,4,2,345,516,2,0
8,128,1,4,2,638,381,2,0
9,167,0,4,2,340,392,2,0
10,108,1,4,2,312,594,2,0
11,133,1,4,2,334,346,2,0
12,54,0,4,2,884,553,2,0
13,25,1,4,2,452,544,2,0
14,112,0,4,2,268,672,2,0
15,146,1,4,2,380,889,2,0
16,114,0,4,2,653,589,2,0
17,67,1,4,2,653,468,2,0
18,32,0,4,2,452,589,2,0
19,94,0,4,2,559,553,2,0
20,59,1,4,2,512,282,2,0
1,39,1,5,2,451,292,2,0
2,90,0,5,2,288,396,2,0
3,160,0,5,2,624,322,2,0
4,77,1,5,2,554,396,2,0
5,115,1,5,2,951,697,2,0
6,140,0,5,2,951,588,2,0
7,98,1,5,2,624,683,2,0
8,30,0,5,2,951,518,2,0
9,138,1,5,2,624,664,2,0
10,117,0,5,2,376,498,2,0
11,163,1,5,2,421,584,2,0
12,50,0,5,2,989,341,2,0
13,171,0,5,2,554,697,2,0
14,105,1,5,2,347,559,2,0
15,108,0,5,2,467,584,2,0
16,102,1,5,2,485,269,2,0
17,91,0,5,2,294,252,2,0
18,165,0,5,2,639,697,2,0
19,44,1,5,2,951,548,2,0
20,103,1,5,2,989,989,2,0
