trial_n,rho,condition,task,ITI,ISI,block,ouA,ouB,ouC
5,100,1,3,1047,1031,2,1,0,1
6,100,1,3,914,931,2,0,1,1
7,100,1,3,1240,1196,2,0,1,1
8,100,1,3,1274,1025,2,0,1,0
9,100,1,3,1140,1429,2,1,0,1
10,100,1,3,1483,1066,2,0,1,0
11,100,1,3,841,867,2,0,0,1
12,100,1,3,1420,1149,2,0,0,1
1,100,2,3,855,1352,2,0,1,1
2,100,2,3,788,781,2,0,0,0
3,100,2,3,1336,870,2,0,1,1
4,100,2,3,775,1130,2,1,1,1
5,100,2,3,984,843,2,0,0,1
6,100,2,3,1027,1098,2,0,0,0
7,100,2,3,1173,806,2,0,1,1
8,100,2,3,915,1119,2,1,1,1
9,100,2,3,791,1251,2,1,0,1
10,100,2,3,1099,996,2,0,1,0
11,100,2,3,1175,809,2,0,0,1
12,100,2,3,937,1113,2,0,0,1
1,100,3,3,1343,821,2,0,0,1
2,100,3,3,902,1096,2,1,1,1
3,100,3,3,1018,875,2,0,0,1
4,100,3,3,913,1031,2,0,0,0
5,100,3,3,1080,1052,2,0,0,1
6,100,3,3,1456,1061,2,1,1,1
7,100,3,3,1039,1314,2,0,0,1
8,100,3,3,896,934,2,0,1,0
9,100,3,3,1128,1026,2,0,1,1
10,100,3,3,1005,761,2,1,0,0
11,100,3,3,1349,786,2,0,1,1
12,100,3,3,1303,856,2,0,1,1
1,100,4,3,1264,1420,2,0,1,1
2,100,4,3,1110,1174,2,0,0,1
3,100,4,3,924,763,2,0,1,1
4,100,4,3,755,954,2,1,0,0
5,100,4,3,954,1235,2,0,1,1
6,100,4,3,895,1366,2,0,0,0
7,100,4,3,859,932,2,0,0,1
8,100,4,3,1016,1241,2,1,1,1
9,100,4,3,1100,1036,2,0,1,1
10,100,4,3,1086,770,2,0,0,0
11,100,4,3,900,802,2,1,1,1
12,100,4,3,836,807,2,0,0,1
1,100,5,3,1059,838,2,0,0,1
2,100,5,3,1194,1269,2,0,1,0
3,100,5,3,1443,751,2,0,0,1
4,100,5,3,1462,979,2,1,0,1
5,100,5,3,860,844,2,0,1,1
6,100,5,3,911,947,2,0,0,0
7,100,5,3,894,756,2,0,1,1
8,100,5,3,843,1006,2,1,0,1
9,100,5,3,1023,956,2,0,1,0
10,100,5,3,893,932,2,0,1,1
11,100,5,3,1448,1056,2,0,0,1
12,100,5,3,1153,1352,2,1,1,1
