trial_n,gen1,gen2,choice,order,condition,task,ITI,ISI,block
7,0,1,1,1,3,9,383,279,1
8,1,2,1,1,3,9,629,410,1
9,0,1,0,1,3,9,383,549,1
10,3,4,0,1,3,9,795,268,1
11,6,7,0,0,3,9,740,388,1
12,1,2,0,0,3,9,293,512,1
13,5,6,0,0,3,9,827,409,1
14,2,3,1,1,3,9,307,583,1
15,5,6,1,0,3,9,711,917,1
16,4,5,1,0,3,9,435,408,1
1,6,7,1,0,4,9,984,764,1
2,4,5,0,0,4,9,924,416,1
3,3,4,1,0,4,9,928,623,1
4,7,8,0,1,4,9,832,518,1
5,7,8,1,1,4,9,256,837,1
6,2,3,0,1,4,9,965,477,1
7,0,1,1,1,4,9,383,314,1
8,1,2,1,1,4,9,296,288,1
9,0,1,0,1,4,9,831,325,1
10,3,4,0,1,4,9,402,706,1
11,6,7,0,0,4,9,921,583,1
12,1,2,0,0,4,9,282,303,1
13,5,6,0,0,4,9,395,729,1
14,2,3,1,1,4,9,369,318,1
15,5,6,1,0,4,9,990,287,1
16,4,5,1,0,4,9,412,640,1
1,6,7,1,0,5,9,436,398,1
2,4,5,0,0,5,9,419,576,1
3,3,4,1,0,5,9,331,818,1
4,7,8,0,1,5,9,317,403,1
5,7,8,1,1,5,9,659,949,1
6,2,3,0,1,5,9,577,536,1
7,0,1,1,1,5,9,392,310,1
8,1,2,1,1,5,9,529,529,1
9,0,1,0,1,5,9,786,295,1
10,3,4,0,1,5,9,473,535,1
11,6,7,0,0,5,9,436,766,1
12,1,2,0,0,5,9,776,523,1
13,5,6,0,0,5,9,295,275,1
14,2,3,1,1,5,9,384,267,1
15,5,6,1,0,5,9,533,994,1
16,4,5,1,0,5,9,679,387,1
1,6,7,1,0,0,9,396,540,2
2,4,5,0,0,0,9,320,440,2
3,3,4,1,0,0,9,370,501,2
4,7,8,0,1,0,9,441,350,2
5,7,8,1,1,0,9,251,477,2
6,2,3,0,1,0,9,417,554,2
7,0,1,1,1,0,9,673,295,2
8,1,2,1,1,0,9,284,250,2
9,0,1,0,1,0,9,370,565,2
10,3,4,0,1,0,9,526,699,2
11,6,7,0,0,0,9,700,353,2
12,1,2,0,0,0,9,809,677,2
13,5,6,0,0,0,9,637,324,2
14,2,3,1,1,0,9,471,770,2
15,5,6,1,0,0,9,986,426,2
16,4,5,1,0,0,9,708,813,2
1,6,7,1,0,1,9,993,773,2
2,4,5,0,0,1,9,264,547,2
3,3,4,1,0,1,9,311,799,2
4,7,8,0,1,1,9,800,357,2
5,7,8,1,1,1,9,583,717,2
6,2,3,0,1,1,9,831,329,2
7,0,1,1,1,1,9,427,693,2
8,1,2,1,1,1,9,560,878,2
9,0,1,0,1,1,9,620,575,2
10,3,4,0,1,1,9,697,446,2
11,6,7,0,0,1,9,596,252,2
12,1,2,0,0,1,9,522,514,2
13,5,6,0,0,1,9,336,273,2
14,2,3,1,1,1,9,824,706,2
15,5,6,1,0,1,9,522,754,2
16,4,5,1,0,1,9,450,453,2
1,6,7,1,0,2,9,434,967,2
2,4,5,0,0,2,9,791,726,2
3,3,4,1,0,2,9,332,583,2
4,7,8,0,1,2,9,371,456,2
5,7,8,1,1,2,9,398,779,2
6,2,3,0,1,2,9,296,373,2
7,0,1,1,1,2,9,856,410,2
8,1,2,1,1,2,9,355,993,2
9,0,1,0,1,2,9,260,624,2
10,3,4,0,1,2,9,355,647,2
11,6,7,0,0,2,9,693,269,2
12,1,2,0,0,2,9,321,539,2
13,5,6,0,0,2,9,253,802,2
14,2,3,1,1,2,9,262,385,2
15,5,6,1,0,2,9,738,555,2
16,4,5,1,0,2,9,348,834,2
1,6,7,1,0,3,9,508,760,2
2,4,5,0,0,3,9,739,529,2
3,3,4,1,0,3,9,909,439,2
4,7,8,0,1,3,9,340,632,2
5,7,8,1,1,3,9,681,486,2
6,2,3,0,1,3,9,577,708,2
7,0,1,1,1,3,9,897,791,2
8,1,2,1,1,3,9,312,775,2
9,0,1,0,1,3,9,396,917,2
10,3,4,0,1,3,9,633,408,2
11,6,7,0,0,3,9,425,276,2
12,1,2,0,0,3,9,270,809,2
13,5,6,0,0,3,9,340,479,2
14,2,3,1,1,3,9,281,924,2
15,5,6,1,0,3,9,404,700,2
16,4,5,1,0,3,9,508,664,2
1,6,7,1,0,4,9,581,693,2
2,4,5,0,0,4,9,658,518,2
3,3,4,1,0,4,9,946,265,2
4,7,8,0,1,4,9,681,269,2
5,7,8,1,1,4,9,310,291,2
6,2,3,0,1,4,9,636,800,2
7,0,1,1,1,4,9,690,290,2
8,1,2,1,1,4,9,682,732,2
9,0,1,0,1,4,9,376,549,2
10,3,4,0,1,4,9,900,428,2
11,6,7,0,0,4,9,503,613,2
12,1,2,0,0,4,9,537,427,2
13,5,6,0,0,4,9,454,254,2
14,2,3,1,1,4,9,274,284,2
15,5,6,1,0,4,9,500,873,2
16,4,5,1,0,4,9,305,338,2
1,6,7,1,0,5,9,348,339,2
2,4,5,0,0,5,9,348,370,2
3,3,4,1,0,5,9,527,659,2
4,7,8,0,1,5,9,598,265,2
5,7,8,1,1,5,9,472,280,2
6,2,3,0,1,5,9,506,252,2
7,0,1,1,1,5,9,448,649,2
8,1,2,1,1,5,9,435,315,2
9,0,1,0,1,5,9,759,258,2
10,3,4,0,1,5,9,442,452,2
11,6,7,0,0,5,9,535,415,2
12,1,2,0,0,5,9,270,832,2
13,5,6,0,0,5,9,380,619,2
14,2,3,1,1,5,9,376,492,2
15,5,6,1,0,5,9,274,518,2
16,4,5,1,0,5,9,413,606,2
