trial_n,gen,condition,task,ITI,ISI,block
15,7,4,4,594,642,1
16,3,4,4,396,756,1
17,4,4,4,468,507,1
18,5,4,4,608,511,1
1,4,5,4,562,714,1
2,8,5,4,596,627,1
3,6,5,4,285,275,1
4,7,5,4,406,662,1
5,4,5,4,339,400,1
6,1,5,4,478,583,1
7,2,5,4,621,710,1
8,1,5,4,495,376,1
9,6,5,4,408,305,1
10,7,5,4,339,569,1
11,3,5,4,800,465,1
12,0,5,4,346,436,1
13,5,5,4,364,838,1
14,8,5,4,382,715,1
15,3,5,4,306,531,1
16,2,5,4,288,295,1
17,0,5,4,368,305,1
18,5,5,4,994,972,1
1,7,0,4,304,711,2
2,6,0,4,332,500,2
3,0,0,4,395,370,2
4,3,0,4,768,660,2
5,8,0,4,944,798,2
6,6,0,4,812,547,2
7,1,0,4,832,635,2
8,5,0,4,710,499,2
9,1,0,4,927,366,2
10,8,0,4,407,257,2
11,5,0,4,492,459,2
12,3,0,4,585,813,2
13,2,0,4,404,421,2
14,2,0,4,464,631,2
15,4,0,4,837,666,2
16,4,0,4,347,557,2
17,0,0,4,618,256,2
18,7,0,4,751,424,2
1,5,1,4,259,420,2
2,1,1,4,968,318,2
3,3,1,4,673,716,2
4,6,1,4,547,673,2
5,7,1,4,546,755,2
6,5,1,4,298,303,2
7,0,1,4,402,305,2
8,2,1,4,478,356,2
9,8,1,4,361,569,2
10,4,1,4,751,806,2
11,2,1,4,573,252,2
12,6,1,4,500,376,2
13,8,1,4,880,584,2
14,4,1,4,471,436,2
15,0,1,4,825,707,2
16,1,1,4,423,402,2
17,7,1,4,271,462,2
18,3,1,4,434,309,2
1,0,2,4,363,296,2
2,6,2,4,466,983,2
3,2,2,4,487,721,2
4,3,2,4,706,252,2
5,5,2,4,278,418,2
6,7,2,4,406,424,2
7,0,2,4,296,528,2
8,5,2,4,484,448,2
9,1,2,4,891,711,2
10,2,2,4,425,303,2
11,7,2,4,475,374,2
12,8,2,4,282,277,2
13,1,2,4,408,411,2
14,4,2,4,747,786,2
15,3,2,4,266,294,2
16,8,2,4,370,727,2
17,6,2,4,510,337,2
18,4,2,4,438,394,2
1,1,3,4,293,886,2
2,7,3,4,384,354,2
3,2,3,4,918,775,2
4,6,3,4,620,459,2
5,4,3,4,793,767,2
6,8,3,4,325,615,2
7,0,3,4,666,252,2
8,4,3,4,340,790,2
9,2,3,4,278,547,2
10,6,3,4,759,966,2
11,5,3,4,549,385,2
12,1,3,4,459,475,2
13,5,3,4,470,405,2
14,3,3,4,312,594,2
15,7,3,4,314,372,2
16,8,3,4,407,676,2
17,0,3,4,580,571,2
18,3,3,4,518,341,2
1,7,4,4,531,272,2
2,8,4,4,862,443,2
3,6,4,4,916,327,2
4,0,4,4,349,467,2
5,1,4,4,506,402,2
6,6,4,4,553,440,2
7,4,4,4,648,342,2
8,3,4,4,288,824,2
9,4,4,4,373,475,2
10,5,4,4,569,285,2
11,1,4,4,842,767,2
12,7,4,4,629,259,2
13,0,4,4,255,329,2
14,2,4,4,734,314,2
15,8,4,4,833,450,2
16,2,4,4,350,277,2
17,5,4,4,383,328,2
18,3,4,4,587,280,2
1,3,5,4,572,409,2
2,3,5,4,348,611,2
3,4,5,4,684,447,2
4,1,5,4,576,330,2
5,1,5,4,525,395,2
6,7,5,4,538,675,2
7,0,5,4,671,321,2
8,8,5,4,322,283,2
9,4,5,4,329,414,2
10,2,5,4,680,399,2
11,5,5,4,268,479,2
12,8,5,4,403,675,2
13,0,5,4,925,936,2
14,6,5,4,254,319,2
15,2,5,4,299,726,2
16,6,5,4,672,391,2
17,5,5,4,435,1000,2
18,7,5,4,518,797,2
