trial_n,gen,condition,task,ITI,ISI,block
13,0,1,4,313,593,2
14,7,1,4,846,601,2
15,7,1,4,592,412,2
16,0,1,4,273,428,2
17,4,1,4,406,277,2
18,6,1,4,654,796,2
1,5,2,4,875,519,2
2,6,2,4,649,693,2
3,6,2,4,561,630,2
4,3,2,4,262,419,2
5,4,2,4,251,925,2
6,1,2,4,319,641,2
7,7,2,4,424,473,2
8,7,2,4,996,746,2
9,0,2,4,312,401,2
10,8,2,4,799,315,2
11,3,2,4,419,255,2
12,1,2,4,809,596,2
13,4,2,4,386,299,2
14,8,2,4,966,353,2
15,0,2,4,886,758,2
16,5,2,4,663,455,2
17,2,2,4,331,934,2
18,2,2,4,529,290,2
1,1,3,4,625,526,2
2,2,3,4,677,323,2
3,3,3,4,392,502,2
4,2,3,4,789,816,2
5,6,3,4,274,263,2
6,0,3,4,283,383,2
7,5,3,4,504,890,2
8,7,3,4,468,388,2
9,0,3,4,424,436,2
10,1,3,4,659,749,2
11,8,3,4,557,718,2
12,7,3,4,291,262,2
13,4,3,4,373,655,2
14,5,3,4,266,465,2
15,4,3,4,473,856,2
16,6,3,4,408,571,2
17,8,3,4,519,538,2
18,3,3,4,257,432,2
1,4,4,4,361,417,2
2,6,4,4,558,306,2
3,8,4,4,576,677,2
4,0,4,4,305,506,2
5,2,4,4,273,282,2
6,0,4,4,508,741,2
7,1,4,4,252,842,2
8,6,4,4,498,330,2
9,8,4,4,323,441,2
10,3,4,4,564,776,2
11,5,4,4,281,898,2
12,5,4,4,339,341,2
13,2,4,4,374,314,2
14,1,4,4,799,760,2
15,7,4,4,930,371,2
16,4,4,4,706,522,2
17,7,4,4,518,355,2
18,3,4,4,669,448,2
1,6,5,4,457,358,2
2,8,5,4,378,365,2
3,2,5,4,548,568,2
4,1,5,4,383,599,2
5,7,5,4,384,327,2
6,2,5,4,321,806,2
7,4,5,4,518,881,2
8,5,5,4,627,271,2
9,8,5,4,303,941,2
10,4,5,4,433,263,2
11,3,5,4,315,870,2
12,3,5,4,491,427,2
13,7,5,4,388,789,2
14,6,5,4,842,568,2
15,5,5,4,617,386,2
16,0,5,4,383,523,2
17,0,5,4,556,274,2
18,1,5,4,957,784,2
