trial_n,gen1,gen2,choice,order,condition,task,ITI,ISI,block
13,5,6,0,0,3,9,390,432,1
14,2,3,1,1,3,9,921,459,1
15,5,6,1,0,3,9,460,860,1
16,4,5,1,0,3,9,411,284,1
1,6,7,1,0,4,9,555,799,1
2,4,5,0,0,4,9,524,315,1
3,3,4,1,0,4,9,404,399,1
4,7,8,0,1,4,9,306,626,1
5,7,8,1,1,4,9,969,904,1
6,2,3,0,1,4,9,369,398,1
7,0,1,1,1,4,9,658,754,1
8,1,2,1,1,4,9,596,380,1
9,0,1,0,1,4,9,546,413,1
10,3,4,0,1,4,9,467,384,1
11,6,7,0,0,4,9,265,513,1
12,1,2,0,0,4,9,321,392,1
13,5,6,0,0,4,9,402,718,1
14,2,3,1,1,4,9,889,869,1
15,5,6,1,0,4,9,794,590,1
16,4,5,1,0,4,9,412,874,1
1,6,7,1,0,5,9,697,870,1
2,4,5,0,0,5,9,451,661,1
3,3,4,1,0,5,9,536,329,1
4,7,8,0,1,5,9,424,400,1
5,7,8,1,1,5,9,292,345,1
6,2,3,0,1,5,9,750,362,1
7,0,1,1,1,5,9,479,490,1
8,1,2,1,1,5,9,841,750,1
9,0,1,0,1,5,9,914,971,1
10,3,4,0,1,5,9,382,649,1
11,6,7,0,0,5,9,263,362,1
12,1,2,0,0,5,9,550,917,1
13,5,6,0,0,5,9,740,781,1
14,2,3,1,1,5,9,512,464,1
15,5,6,1,0,5,9,315,540,1
16,4,5,1,0,5,9,683,753,1
1,6,7,1,0,0,9,489,411,2
2,4,5,0,0,0,9,324,861,2
3,3,4,1,0,0,9,252,507,2
4,7,8,0,1,0,9,284,397,2
5,7,8,1,1,0,9,893,435,2
6,2,3,0,1,0,9,597,258,2
7,0,1,1,1,0,9,845,418,2
8,1,2,1,1,0,9,629,769,2
9,0,1,0,1,0,9,511,415,2
10,3,4,0,1,0,9,465,324,2
11,6,7,0,0,0,9,284,753,2
12,1,2,0,0,0,9,761,292,2
13,5,6,0,0,0,9,396,568,2
14,2,3,1,1,0,9,273,357,2
15,5,6,1,0,0,9,668,897,2
16,4,5,1,0,0,9,359,553,2
1,6,7,1,0,1,9,463,761,2
2,4,5,0,0,1,9,611,578,2
3,3,4,1,0,1,9,298,549,2
4,7,8,0,1,1,9,610,407,2
5,7,8,1,1,1,9,420,528,2
6,2,3,0,1,1,9,943,502,2
7,0,1,1,1,1,9,288,385,2
8,1,2,1,1,1,9,344,789,2
9,0,1,0,1,1,9,284,323,2
10,3,4,0,1,1,9,271,480,2
11,6,7,0,0,1,9,481,410,2
12,1,2,0,0,1,9,259,650,2
13,5,6,0,0,1,9,315,779,2
14,2,3,1,1,1,9,390,501,2
15,5,6,1,0,1,9,440,581,2
16,4,5,1,0,1,9,991,790,2
1,6,7,1,0,2,9,294,805,2
2,4,5,0,0,2,9,671,511,2
3,3,4,1,0,2,9,296,825,2
4,7,8,0,1,2,9,612,308,2
5,7,8,1,1,2,9,820,328,2
6,2,3,0,1,2,9,607,476,2
7,0,1,1,1,2,9,366,503,2
8,1,2,1,1,2,9,362,666,2
9,0,1,0,1,2,9,434,696,2
10,3,4,0,1,2,9,949,411,2
11,6,7,0,0,2,9,778,770,2
12,1,2,0,0,2,9,288,656,2
13,5,6,0,0,2,9,280,862,2
14,2,3,1,1,2,9,355,411,2
15,5,6,1,0,2,9,544,621,2
16,4,5,1,0,2,9,893,756,2
1,6,7,1,0,3,9,733,797,2
2,4,5,0,0,3,9,413,532,2
3,3,4,1,0,3,9,699,653,2
4,7,8,0,1,3,9,688,399,2
5,7,8,1,1,3,9,626,481,2
6,2,3,0,1,3,9,889,879,2
7,0,1,1,1,3,9,646,495,2
8,1,2,1,1,3,9,345,523,2
9,0,1,0,1,3,9,849,428,2
10,3,4,0,1,3,9,648,533,2
11,6,7,0,0,3,9,389,316,2
12,1,2,0,0,3,9,493,363,2
13,5,6,0,0,3,9,253,393,2
14,2,3,1,1,3,9,450,306,2
15,5,6,1,0,3,9,445,553,2
16,4,5,1,0,3,9,312,446,2
1,6,7,1,0,4,9,304,381,2
2,4,5,0,0,4,9,452,517,2
3,3,4,1,0,4,9,438,376,2
4,7,8,0,1,4,9,426,315,2
5,7,8,1,1,4,9,393,465,2
6,2,3,0,1,4,9,400,631,2
7,0,1,1,1,4,9,638,572,2
8,1,2,1,1,4,9,593,665,2
9,0,1,0,1,4,9,305,258,2
10,3,4,0,1,4,9,345,336,2
11,6,7,0,0,4,9,567,686,2
12,1,2,0,0,4,9,799,263,2
13,5,6,0,0,4,9,369,662,2
14,2,3,1,1,4,9,382,624,2
15,5,6,1,0,4,9,840,665,2
16,4,5,1,0,4,9,264,781,2
1,6,7,1,0,5,9,579,519,2
2,4,5,0,0,5,9,515,417,2
3,3,4,1,0,5,9,377,280,2
4,7,8,0,1,5,9,394,639,2
5,7,8,1,1,5,9,322,414,2
6,2,3,0,1,5,9,697,434,2
7,0,1,1,1,5,9,315,562,2
8,1,2,1,1,5,9,799,253,2
9,0,1,0,1,5,9,527,352,2
10,3,4,0,1,5,9,413,342,2
11,6,7,0,0,5,9,676,789,2
12,1,2,0,0,5,9,460,299,2
13,5,6,0,0,5,9,916,615,2
14,2,3,1,1,5,9,692,555,2
15,5,6,1,0,5,9,737,351,2
16,4,5,1,0,5,9,312,675,2
