trial_n,gen,condition,task,ITI,ISI,block
11,5,4,4,262,845,2
12,3,4,4,635,572,2
13,5,4,4,387,377,2
14,1,4,4,579,314,2
15,4,4,4,511,289,2
16,0,4,4,317,277,2
17,4,4,4,622,310,2
18,2,4,4,687,256,2
1,6,5,4,413,542,2
2,8,5,4,398,628,2
3,3,5,4,552,438,2
4,4,5,4,494,386,2
5,7,5,4,821,499,2
6,5,5,4,740,403,2
7,4,5,4,541,380,2
8,0,5,4,605,292,2
9,5,5,4,348,378,2
10,2,5,4,864,966,2
11,8,5,4,261,398,2
12,3,5,4,847,395,2
13,1,5,4,365,885,2
14,2,5,4,736,698,2
15,7,5,4,511,682,2
16,6,5,4,454,506,2
17,0,5,4,917,350,2
18,1,5,4,351,800,2
