trial_n,gen1,gen2,choice,order,condition,task,ITI,ISI,block
1,6,7,1,0,5,9,474,591,2
2,4,5,0,0,5,9,472,269,2
3,3,4,1,0,5,9,796,721,2
4,7,8,0,1,5,9,414,476,2
5,7,8,1,1,5,9,325,292,2
6,2,3,0,1,5,9,665,375,2
7,0,1,1,1,5,9,378,357,2
8,1,2,1,1,5,9,982,274,2
9,0,1,0,1,5,9,434,540,2
10,3,4,0,1,5,9,333,981,2
11,6,7,0,0,5,9,521,508,2
12,1,2,0,0,5,9,778,388,2
13,5,6,0,0,5,9,959,281,2
14,2,3,1,1,5,9,923,449,2
15,5,6,1,0,5,9,275,299,2
16,4,5,1,0,5,9,473,276,2
