trial_n,rho,choice,condition,task,ITI,ISI,block,first
20,32,1,3,2,302,968,2,0
1,65,0,4,2,645,808,2,0
2,118,0,4,2,295,297,2,0
3,161,1,4,2,530,696,2,0
4,139,0,4,2,284,793,2,0
5,82,0,4,2,595,296,2,0
6,42,1,4,2,667,656,2,0
7,77,0,4,2,645,274,2,0
8,48,1,4,2,446,308,2,0
9,152,1,4,2,655,297,2,0
10,63,0,4,2,295,274,2,0
11,53,1,4,2,287,722,2,0
12,64,0,4,2,250,625,2,0
13,46,1,4,2,398,359,2,0
14,170,0,4,2,346,808,2,0
15,96,1,4,2,263,561,2,0
16,51,1,4,2,761,808,2,0
17,40,0,4,2,975,405,2,0
18,160,1,4,2,287,656,2,0
19,49,0,4,2,287,297,2,0
20,89,1,4,2,357,399,2,0
1,49,1,5,2,569,807,2,0
2,99,0,5,2,381,554,2,0
3,27,1,5,2,311,554,2,0
4,53,0,5,2,691,320,2,0
5,79,0,5,2,717,315,2,0
6,33,1,5,2,381,781,2,0
7,78,0,5,2,472,406,2,0
8,39,1,5,2,477,323,2,0
9,41,0,5,2,477,406,2,0
10,135,1,5,2,288,331,2,0
11,159,0,5,2,681,323,2,0
12,130,1,5,2,894,807,2,0
13,97,1,5,2,345,320,2,0
14,122,0,5,2,467,807,2,0
15,31,1,5,2,363,445,2,0
16,78,0,5,2,472,352,2,0
17,93,0,5,2,773,315,2,0
18,153,1,5,2,670,781,2,0
19,155,0,5,2,670,321,2,0
20,104,1,5,2,681,322,2,0
