trial_n,rho,choice,condition,task,ITI,ISI,block,first
5,147,0,3,2,384,351,1,0
6,33,1,3,2,573,732,1,0
7,163,1,3,2,752,648,1,0
8,57,0,3,2,338,759,1,0
9,45,0,3,2,608,386,1,0
10,98,1,3,2,752,759,1,0
11,109,0,3,2,787,537,1,0
12,45,0,3,2,384,696,1,0
13,126,1,3,2,780,557,1,0
14,101,0,3,2,578,765,1,0
15,113,1,3,2,812,537,1,0
16,92,1,3,2,643,463,1,0
17,64,0,3,2,643,258,1,0
18,87,0,3,2,817,648,1,0
19,109,1,3,2,486,429,1,0
20,84,1,3,2,578,350,1,0
1,153,0,4,2,957,840,1,0
2,138,1,4,2,298,479,1,2
3,133,0,4,2,442,840,1,0
4,80,1,4,2,391,439,1,0
5,85,1,4,2,298,898,1,0
6,139,0,4,2,356,840,1,0
7,129,1,4,2,313,347,1,0
8,28,0,4,2,677,498,1,0
9,111,1,4,2,488,503,1,0
10,145,0,4,2,338,439,1,0
11,136,1,4,2,738,541,1,0
12,137,1,4,2,391,541,1,0
13,55,0,4,2,375,341,1,0
14,61,0,4,2,677,383,1,0
15,153,1,4,2,297,383,1,0
16,76,1,4,2,375,503,1,0
17,159,0,4,2,325,296,1,0
18,69,1,4,2,373,723,1,0
19,27,0,4,2,325,456,1,0
20,161,0,4,2,516,479,1,0
1,123,1,5,2,729,481,1,2
2,49,0,5,2,363,466,1,0
3,115,0,5,2,729,370,1,0
4,128,1,5,2,593,481,1,0
5,49,1,5,2,252,497,1,0
6,75,0,5,2,865,343,1,0
7,82,1,5,2,351,604,1,0
8,143,0,5,2,292,440,1,0
9,107,1,5,2,412,624,1,0
10,157,1,5,2,357,631,1,0
11,77,0,5,2,277,604,1,0
12,143,0,5,2,306,625,1,0
13,165,1,5,2,296,558,1,0
14,127,0,5,2,593,694,1,0
15,134,1,5,2,496,763,1,0
16,103,0,5,2,578,329,1,0
17,174,1,5,2,496,466,1,0
18,170,0,5,2,358,624,1,0
19,127,0,5,2,252,601,1,0
20,55,1,5,2,767,497,1,0
1,147,0,0,2,289,571,2,0
2,130,0,0,2,545,492,2,0
3,88,1,0,2,703,492,2,0
4,131,0,0,2,289,777,2,0
5,60,0,0,2,850,361,2,0
6,78,1,0,2,692,357,2,0
7,161,0,0,2,312,603,2,0
8,35,1,0,2,310,274,2,0
9,80,0,0,2,312,382,2,0
10,152,0,0,2,729,296,2,0
11,153,1,0,2,440,770,2,0
12,92,0,0,2,606,361,2,0
13,83,1,0,2,606,777,2,0
14,110,1,0,2,380,382,2,0
15,51,0,0,2,375,274,2,0
16,107,1,0,2,568,634,2,0
17,131,1,0,2,545,326,2,0
18,170,0,0,2,943,274,2,0
19,155,1,0,2,545,649,2,0
20,46,1,0,2,606,701,2,0
1,73,1,1,2,904,890,2,0
2,61,0,1,2,880,628,2,0
3,142,1,1,2,880,328,2,0
4,89,0,1,2,594,315,2,0
5,80,0,1,2,492,350,2,0
6,151,1,1,2,579,275,2,0
7,163,0,1,2,343,422,2,0
8,109,1,1,2,594,978,2,0
9,93,0,1,2,904,260,2,0
10,84,1,1,2,579,275,2,0
11,75,0,1,2,420,480,2,0
12,156,0,1,2,437,328,2,0
13,150,1,1,2,904,678,2,0
14,168,0,1,2,954,260,2,0
15,169,1,1,2,489,628,2,0
16,68,0,1,2,531,442,2,0
17,146,1,1,2,364,839,2,0
18,138,0,1,2,651,627,2,0
19,170,1,1,2,342,713,2,0
20,105,1,1,2,827,627,2,0
1,76,0,2,2,810,851,2,0
2,130,0,2,2,554,643,2,0
3,93,1,2,2,739,933,2,0
4,40,0,2,2,299,933,2,0
5,123,1,2,2,364,705,2,0
6,32,0,2,2,554,705,2,0
7,27,1,2,2,308,779,2,0
8,140,0,2,2,820,608,2,0
9,51,1,2,2,423,851,2,0
10,31,1,2,2,342,371,2,0
11,129,0,2,2,446,643,2,0
12,123,1,2,2,342,492,2,0
13,174,0,2,2,554,280,2,0
14,104,1,2,2,704,779,2,0
15,128,0,2,2,466,404,2,0
16,72,0,2,2,335,481,2,0
17,85,1,2,2,554,600,2,0
18,42,1,2,2,466,705,2,0
19,135,0,2,2,578,404,2,0
20,112,1,2,2,466,779,2,0
1,131,0,3,2,777,325,2,0
2,107,0,3,2,994,841,2,0
3,109,1,3,2,285,407,2,0
4,141,0,3,2,405,720,2,0
5,108,0,3,2,364,605,2,0
6,39,1,3,2,405,548,2,0
7,113,1,3,2,520,315,2,0
8,126,0,3,2,614,525,2,0
9,162,1,3,2,419,599,2,0
10,119,1,3,2,364,342,2,0
11,53,0,3,2,878,354,2,0
12,95,0,3,2,608,258,2,0
13,38,1,3,2,631,407,2,0
14,33,0,3,2,909,605,2,0
15,139,1,3,2,375,414,2,0
16,67,1,3,2,285,598,2,0
17,53,0,3,2,272,492,2,0
18,164,1,3,2,994,525,2,0
19,62,1,3,2,770,470,2,0
20,135,0,3,2,520,258,2,0
1,78,1,4,2,596,552,2,0
2,146,1,4,2,634,409,2,0
3,124,0,4,2,931,409,2,0
4,125,0,4,2,266,590,2,0
5,81,1,4,2,538,409,2,0
6,47,0,4,2,931,493,2,0
7,114,0,4,2,470,260,2,0
8,74,1,4,2,638,262,2,0
9,40,0,4,2,823,706,2,0
10,38,1,4,2,538,493,2,0
11,83,1,4,2,295,712,2,0
12,166,0,4,2,470,442,2,0
13,113,1,4,2,408,748,2,0
14,109,0,4,2,823,468,2,0
15,33,1,4,2,596,699,2,0
16,76,0,4,2,538,595,2,0
17,43,0,4,2,295,669,2,0
18,174,1,4,2,568,590,2,0
19,131,0,4,2,634,449,2,0
20,89,1,4,2,801,669,2,0
1,128,0,5,2,413,663,2,0
2,153,1,5,2,547,322,2,0
3,103,0,5,2,527,322,2,0
4,120,0,5,2,512,314,2,0
5,125,1,5,2,635,508,2,0
6,69,1,5,2,826,884,2,0
7,34,0,5,2,335,871,2,0
8,145,1,5,2,512,474,2,0
9,74,1,5,2,293,474,2,0
10,174,0,5,2,748,777,2,0
11,141,1,5,2,288,687,2,0
12,102,1,5,2,512,302,2,0
13,165,0,5,2,830,362,2,0
14,164,1,5,2,375,793,2,0
15,52,0,5,2,481,660,2,0
16,45,1,5,2,375,802,2,0
17,149,0,5,2,474,861,2,0
18,75,1,5,2,371,251,2,0
19,60,0,5,2,292,545,2,0
20,74,0,5,2,748,315,2,0
