trial_n,gen,condition,task,ITI,ISI,block
4,4,4,4,340,784,1
5,1,4,4,972,268,1
6,2,4,4,658,860,1
7,2,4,4,968,437,1
8,0,4,4,808,763,1
9,5,4,4,262,326,1
10,7,4,4,680,908,1
11,8,4,4,641,296,1
12,6,4,4,953,477,1
13,5,4,4,836,535,1
14,6,4,4,466,552,1
15,1,4,4,315,422,1
16,3,4,4,552,562,1
17,4,4,4,405,528,1
18,0,4,4,738,329,1
1,7,5,4,341,330,1
2,2,5,4,482,551,1
3,7,5,4,904,929,1
4,6,5,4,323,527,1
5,2,5,4,308,983,1
6,1,5,4,665,352,1
7,1,5,4,526,765,1
8,4,5,4,973,738,1
9,5,5,4,366,310,1
10,6,5,4,778,755,1
11,8,5,4,385,278,1
12,5,5,4,268,302,1
13,3,5,4,394,527,1
14,8,5,4,864,407,1
15,0,5,4,257,538,1
16,0,5,4,459,546,1
17,3,5,4,693,984,1
18,4,5,4,953,700,1
1,3,0,4,537,422,2
2,4,0,4,277,350,2
3,5,0,4,409,674,2
4,8,0,4,957,558,2
5,2,0,4,900,838,2
6,1,0,4,257,637,2
7,6,0,4,441,437,2
8,7,0,4,620,368,2
9,2,0,4,709,630,2
10,8,0,4,649,366,2
11,5,0,4,857,337,2
12,0,0,4,280,286,2
13,4,0,4,362,344,2
14,6,0,4,794,366,2
15,1,0,4,720,750,2
16,3,0,4,762,559,2
17,0,0,4,953,634,2
18,7,0,4,443,306,2
1,4,1,4,609,551,2
2,4,1,4,359,274,2
3,3,1,4,326,543,2
4,2,1,4,545,845,2
5,6,1,4,410,447,2
6,5,1,4,251,781,2
7,0,1,4,279,631,2
8,0,1,4,668,973,2
9,3,1,4,508,424,2
10,5,1,4,252,777,2
11,7,1,4,521,309,2
12,8,1,4,338,403,2
13,7,1,4,292,821,2
14,6,1,4,340,351,2
15,1,1,4,250,350,2
16,1,1,4,730,551,2
17,8,1,4,788,354,2
18,2,1,4,390,893,2
1,2,2,4,331,279,2
2,5,2,4,446,850,2
3,8,2,4,484,620,2
4,8,2,4,747,754,2
5,1,2,4,544,885,2
6,7,2,4,444,876,2
7,1,2,4,563,440,2
8,6,2,4,595,345,2
9,4,2,4,332,557,2
10,0,2,4,523,936,2
11,5,2,4,954,662,2
12,0,2,4,455,437,2
13,2,2,4,583,948,2
14,3,2,4,504,269,2
15,3,2,4,457,317,2
16,7,2,4,463,966,2
17,6,2,4,514,268,2
18,4,2,4,650,345,2
1,0,3,4,491,638,2
2,7,3,4,820,469,2
3,7,3,4,489,579,2
4,8,3,4,596,444,2
5,2,3,4,831,507,2
6,2,3,4,725,866,2
7,0,3,4,277,470,2
8,5,3,4,382,339,2
9,6,3,4,407,702,2
10,3,3,4,335,628,2
11,3,3,4,870,522,2
12,4,3,4,543,930,2
13,1,3,4,513,547,2
14,6,3,4,964,718,2
15,4,3,4,260,323,2
16,1,3,4,459,641,2
17,5,3,4,700,398,2
18,8,3,4,358,388,2
1,7,4,4,524,641,2
2,3,4,4,264,343,2
3,4,4,4,619,270,2
4,5,4,4,964,367,2
5,6,4,4,359,357,2
6,0,4,4,311,254,2
7,8,4,4,468,336,2
8,8,4,4,283,351,2
9,2,4,4,579,288,2
10,0,4,4,514,446,2
11,7,4,4,351,574,2
12,4,4,4,732,420,2
13,2,4,4,456,362,2
14,1,4,4,971,986,2
15,3,4,4,789,712,2
16,5,4,4,798,921,2
17,1,4,4,724,878,2
18,6,4,4,444,553,2
1,0,5,4,295,276,2
2,4,5,4,409,355,2
3,6,5,4,599,450,2
4,6,5,4,592,322,2
5,5,5,4,326,630,2
6,3,5,4,831,489,2
7,0,5,4,511,493,2
8,7,5,4,951,486,2
9,4,5,4,399,855,2
10,7,5,4,690,620,2
11,2,5,4,932,659,2
12,5,5,4,269,291,2
13,3,5,4,452,501,2
14,8,5,4,661,309,2
15,2,5,4,519,843,2
16,1,5,4,289,302,2
17,1,5,4,972,279,2
18,8,5,4,548,938,2
