trial_n,rho,condition,task,ITI,ISI,block,ouA,ouB,ouC
5,100,5,3,1262,1139,1,0,1,1
6,100,5,3,995,1278,1,0,1,1
7,100,5,3,931,1182,1,1,0,0
8,100,5,3,979,827,1,0,1,1
9,100,5,3,1171,1281,1,1,0,0
10,100,5,3,1182,861,1,0,1,1
11,100,5,3,1278,1109,1,0,0,1
12,100,5,3,813,891,1,0,0,1
1,100,0,3,1248,1499,2,0,0,1
2,100,0,3,1043,1315,2,0,1,1
3,100,0,3,909,1408,2,0,0,0
4,100,0,3,812,1034,2,1,0,1
5,100,0,3,1005,1328,2,0,1,1
6,100,0,3,955,1096,2,0,0,0
7,100,0,3,767,1288,2,0,0,1
8,100,0,3,867,836,2,1,1,1
9,100,0,3,1065,1144,2,0,1,0
10,100,0,3,1128,1109,2,0,1,1
11,100,0,3,1316,979,2,0,0,1
12,100,0,3,1486,896,2,1,1,1
1,100,1,3,1344,779,2,0,1,1
2,100,1,3,1177,912,2,0,1,1
3,100,1,3,1103,1122,2,0,1,1
4,100,1,3,785,971,2,1,0,0
5,100,1,3,1366,1265,2,0,0,1
6,100,1,3,1051,942,2,0,0,1
7,100,1,3,857,801,2,0,1,1
8,100,1,3,1159,1400,2,1,0,0
9,100,1,3,785,988,2,0,1,1
10,100,1,3,1206,1306,2,0,1,1
11,100,1,3,1487,850,2,0,0,1
12,100,1,3,1153,1042,2,1,0,0
1,100,2,3,999,1340,2,0,1,1
2,100,2,3,980,893,2,0,1,1
3,100,2,3,1198,917,2,0,1,1
4,100,2,3,814,1254,2,1,0,0
5,100,2,3,926,1444,2,0,0,1
6,100,2,3,956,765,2,1,1,1
7,100,2,3,945,1026,2,0,0,0
8,100,2,3,1448,764,2,0,0,1
9,100,2,3,1107,781,2,0,1,1
10,100,2,3,833,1048,2,1,0,1
11,100,2,3,1230,1305,2,0,1,0
12,100,2,3,911,1249,2,0,0,1
1,100,3,3,1120,1109,2,0,1,1
2,100,3,3,948,1166,2,0,1,1
3,100,3,3,957,1088,2,0,0,1
4,100,3,3,804,1213,2,1,1,0
5,100,3,3,932,1194,2,1,0,1
6,100,3,3,1390,869,2,0,1,0
7,100,3,3,903,813,2,0,0,1
8,100,3,3,874,1372,2,0,0,1
9,100,3,3,1050,757,2,1,0,0
10,100,3,3,1092,754,2,0,1,1
11,100,3,3,1081,1163,2,0,1,1
12,100,3,3,1113,851,2,0,0,1
1,100,4,3,959,1053,2,0,1,1
2,100,4,3,1411,782,2,0,0,1
3,100,4,3,759,1378,2,0,0,1
4,100,4,3,787,1251,2,1,1,0
5,100,4,3,1116,960,2,0,0,0
6,100,4,3,1325,754,2,0,1,1
7,100,4,3,1113,1178,2,1,1,1
8,100,4,3,1436,1312,2,0,1,1
9,100,4,3,1056,1139,2,1,0,0
10,100,4,3,1354,1295,2,0,0,1
11,100,4,3,764,999,2,0,1,1
12,100,4,3,1097,1063,2,0,0,1
1,100,5,3,1084,1223,2,0,0,1
2,100,5,3,846,783,2,1,1,0
3,100,5,3,862,796,2,0,1,1
4,100,5,3,894,1177,2,0,0,1
5,100,5,3,967,1371,2,0,0,1
6,100,5,3,1117,1253,2,1,1,0
7,100,5,3,1342,1018,2,0,0,1
8,100,5,3,1384,758,2,0,1,1
9,100,5,3,1107,1121,2,0,1,0
10,100,5,3,960,1078,2,1,1,1
11,100,5,3,848,1421,2,0,0,1
12,100,5,3,813,786,2,0,0,1
