trial_n,gen,condition,task,ITI,ISI,block
3,3,5,4,344,630,1
4,0,5,4,645,282,1
5,5,5,4,382,324,1
6,2,5,4,710,411,1
7,7,5,4,767,937,1
8,1,5,4,773,519,1
9,5,5,4,570,890,1
10,0,5,4,271,804,1
11,4,5,4,738,671,1
12,3,5,4,362,549,1
13,7,5,4,895,662,1
14,2,5,4,380,930,1
15,6,5,4,985,524,1
16,8,5,4,691,788,1
17,8,5,4,827,277,1
18,1,5,4,796,440,1
1,6,0,4,359,468,2
2,3,0,4,747,525,2
3,2,0,4,823,924,2
4,8,0,4,544,439,2
5,0,0,4,708,859,2
6,3,0,4,835,749,2
7,4,0,4,277,411,2
8,4,0,4,322,447,2
9,6,0,4,558,442,2
10,1,0,4,572,515,2
11,8,0,4,507,457,2
12,7,0,4,852,371,2
13,0,0,4,321,349,2
14,5,0,4,415,435,2
15,5,0,4,649,434,2
16,1,0,4,467,365,2
17,7,0,4,376,621,2
18,2,0,4,443,678,2
1,5,1,4,728,417,2
2,7,1,4,388,906,2
3,8,1,4,321,348,2
4,6,1,4,251,468,2
5,8,1,4,263,645,2
6,1,1,4,568,353,2
7,3,1,4,432,882,2
8,0,1,4,439,289,2
9,3,1,4,431,374,2
10,7,1,4,288,411,2
11,6,1,4,821,280,2
12,1,1,4,426,609,2
13,2,1,4,993,858,2
14,0,1,4,496,365,2
15,2,1,4,364,297,2
16,5,1,4,512,946,2
17,4,1,4,532,524,2
18,4,1,4,393,556,2
1,5,2,4,642,526,2
2,3,2,4,661,835,2
3,8,2,4,520,842,2
4,7,2,4,357,320,2
5,1,2,4,963,288,2
6,2,2,4,868,378,2
7,1,2,4,274,640,2
8,2,2,4,346,615,2
9,6,2,4,297,605,2
10,0,2,4,543,332,2
11,4,2,4,479,334,2
12,3,2,4,392,603,2
13,5,2,4,690,605,2
14,7,2,4,942,599,2
15,0,2,4,681,484,2
16,8,2,4,276,624,2
17,4,2,4,398,946,2
18,6,2,4,340,562,2
1,8,3,4,344,406,2
2,3,3,4,262,328,2
3,5,3,4,600,852,2
4,0,3,4,366,293,2
5,0,3,4,848,488,2
6,8,3,4,562,433,2
7,7,3,4,440,483,2
8,1,3,4,644,889,2
9,6,3,4,276,259,2
10,3,3,4,893,374,2
11,4,3,4,388,258,2
12,4,3,4,468,325,2
13,2,3,4,330,479,2
14,7,3,4,601,340,2
15,5,3,4,933,629,2
16,1,3,4,308,511,2
17,6,3,4,973,604,2
18,2,3,4,971,361,2
1,6,4,4,955,834,2
2,2,4,4,260,268,2
3,2,4,4,945,301,2
4,8,4,4,456,561,2
5,1,4,4,489,300,2
6,6,4,4,298,914,2
7,7,4,4,612,478,2
8,0,4,4,954,342,2
9,1,4,4,563,913,2
10,3,4,4,384,447,2
11,8,4,4,716,606,2
12,5,4,4,447,951,2
13,0,4,4,549,631,2
14,4,4,4,338,803,2
15,5,4,4,306,344,2
16,7,4,4,587,910,2
17,4,4,4,410,305,2
18,3,4,4,603,365,2
1,5,5,4,332,362,2
2,3,5,4,643,428,2
3,1,5,4,338,432,2
4,7,5,4,353,556,2
5,4,5,4,518,871,2
6,6,5,4,495,367,2
7,2,5,4,479,256,2
8,0,5,4,406,478,2
9,8,5,4,403,775,2
10,0,5,4,522,621,2
11,5,5,4,794,915,2
12,2,5,4,530,577,2
13,4,5,4,520,434,2
14,1,5,4,492,666,2
15,3,5,4,286,607,2
16,6,5,4,314,877,2
17,8,5,4,402,402,2
18,7,5,4,551,388,2
